subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_046	katzav_moshe.jpg.jpg	1	6	2.105926e-02	1.421821e+01	8.000000	30	
subject_046	rivlin_rubi.jpg.jpg	2	4	1.578818e+01	2.882990e+00	3.000000	3	
subject_046	tibi_ahmed.jpg.jpg	3	9	2.022162e+01	1.801462e+00	6.000000	28	
subject_046	hazan_oren.jpg.jpg	4	0	2.357170e+01	1.371331e+00	7.000000	29	
subject_046	zuabi_hanin.jpg.jpg	5	8	2.648849e+01	1.478499e+00	5.000000	27	
subject_046	meir_golda.jpg.jpg	6	4	2.952192e+01	1.541011e+00	1.000000	1	
subject_046	regev_miri.jpg.jpg	7	7	3.260529e+01	2.233565e+00	2.000000	2	
subject_046	yacimovich_shelly.jpg.jpg	8	6	3.638872e+01	1.930074e+00	4.000000	4	
