subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_063	netanyahu.jpg	1	5	1.843505e-02	9.521990e+00	8.000000	30	
subject_063	yacimovich_shelly.jpg	2	3	1.111879e+01	3.325522e+00	3.000000	3	
subject_063	katz_yisrael.jpg	3	0	1.600232e+01	1.337987e+00	6.000000	28	
subject_063	deri_arye.jpg	4	9	1.888571e+01	2.390502e+00	7.000000	29	
subject_063	Smotrich_Bezalel.jpg	5	7	2.281917e+01	4.304973e+00	5.000000	27	
subject_063	shafir_stav.jpg	6	9	2.866937e+01	2.526730e+00	1.000000	1	
subject_063	galon_zahava.jpg	7	9	3.275283e+01	9.871991e-01	2.000000	2	
subject_063	meir_golda.jpg	8	1	3.528624e+01	2.149720e+00	4.000000	4	
