subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_074	cahlon_moshe.jpg	1	1	1.935905e-02	1	1.728190e+00	6.000000	
subject_074	katzav_moshe.jpg	2	1	3.302804e+00	1	9.727061e-01	15.000000	
subject_074	regev_miri.jpg	3	1	5.819496e+00	1	9.199771e-01	29.000000	
subject_074	deri_arye.jpg	4	1	8.286264e+00	1	1.181165e+00	7.000000	
subject_074	katz_yisrael.jpg	5	1	1.101966e+01	1	8.957423e-01	14.000000	
subject_074	Smotrich_Bezalel.jpg	6	1	1.346975e+01	1	8.536101e-01	1.000000	
subject_074	yaalon_moshe.jpg	7	1	1.586982e+01	1	9.735286e-01	37.000000	
subject_074	yitzhak_rabin.jpg	8	1	1.838658e+01	1	9.847270e-01	39.000000	
subject_074	meir_golda.jpg	9	1	2.091994e+01	1	6.273134e-01	21.000000	
subject_074	olmert_ehud.jpg	10	1	2.310335e+01	1	6.838698e-01	26.000000	
subject_074	sharon_ariel.jpg	11	1	2.533676e+01	1	5.704316e-01	33.000000	
subject_074	liberman_avigdor.jpg	12	1	2.745348e+01	1	6.456783e-01	18.000000	
subject_074	livnee_zipi.jpg	13	1	2.965355e+01	1	6.615751e-01	20.000000	
subject_074	yacimovich_shelly.jpg	14	1	3.187028e+01	1	7.648039e-01	38.000000	
subject_074	michaeli_meirav.jpg	15	1	3.418705e+01	1	5.279981e-01	22.000000	
subject_074	odeh_aiman.jpg	16	3	3.627041e+01	3	3.852575e+00	25.000000	
subject_074	rivlin_rubi.jpg	17	1	4.167056e+01	1	6.763888e-01	30.000000	
subject_074	galon_zahava.jpg	18	1	4.390396e+01	1	6.349551e-01	10.000000	
subject_074	piron_shai.jpg	19	1	4.608736e+01	1	1.091512e+00	28.000000	
subject_074	akunis_ofir.jpg	20	1	4.872076e+01	1	8.020777e-01	2.000000	
subject_074	steinitz_yuval.jpg	21	1	5.107084e+01	1	7.799743e-01	35.000000	
subject_074	lapid_yair.jpg	22	1	5.340423e+01	1	5.665660e-01	17.000000	
subject_074	shaked_ayelet.jpg	23	1	5.552097e+01	1	5.617669e-01	32.000000	
subject_074	livnat_limor.jpg	24	1	5.763769e+01	1	5.170409e-01	19.000000	
subject_074	barak_ehud.jpg	25	1	5.970443e+01	1	5.542543e-01	3.000000	
subject_074	hazan_oren.jpg	26	1	6.180445e+01	1	7.501914e-01	12.000000	
subject_074	zandberg_tamar.jpg	27	1	6.410452e+01	1	7.300914e-01	40.000000	
subject_074	netanyahu.jpg	28	1	6.638795e+01	1	4.786381e-01	24.000000	
subject_074	shimon_peres.jpg	29	1	6.842141e+01	1	6.451069e-01	34.000000	
subject_074	beneliezer_binyamin.jpg	30	1	7.062140e+01	1	6.531111e-01	4.000000	
subject_074	khenin_dov.jpg	31	3	7.282145e+01	3	3.684984e+00	16.000000	
subject_074	galant_yoav.jpg	32	4	7.805496e+01	4	2.875388e+00	9.000000	
subject_074	peretz_amir.jpg	33	1	8.248840e+01	1	6.899433e-01	27.000000	
subject_074	shafir_stav.jpg	34	1	8.472181e+01	1	8.324849e-01	31.000000	
subject_074	mofaz_shaul.jpg	35	1	8.710523e+01	1	8.090546e-01	23.000000	
subject_074	benet_naftali.jpg	36	1	8.947195e+01	1	5.942493e-01	5.000000	
subject_074	zuabi_hanin.jpg	37	1	9.162200e+01	1	6.202013e-01	41.000000	
subject_074	erdan_gilad.jpg	38	1	9.378875e+01	1	7.334239e-01	8.000000	
subject_074	tibi_ahmed.jpg	39	1	9.607215e+01	1	5.619975e-01	36.000000	
subject_074	herzog_yitzhak.jpg	40	1	9.818888e+01	1	8.692284e-01	13.000000	
subject_074	german_yael.jpg	41	1	1.006056e+02	1	7.324535e-01	11.000000	
