subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_035	katzav_moshe.jpg.jpg	1	6	1.599736e-02	2.044702e+01	8.000000	30	
subject_035	yaalon_moshe.jpg.jpg	2	6	2.201657e+01	2.518359e+00	3.000000	3	
subject_035	german_yael.jpg.jpg	3	2	2.608335e+01	2.395498e+00	6.000000	28	
subject_035	tibi_ahmed.jpg.jpg	4	5	3.003346e+01	2.965299e+00	7.000000	29	
subject_035	deri_arye.jpg.jpg	5	3	3.455023e+01	2.560417e+00	5.000000	27	
subject_035	shimon_peres.jpg.jpg	6	8	3.866700e+01	2.355568e+00	1.000000	1	
subject_035	sharon_ariel.jpg.jpg	7	8	4.256710e+01	1.119412e+00	2.000000	2	
subject_035	yitzhak_rabin.jpg.jpg	8	5	4.523384e+01	2.420588e+00	4.000000	4	
