Stim Name1	Stim Name2	StimNum1	StimNum2
zandberg_tamar	olmert_ehud	2	28
shafir_stav	katzav_moshe	3	29
yitzhak_rabin	olmert_ehud	1	28
zandberg_tamar	netanyahu	2	30
shafir_stav	deri_arye	3	27
yitzhak_rabin	deri_arye	1	27
khenin_dov	deri_arye	4	27
zandberg_tamar	olmert_ehud	2	28
shafir_stav	katzav_moshe	3	29
yitzhak_rabin	deri_arye	1	27
khenin_dov	netanyahu	4	30
yitzhak_rabin	olmert_ehud	1	28
khenin_dov	netanyahu	4	30
yitzhak_rabin	deri_arye	1	27
khenin_dov	katzav_moshe	4	29
khenin_dov	deri_arye	4	27
yitzhak_rabin	netanyahu	1	30
khenin_dov	olmert_ehud	4	28
shafir_stav	katzav_moshe	3	29
yitzhak_rabin	katzav_moshe	1	29
shafir_stav	deri_arye	3	27
zandberg_tamar	olmert_ehud	2	28
shafir_stav	olmert_ehud	3	28
zandberg_tamar	deri_arye	2	27
zandberg_tamar	katzav_moshe	2	29
khenin_dov	katzav_moshe	4	29
yitzhak_rabin	katzav_moshe	1	29
khenin_dov	katzav_moshe	4	29
khenin_dov	netanyahu	4	30
yitzhak_rabin	deri_arye	1	27
zandberg_tamar	katzav_moshe	2	29
khenin_dov	olmert_ehud	4	28
shafir_stav	olmert_ehud	3	28
khenin_dov	netanyahu	4	30
yitzhak_rabin	katzav_moshe	1	29
zandberg_tamar	katzav_moshe	2	29
yitzhak_rabin	netanyahu	1	30
khenin_dov	olmert_ehud	4	28
yitzhak_rabin	netanyahu	1	30
yitzhak_rabin	katzav_moshe	1	29
zandberg_tamar	deri_arye	2	27
shafir_stav	olmert_ehud	3	28
shafir_stav	deri_arye	3	27
shafir_stav	netanyahu	3	30
zandberg_tamar	netanyahu	2	30
zandberg_tamar	deri_arye	2	27
khenin_dov	deri_arye	4	27
shafir_stav	katzav_moshe	3	29
yitzhak_rabin	netanyahu	1	30
khenin_dov	deri_arye	4	27
khenin_dov	katzav_moshe	4	29
shafir_stav	olmert_ehud	3	28
shafir_stav	netanyahu	3	30
yitzhak_rabin	olmert_ehud	1	28
zandberg_tamar	netanyahu	2	30
zandberg_tamar	katzav_moshe	2	29
yitzhak_rabin	olmert_ehud	1	28
zandberg_tamar	olmert_ehud	2	28
shafir_stav	deri_arye	3	27
zandberg_tamar	netanyahu	2	30
shafir_stav	netanyahu	3	30
khenin_dov	olmert_ehud	4	28
shafir_stav	netanyahu	3	30
zandberg_tamar	deri_arye	2	27
