subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subjectID=subject_044	peretz_amir.jpg.jpg	1	1	1.746077e-02	1	1.493949e+00	27.000000	
subjectID=subject_044	katzav_moshe.jpg.jpg	2	1	3.067557e+00	1	2.131784e+00	15.000000	
subjectID=subject_044	deri_arye.jpg.jpg	3	1	6.750964e+00	1	1.408307e+00	7.000000	
subjectID=subject_044	herzog_yitzhak.jpg.jpg	4	1	9.717700e+00	1	1.137500e+00	13.000000	
subjectID=subject_044	akunis_ofir.jpg.jpg	5	1	1.240111e+01	1	1.078033e+00	2.000000	
subjectID=subject_044	benet_naftali.jpg.jpg	6	1	1.503452e+01	1	8.925752e-01	5.000000	
subjectID=subject_044	galon_zahava.jpg.jpg	7	1	1.748458e+01	1	9.624559e-01	10.000000	
subjectID=subject_044	lapid_yair.jpg.jpg	8	1	2.000132e+01	1	1.029691e+00	17.000000	
subjectID=subject_044	shafir_stav.jpg.jpg	9	1	2.258472e+01	1	9.582302e-01	31.000000	
subjectID=subject_044	barak_ehud.jpg.jpg	10	1	2.510147e+01	1	8.014331e-01	3.000000	
subjectID=subject_044	liberman_avigdor.jpg.jpg	11	1	2.745154e+01	1	8.113208e-01	18.000000	
subjectID=subject_044	shaked_ayelet.jpg.jpg	12	1	2.981825e+01	1	7.965702e-01	32.000000	
subjectID=subject_044	mofaz_shaul.jpg.jpg	13	1	3.216831e+01	1	9.184394e-01	23.000000	
subjectID=subject_044	german_yael.jpg.jpg	14	1	3.463504e+01	1	1.251656e+00	11.000000	
subjectID=subject_044	livnat_limor.jpg.jpg	15	1	3.743512e+01	1	1.139537e+00	19.000000	
subjectID=subject_044	regev_miri.jpg.jpg	16	1	4.011852e+01	1	1.080069e+00	29.000000	
subjectID=subject_044	sharon_ariel.jpg.jpg	17	1	4.275192e+01	1	7.586092e-01	33.000000	
subjectID=subject_044	steinitz_yuval.jpg.jpg	18	1	4.506865e+01	1	9.058290e-01	35.000000	
subjectID=subject_044	livnee_zipi.jpg.jpg	19	1	4.751871e+01	1	8.957132e-01	20.000000	
subjectID=subject_044	piron_shai.jpg.jpg	20	1	4.996878e+01	1	8.936141e-01	28.000000	
subjectID=subject_044	rivlin_rubi.jpg.jpg	21	1	5.241885e+01	1	8.034966e-01	30.000000	
subjectID=subject_044	Smotrich_Bezalel.jpg.jpg	22	1	5.476891e+01	1	8.613890e-01	1.000000	
subjectID=subject_044	beneliezer_binyamin.jpg.jpg	23	1	5.718567e+01	1	9.565709e-01	4.000000	
subjectID=subject_044	michaeli_meirav.jpg.jpg	24	1	5.968573e+01	1	8.564557e-01	22.000000	
subjectID=subject_044	cahlon_moshe.jpg.jpg	25	1	6.208582e+01	1	9.283240e-01	6.000000	
subjectID=subject_044	hazan_oren.jpg.jpg	26	1	6.456917e+01	1	9.729192e-01	12.000000	
subjectID=subject_044	zuabi_hanin.jpg.jpg	27	1	6.708591e+01	1	9.681510e-01	41.000000	
subjectID=subject_044	tibi_ahmed.jpg.jpg	28	1	6.960264e+01	1	9.873226e-01	36.000000	
subjectID=subject_044	zandberg_tamar.jpg.jpg	29	1	7.213606e+01	1	1.309866e+00	40.000000	
subjectID=subject_044	yitzhak_rabin.jpg.jpg	30	1	7.500279e+01	1	9.630842e-01	39.000000	
subjectID=subject_044	netanyahu.jpg.jpg	31	1	7.751952e+01	1	9.582780e-01	24.000000	
subjectID=subject_044	shimon_peres.jpg.jpg	32	1	8.001959e+01	1	1.010184e+00	34.000000	
subjectID=subject_044	katz_yisrael.jpg.jpg	33	1	8.258633e+01	1	1.019379e+00	14.000000	
subjectID=subject_044	erdan_gilad.jpg.jpg	34	1	8.515306e+01	1	1.228591e+00	8.000000	
subjectID=subject_044	galant_yoav.jpg.jpg	35	1	8.793647e+01	1	1.173116e+00	9.000000	
subjectID=subject_044	yacimovich_shelly.jpg.jpg	36	1	9.065321e+01	1	9.843325e-01	38.000000	
subjectID=subject_044	olmert_ehud.jpg.jpg	37	1	9.318661e+01	1	7.068849e-01	26.000000	
subjectID=subject_044	odeh_aiman.jpg.jpg	38	2	9.543667e+01	2	2.584744e+00	25.000000	
subjectID=subject_044	khenin_dov.jpg.jpg	39	2	9.957019e+01	2	2.243156e+00	16.000000	
subjectID=subject_044	meir_golda.jpg.jpg	40	1	1.033702e+02	1	9.871016e-01	21.000000	
subjectID=subject_044	yaalon_moshe.jpg.jpg	41	1	1.059036e+02	1	1.005616e+00	37.000000	
