subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_044	yacimovich_shelly.jpg.jpg	1	5	7.215339e-02	2.720757e+00	1.000000	1	
subject_044	hazan_oren.jpg.jpg	2	8	4.515140e+00	1.955662e+00	8.000000	30	
subject_044	benet_naftali.jpg.jpg	3	8	8.223350e+00	1.101442e+00	6.000000	28	
subject_044	galon_zahava.jpg.jpg	4	8	1.101197e+01	1.939242e+00	3.000000	3	
subject_044	yitzhak_rabin.jpg.jpg	5	8	1.460444e+01	1.619973e+00	2.000000	2	
subject_044	regev_miri.jpg.jpg	6	8	1.786174e+01	1.376652e+00	5.000000	27	
subject_044	michaeli_meirav.jpg.jpg	7	5	2.095504e+01	1.670068e+00	4.000000	4	
subject_044	Smotrich_Bezalel.jpg.jpg	8	9	2.435375e+01	1.251403e+00	7.000000	29	
