subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_040	benet_naftali.jpg.jpg	1	3	1.072706e-02	3	2.270938e+01	5.000000	
subject_040	katz_yisrael.jpg.jpg	2	3	2.427804e+01	3	2.425985e+00	14.000000	
subject_040	michaeli_meirav.jpg.jpg	3	2	2.826148e+01	2	4.914412e+00	22.000000	
subject_040	tibi_ahmed.jpg.jpg	4	1	3.472832e+01	1	4.855403e+00	36.000000	
subject_040	sharon_ariel.jpg.jpg	5	1	4.112850e+01	1	1.271207e+00	33.000000	
subject_040	erdan_gilad.jpg.jpg	6	1	4.394524e+01	1	1.358392e+00	8.000000	
subject_040	rivlin_rubi.jpg.jpg	7	5	4.686198e+01	5	1.905599e+00	30.000000	
subject_040	akunis_ofir.jpg.jpg	8	3	5.031210e+01	3	2.967377e+00	2.000000	
subject_040	khenin_dov.jpg.jpg	9	2	5.482887e+01	2	1.578540e+00	16.000000	
subject_040	odeh_aiman.jpg.jpg	10	1	5.796229e+01	1	7.890790e-01	25.000000	
subject_040	peretz_amir.jpg.jpg	11	1	6.029568e+01	1	2.951613e+00	27.000000	
subject_040	galant_yoav.jpg.jpg	12	3	6.479580e+01	3	1.955394e+00	9.000000	
subject_040	netanyahu.jpg.jpg	13	1	6.829590e+01	1	9.192272e-01	24.000000	
subject_040	olmert_ehud.jpg.jpg	14	2	7.076263e+01	2	1.116462e+00	26.000000	
subject_040	shaked_ayelet.jpg.jpg	15	3	7.342942e+01	3	1.489609e+00	32.000000	
subject_040	lapid_yair.jpg.jpg	16	1	7.646279e+01	1	1.040191e+00	17.000000	
subject_040	barak_ehud.jpg.jpg	17	2	7.904619e+01	2	1.672745e+00	3.000000	
subject_040	yacimovich_shelly.jpg.jpg	18	2	8.226296e+01	2	1.999873e+00	38.000000	
subject_040	livnee_zipi.jpg.jpg	19	3	8.581305e+01	3	1.137736e+00	20.000000	
subject_040	meir_golda.jpg.jpg	20	3	8.849645e+01	3	1.014260e+00	21.000000	
subject_040	regev_miri.jpg.jpg	21	2	9.106320e+01	2	9.754742e-01	29.000000	
subject_040	Smotrich_Bezalel.jpg.jpg	22	2	9.359659e+01	2	1.202006e+00	1.000000	
subject_040	galon_zahava.jpg.jpg	23	3	9.634666e+01	3	8.678553e-01	10.000000	
subject_040	shimon_peres.jpg.jpg	24	1	9.876339e+01	1	1.187098e+00	34.000000	
subject_040	yitzhak_rabin.jpg.jpg	25	2	1.014968e+02	2	1.701647e+00	39.000000	
subject_040	mofaz_shaul.jpg.jpg	26	2	1.047469e+02	2	9.315091e-01	23.000000	
subject_040	livnat_limor.jpg.jpg	27	3	1.072303e+02	3	2.607992e+00	19.000000	
subject_040	zandberg_tamar.jpg.jpg	28	1	1.113804e+02	1	2.465827e+00	40.000000	
subject_040	beneliezer_binyamin.jpg.jpg	29	2	1.153972e+02	2	1.665009e+00	4.000000	
subject_040	zuabi_hanin.jpg.jpg	30	1	1.186139e+02	1	1.064182e+00	41.000000	
subject_040	yaalon_moshe.jpg.jpg	31	2	1.212307e+02	2	1.007356e+00	37.000000	
subject_040	herzog_yitzhak.jpg.jpg	32	2	1.237808e+02	2	1.385189e+00	13.000000	
subject_040	liberman_avigdor.jpg.jpg	33	1	1.267142e+02	1	8.917917e-01	18.000000	
subject_040	katzav_moshe.jpg.jpg	34	2	1.291642e+02	2	1.041669e+00	15.000000	
subject_040	steinitz_yuval.jpg.jpg	35	2	1.317476e+02	2	9.621910e-01	35.000000	
subject_040	shafir_stav.jpg.jpg	36	3	1.342644e+02	3	9.733808e-01	31.000000	
subject_040	german_yael.jpg.jpg	37	3	1.367811e+02	3	1.296611e+00	11.000000	
subject_040	hazan_oren.jpg.jpg	38	3	1.396312e+02	3	1.374509e+00	12.000000	
subject_040	deri_arye.jpg.jpg	39	1	1.425479e+02	1	8.737086e-01	7.000000	
subject_040	cahlon_moshe.jpg.jpg	40	2	1.449646e+02	2	1.424887e+00	6.000000	
subject_040	piron_shai.jpg.jpg	41	2	1.479481e+02	2	9.534163e-01	28.000000	
