subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_042	liberman_avigdor.jpg.jpg	1	1	2.246673e-02	1	1.530585e+01	18.000000	
subject_042	yaalon_moshe.jpg.jpg	2	5	1.688945e+01	5	5.742689e+00	37.000000	
subject_042	katzav_moshe.jpg.jpg	3	5	2.418960e+01	5	2.410449e+00	15.000000	
subject_042	tibi_ahmed.jpg.jpg	4	1	2.815635e+01	1	2.531591e+00	36.000000	
subject_042	barak_ehud.jpg.jpg	5	1	3.223977e+01	1	3.672067e+00	3.000000	
subject_042	galant_yoav.jpg.jpg	6	5	3.745655e+01	5	1.839215e+00	9.000000	
subject_042	akunis_ofir.jpg.jpg	7	5	4.083997e+01	5	1.655711e+00	2.000000	
subject_042	khenin_dov.jpg.jpg	8	2	4.404001e+01	2	6.015496e+00	16.000000	
subject_042	rivlin_rubi.jpg.jpg	9	5	5.160684e+01	5	1.304590e+00	30.000000	
subject_042	livnat_limor.jpg.jpg	10	5	5.445690e+01	5	9.504571e-01	19.000000	
subject_042	zandberg_tamar.jpg.jpg	11	5	5.695695e+01	5	1.050372e+00	40.000000	
subject_042	hazan_oren.jpg.jpg	12	5	5.955701e+01	5	7.622613e-01	12.000000	
subject_042	yitzhak_rabin.jpg.jpg	13	5	6.187373e+01	5	2.333474e+00	39.000000	
subject_042	livnee_zipi.jpg.jpg	14	1	6.575715e+01	1	1.369963e+00	20.000000	
subject_042	netanyahu.jpg.jpg	15	1	6.867387e+01	1	8.292034e-01	24.000000	
subject_042	deri_arye.jpg.jpg	16	1	7.105727e+01	1	1.109696e+00	7.000000	
subject_042	beneliezer_binyamin.jpg.jpg	17	5	7.372397e+01	5	7.709810e-01	4.000000	
subject_042	odeh_aiman.jpg.jpg	18	1	7.604068e+01	1	1.374195e+00	25.000000	
subject_042	Smotrich_Bezalel.jpg.jpg	19	5	7.897408e+01	5	1.416720e+00	1.000000	
subject_042	olmert_ehud.jpg.jpg	20	1	8.194080e+01	1	1.977873e+00	26.000000	
subject_042	benet_naftali.jpg.jpg	21	5	8.547422e+01	5	5.004351e+00	5.000000	
subject_042	yacimovich_shelly.jpg.jpg	22	5	9.202436e+01	5	1.646144e+00	38.000000	
subject_042	peretz_amir.jpg.jpg	23	1	9.522442e+01	1	1.629997e+00	27.000000	
subject_042	piron_shai.jpg.jpg	24	5	9.840783e+01	5	2.862478e+00	28.000000	
subject_042	mofaz_shaul.jpg.jpg	25	5	1.028246e+02	5	1.229625e+00	23.000000	
subject_042	shafir_stav.jpg.jpg	26	5	1.056080e+02	5	1.798178e+00	31.000000	
subject_042	erdan_gilad.jpg.jpg	27	5	1.089580e+02	5	1.688027e+00	8.000000	
subject_042	regev_miri.jpg.jpg	28	5	1.121915e+02	5	9.506005e-01	29.000000	
subject_042	lapid_yair.jpg.jpg	29	1	1.146915e+02	1	4.154376e+00	17.000000	
subject_042	shaked_ayelet.jpg.jpg	30	5	1.203916e+02	5	1.542257e+00	32.000000	
subject_042	steinitz_yuval.jpg.jpg	31	5	1.234917e+02	5	2.114043e+00	35.000000	
subject_042	sharon_ariel.jpg.jpg	32	2	1.271584e+02	2	4.039127e+00	33.000000	
subject_042	herzog_yitzhak.jpg.jpg	33	4	1.327419e+02	4	6.335557e+00	13.000000	
subject_042	katz_yisrael.jpg.jpg	34	5	1.406254e+02	5	1.531995e+00	14.000000	
subject_042	michaeli_meirav.jpg.jpg	35	5	1.437088e+02	5	1.096515e+00	22.000000	
subject_042	german_yael.jpg.jpg	36	5	1.463589e+02	5	5.150308e+00	11.000000	
subject_042	shimon_peres.jpg.jpg	37	2	1.530590e+02	2	3.530034e+00	34.000000	
subject_042	meir_golda.jpg.jpg	38	5	1.581424e+02	5	2.110531e+00	21.000000	
subject_042	galon_zahava.jpg.jpg	39	5	1.618092e+02	5	7.797417e-01	10.000000	
subject_042	cahlon_moshe.jpg.jpg	40	5	1.641426e+02	5	1.246297e+00	6.000000	
subject_042	zuabi_hanin.jpg.jpg	41	1	1.669426e+02	1	1.198156e+00	41.000000	
