subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_078	Smotrich_Bezalel.jpg	1	1	1.684353e-02	4.139285e+00	8.000000	30	
subject_078	shafir_stav.jpg	2	5	5.717002e+00	1.831065e+00	3.000000	3	
subject_078	hazan_oren.jpg	3	3	9.100417e+00	1.943605e+00	6.000000	28	
subject_078	liberman_avigdor.jpg	4	3	1.260047e+01	1.059464e+00	7.000000	29	
subject_078	zuabi_hanin.jpg	5	1	1.521723e+01	1.874639e+00	5.000000	27	
subject_078	herzog_yitzhak.jpg	6	5	1.863397e+01	1.577833e+00	1.000000	1	
subject_078	german_yael.jpg	7	5	2.176742e+01	1.668322e+00	2.000000	2	
subject_078	meir_golda.jpg	8	4	2.498412e+01	1.723541e+00	4.000000	4	
