subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_085	deri_arye.jpg	1	1	2.575025e-02	1	4.566947e+00	7.000000	
subject_085	olmert_ehud.jpg	2	1	6.159247e+00	1	7.373484e-01	26.000000	
subject_085	yitzhak_rabin.jpg	3	1	8.442607e+00	1	9.260173e-01	39.000000	
subject_085	khenin_dov.jpg	4	1	1.092600e+01	1	8.825058e-01	16.000000	
subject_085	sharon_ariel.jpg	5	1	1.335941e+01	1	8.490494e-01	33.000000	
subject_085	livnee_zipi.jpg	6	1	1.575945e+01	1	6.010096e-01	20.000000	
subject_085	erdan_gilad.jpg	7	1	1.790948e+01	1	6.589384e-01	8.000000	
subject_085	Smotrich_Bezalel.jpg	8	1	2.012623e+01	1	5.780698e-01	1.000000	
subject_085	meir_golda.jpg	9	1	2.225961e+01	1	5.726621e-01	21.000000	
subject_085	galant_yoav.jpg	10	1	2.437632e+01	1	9.279925e-01	9.000000	
subject_085	livnat_limor.jpg	11	1	2.685972e+01	1	5.245152e-01	19.000000	
subject_085	regev_miri.jpg	12	1	2.894308e+01	1	6.651054e-01	29.000000	
subject_085	tibi_ahmed.jpg	13	1	3.115983e+01	1	6.403156e-01	36.000000	
subject_085	shimon_peres.jpg	14	1	3.334320e+01	1	4.968885e-01	34.000000	
subject_085	katzav_moshe.jpg	15	1	3.539326e+01	1	6.068008e-01	15.000000	
subject_085	benet_naftali.jpg	16	1	3.754332e+01	1	5.846846e-01	5.000000	
subject_085	hazan_oren.jpg	17	1	3.967668e+01	1	6.113238e-01	12.000000	
subject_085	piron_shai.jpg	18	1	4.184339e+01	1	6.364888e-01	28.000000	
subject_085	barak_ehud.jpg	19	1	4.402678e+01	1	1.013091e+00	3.000000	
subject_085	galon_zahava.jpg	20	1	4.659351e+01	1	6.383225e-01	10.000000	
subject_085	herzog_yitzhak.jpg	21	1	4.877690e+01	1	4.788370e-01	13.000000	
subject_085	michaeli_meirav.jpg	22	1	5.081027e+01	1	5.494689e-01	22.000000	
subject_085	zuabi_hanin.jpg	23	1	5.291033e+01	1	4.013656e-01	41.000000	
subject_085	rivlin_rubi.jpg	24	1	5.486037e+01	1	4.832446e-01	30.000000	
subject_085	netanyahu.jpg	25	1	5.689375e+01	1	2.578722e-01	24.000000	
subject_085	katz_yisrael.jpg	26	1	5.871045e+01	1	4.331396e-01	14.000000	
subject_085	shafir_stav.jpg	27	1	6.069384e+01	1	5.056520e-01	31.000000	
subject_085	yacimovich_shelly.jpg	28	1	6.274396e+01	1	5.275737e-01	38.000000	
subject_085	german_yael.jpg	29	1	6.482727e+01	1	3.881852e-01	11.000000	
subject_085	odeh_aiman.jpg	30	1	6.676063e+01	1	5.027386e-01	25.000000	
subject_085	peretz_amir.jpg	31	1	6.881072e+01	1	5.166545e-01	27.000000	
subject_085	steinitz_yuval.jpg	32	1	7.087743e+01	1	4.098449e-01	35.000000	
subject_085	mofaz_shaul.jpg	33	1	7.284413e+01	1	5.871593e-01	23.000000	
subject_085	cahlon_moshe.jpg	34	1	7.497763e+01	1	1.149625e+00	6.000000	
subject_085	beneliezer_binyamin.jpg	35	1	7.767758e+01	1	4.896208e-01	4.000000	
subject_085	shaked_ayelet.jpg	36	1	7.971097e+01	1	4.401775e-01	32.000000	
subject_085	zandberg_tamar.jpg	37	1	8.169433e+01	1	8.727478e-01	40.000000	
subject_085	liberman_avigdor.jpg	38	1	8.411107e+01	1	4.479806e-01	18.000000	
subject_085	lapid_yair.jpg	39	1	8.611113e+01	1	4.398354e-01	17.000000	
subject_085	yaalon_moshe.jpg	40	1	8.809451e+01	1	4.644803e-01	37.000000	
subject_085	akunis_ofir.jpg	41	1	9.011122e+01	1	8.957149e-01	2.000000	
