subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_078	deri_arye.jpg	1	1	2.611118e-02	1	1.365364e+00	7.000000	
subject_078	livnee_zipi.jpg	2	1	2.942853e+00	1	1.160600e+00	20.000000	
subject_078	odeh_aiman.jpg	3	3	5.659582e+00	3	5.747718e+00	25.000000	
subject_078	zandberg_tamar.jpg	4	1	1.295975e+01	1	1.351493e+00	40.000000	
subject_078	yaalon_moshe.jpg	5	1	1.585982e+01	1	1.131371e+00	37.000000	
subject_078	erdan_gilad.jpg	6	1	1.854321e+01	1	7.519342e-01	8.000000	
subject_078	zuabi_hanin.jpg	7	1	2.084331e+01	1	6.997943e-01	41.000000	
subject_078	olmert_ehud.jpg	8	1	2.309334e+01	1	7.457046e-01	26.000000	
subject_078	katz_yisrael.jpg	9	1	2.539338e+01	1	5.976252e-01	14.000000	
subject_078	benet_naftali.jpg	10	1	2.754341e+01	1	6.795239e-01	5.000000	
subject_078	herzog_yitzhak.jpg	11	1	2.977680e+01	1	6.700889e-01	13.000000	
subject_078	rivlin_rubi.jpg	12	1	3.199352e+01	1	6.853473e-01	30.000000	
subject_078	german_yael.jpg	13	1	3.422691e+01	1	7.079346e-01	11.000000	
subject_078	shimon_peres.jpg	14	1	3.647696e+01	1	7.058207e-01	34.000000	
subject_078	Smotrich_Bezalel.jpg	15	1	3.872705e+01	1	6.236816e-01	1.000000	
subject_078	katzav_moshe.jpg	16	1	4.089373e+01	1	1.024953e+00	15.000000	
subject_078	liberman_avigdor.jpg	17	1	4.346045e+01	1	7.301739e-01	18.000000	
subject_078	barak_ehud.jpg	18	1	4.574383e+01	1	6.147493e-01	3.000000	
subject_078	beneliezer_binyamin.jpg	19	1	4.791055e+01	1	8.239825e-01	4.000000	
subject_078	michaeli_meirav.jpg	20	1	5.027730e+01	1	8.811878e-01	22.000000	
subject_078	shaked_ayelet.jpg	21	1	5.271067e+01	1	5.597982e-01	32.000000	
subject_078	akunis_ofir.jpg	22	1	5.482738e+01	1	2.738974e+00	2.000000	
subject_078	khenin_dov.jpg	23	1	5.911081e+01	1	8.074894e-01	16.000000	
subject_078	lapid_yair.jpg	24	1	6.146087e+01	1	5.853886e-01	17.000000	
subject_078	tibi_ahmed.jpg	25	1	6.359425e+01	1	3.395910e+00	36.000000	
subject_078	regev_miri.jpg	26	1	6.854436e+01	1	8.137763e-01	29.000000	
subject_078	steinitz_yuval.jpg	27	1	7.091109e+01	1	9.429780e-01	35.000000	
subject_078	meir_golda.jpg	28	1	7.341118e+01	1	7.468321e-01	21.000000	
subject_078	mofaz_shaul.jpg	29	2	7.571123e+01	2	2.518692e+00	23.000000	
subject_078	galant_yoav.jpg	30	3	7.977796e+01	3	3.795859e+00	9.000000	
subject_078	shafir_stav.jpg	31	1	8.512806e+01	1	8.937153e-01	31.000000	
subject_078	cahlon_moshe.jpg	32	1	8.757814e+01	1	7.635582e-01	6.000000	
subject_078	sharon_ariel.jpg	33	1	8.989487e+01	1	5.667617e-01	33.000000	
subject_078	netanyahu.jpg	34	1	9.201157e+01	1	5.460466e-01	24.000000	
subject_078	galon_zahava.jpg	35	1	9.411162e+01	1	6.139604e-01	10.000000	
subject_078	piron_shai.jpg	36	1	9.627834e+01	1	1.575179e+00	28.000000	
subject_078	yacimovich_shelly.jpg	37	1	9.941179e+01	1	1.833662e+00	38.000000	
subject_078	livnat_limor.jpg	38	2	1.027952e+02	2	3.298166e+00	19.000000	
subject_078	hazan_oren.jpg	39	1	1.076453e+02	1	7.360267e-01	12.000000	
subject_078	yitzhak_rabin.jpg	40	1	1.099287e+02	1	5.326014e-01	39.000000	
subject_078	peretz_amir.jpg	41	1	1.120120e+02	1	5.291683e-01	27.000000	
