subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_045	odeh_aiman.jpg.jpg	1	5	2.161144e-02	5	1.268590e+01	25.000000	
subject_045	hazan_oren.jpg.jpg	2	1	1.425520e+01	1	3.652163e+00	12.000000	
subject_045	tibi_ahmed.jpg.jpg	3	1	1.945536e+01	1	1.579961e+00	36.000000	
subject_045	olmert_ehud.jpg.jpg	4	1	2.258872e+01	1	1.702522e+00	26.000000	
subject_045	peretz_amir.jpg.jpg	5	1	2.583879e+01	1	1.100359e+00	27.000000	
subject_045	sharon_ariel.jpg.jpg	6	1	2.848887e+01	1	1.418215e+00	33.000000	
subject_045	steinitz_yuval.jpg.jpg	7	2	3.145559e+01	2	3.507406e+00	35.000000	
subject_045	herzog_yitzhak.jpg.jpg	8	1	3.650571e+01	1	1.121233e+00	13.000000	
subject_045	yaalon_moshe.jpg.jpg	9	1	3.917243e+01	1	1.046444e+00	37.000000	
subject_045	liberman_avigdor.jpg.jpg	10	1	4.177249e+01	1	7.343299e-01	18.000000	
subject_045	zandberg_tamar.jpg.jpg	11	1	4.405588e+01	1	9.788846e-01	40.000000	
subject_045	yitzhak_rabin.jpg.jpg	12	1	4.658926e+01	1	7.174576e-01	39.000000	
subject_045	akunis_ofir.jpg.jpg	13	2	4.885594e+01	2	2.386676e+00	2.000000	
subject_045	erdan_gilad.jpg.jpg	14	1	5.278938e+01	1	2.909124e+00	8.000000	
subject_045	piron_shai.jpg.jpg	15	1	5.725612e+01	1	1.282301e+00	28.000000	
subject_045	cahlon_moshe.jpg.jpg	16	1	6.008955e+01	1	1.120843e+00	6.000000	
subject_045	beneliezer_binyamin.jpg.jpg	17	1	6.275627e+01	1	8.940551e-01	4.000000	
subject_045	shafir_stav.jpg.jpg	18	1	6.520628e+01	1	7.079930e-01	31.000000	
subject_045	deri_arye.jpg.jpg	19	1	6.747304e+01	1	7.051865e-01	7.000000	
subject_045	rivlin_rubi.jpg.jpg	20	1	6.972308e+01	1	7.110392e-01	30.000000	
subject_045	khenin_dov.jpg.jpg	21	2	7.198977e+01	2	1.836295e+00	16.000000	
subject_045	lapid_yair.jpg.jpg	22	1	7.537320e+01	1	6.208667e-01	17.000000	
subject_045	barak_ehud.jpg.jpg	23	1	7.753992e+01	1	6.860691e-01	3.000000	
subject_045	katzav_moshe.jpg.jpg	24	1	7.977327e+01	1	8.286731e-01	15.000000	
subject_045	shaked_ayelet.jpg.jpg	25	1	8.215669e+01	1	8.371958e-01	32.000000	
subject_045	michaeli_meirav.jpg.jpg	26	1	8.454003e+01	1	7.338008e-01	22.000000	
subject_045	Smotrich_Bezalel.jpg.jpg	27	1	8.682342e+01	1	7.863628e-01	1.000000	
subject_045	shimon_peres.jpg.jpg	28	1	8.915684e+01	1	6.448946e-01	34.000000	
subject_045	katz_yisrael.jpg.jpg	29	1	9.135682e+01	1	8.928494e-01	14.000000	
subject_045	mofaz_shaul.jpg.jpg	30	1	9.380690e+01	1	8.506880e-01	23.000000	
subject_045	livnat_limor.jpg.jpg	31	1	9.620695e+01	1	1.122573e+00	19.000000	
subject_045	netanyahu.jpg.jpg	32	1	9.887370e+01	1	5.837671e-01	24.000000	
subject_045	galant_yoav.jpg.jpg	33	3	1.010070e+02	3	3.570294e+00	9.000000	
subject_045	livnee_zipi.jpg.jpg	34	1	1.061239e+02	1	3.069441e+00	20.000000	
subject_045	galon_zahava.jpg.jpg	35	1	1.107406e+02	1	9.885206e-01	10.000000	
subject_045	regev_miri.jpg.jpg	36	1	1.132740e+02	1	1.423071e+00	29.000000	
subject_045	benet_naftali.jpg.jpg	37	1	1.162407e+02	1	7.202846e-01	5.000000	
subject_045	yacimovich_shelly.jpg.jpg	38	1	1.185074e+02	1	7.415679e-01	38.000000	
subject_045	german_yael.jpg.jpg	39	5	1.208075e+02	5	3.305394e+00	11.000000	
subject_045	meir_golda.jpg.jpg	40	1	1.256576e+02	1	8.632493e-01	21.000000	
subject_045	zuabi_hanin.jpg.jpg	41	1	1.280743e+02	1	1.102420e+00	41.000000	
