subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_076	odeh_aiman.jpg	1	1	1.500523e-02	1	2.434668e+00	25.000000	
subject_076	shaked_ayelet.jpg	2	1	4.015128e+00	1	2.954492e+00	32.000000	
subject_076	shimon_peres.jpg	3	1	8.515180e+00	1	9.583351e-01	34.000000	
subject_076	zuabi_hanin.jpg	4	1	1.103191e+01	1	2.377538e+00	41.000000	
subject_076	tibi_ahmed.jpg	5	1	1.496534e+01	1	6.200512e-01	36.000000	
subject_076	Smotrich_Bezalel.jpg	6	1	1.713215e+01	1	8.692055e-01	1.000000	
subject_076	cahlon_moshe.jpg	7	1	1.954885e+01	1	7.084629e-01	6.000000	
subject_076	olmert_ehud.jpg	8	1	2.181557e+01	1	6.416912e-01	26.000000	
subject_076	livnat_limor.jpg	9	1	2.401559e+01	1	7.536214e-01	19.000000	
subject_076	meir_golda.jpg	10	1	2.631560e+01	1	7.895551e-01	21.000000	
subject_076	peretz_amir.jpg	11	1	2.864902e+01	1	6.561471e-01	27.000000	
subject_076	liberman_avigdor.jpg	12	1	3.086575e+01	1	2.815271e+00	18.000000	
subject_076	livnee_zipi.jpg	13	1	3.523249e+01	1	1.336474e+00	20.000000	
subject_076	herzog_yitzhak.jpg	14	1	3.811593e+01	1	1.148993e+00	13.000000	
subject_076	deri_arye.jpg	15	1	4.081599e+01	1	4.808731e-01	7.000000	
subject_076	galon_zahava.jpg	16	1	4.284936e+01	1	5.435443e-01	10.000000	
subject_076	rivlin_rubi.jpg	17	1	4.494941e+01	1	9.073703e-01	30.000000	
subject_076	beneliezer_binyamin.jpg	18	1	4.741613e+01	1	5.046035e-01	4.000000	
subject_076	netanyahu.jpg	19	1	4.948288e+01	1	6.458112e-01	24.000000	
subject_076	lapid_yair.jpg	20	1	5.168286e+01	1	8.937706e-01	17.000000	
subject_076	shafir_stav.jpg	21	1	5.413294e+01	1	5.156601e-01	31.000000	
subject_076	mofaz_shaul.jpg	22	1	5.619968e+01	1	3.929010e-01	23.000000	
subject_076	german_yael.jpg	23	1	5.814970e+01	1	3.628159e-01	11.000000	
subject_076	yitzhak_rabin.jpg	24	1	6.006640e+01	1	5.900972e-01	39.000000	
subject_076	zandberg_tamar.jpg	25	1	6.219979e+01	1	6.566292e-01	40.000000	
subject_076	steinitz_yuval.jpg	26	1	6.439985e+01	1	5.045576e-01	35.000000	
subject_076	galant_yoav.jpg	27	1	6.644987e+01	1	7.664953e-01	9.000000	
subject_076	michaeli_meirav.jpg	28	1	6.876663e+01	1	4.736562e-01	22.000000	
subject_076	akunis_ofir.jpg	29	1	7.080004e+01	1	1.312194e+00	2.000000	
subject_076	katzav_moshe.jpg	30	1	7.366671e+01	1	6.454833e-01	15.000000	
subject_076	hazan_oren.jpg	31	1	7.586678e+01	1	6.053633e-01	12.000000	
subject_076	regev_miri.jpg	32	1	7.801687e+01	1	5.752331e-01	29.000000	
subject_076	katz_yisrael.jpg	33	1	8.015021e+01	1	5.938853e-01	14.000000	
subject_076	khenin_dov.jpg	34	1	8.230026e+01	1	6.437519e-01	16.000000	
subject_076	sharon_ariel.jpg	35	1	8.450029e+01	1	5.716942e-01	33.000000	
subject_076	benet_naftali.jpg	36	1	8.661703e+01	1	6.149417e-01	5.000000	
subject_076	yaalon_moshe.jpg	37	1	8.878373e+01	1	1.320163e+00	37.000000	
subject_076	yacimovich_shelly.jpg	38	1	9.165048e+01	1	1.965311e+00	38.000000	
subject_076	piron_shai.jpg	39	1	9.516720e+01	1	7.125469e-01	28.000000	
subject_076	barak_ehud.jpg	40	1	9.743393e+01	1	5.737669e-01	3.000000	
subject_076	erdan_gilad.jpg	41	1	9.955070e+01	1	5.929596e-01	8.000000	
