subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_062	livnee_zipi.jpg	1	1	1.131759e-02	1	4.635904e+00	20.000000	
subject_062	akunis_ofir.jpg	2	2	6.211524e+00	2	1.076357e+01	2.000000	
subject_062	zandberg_tamar.jpg	3	1	1.852857e+01	1	6.534430e+00	40.000000	
subject_062	galant_yoav.jpg	4	5	2.661221e+01	5	5.882702e+00	9.000000	
subject_062	galon_zahava.jpg	5	1	3.404574e+01	1	1.345148e+00	10.000000	
subject_062	german_yael.jpg	6	5	3.694583e+01	5	5.012967e+00	11.000000	
subject_062	hazan_oren.jpg	7	1	4.351271e+01	1	1.694024e+00	12.000000	
subject_062	katzav_moshe.jpg	8	1	4.676281e+01	1	1.107914e+00	15.000000	
subject_062	netanyahu.jpg	9	1	4.942961e+01	1	7.850929e-01	24.000000	
subject_062	rivlin_rubi.jpg	10	1	5.176297e+01	1	8.517010e-01	30.000000	
subject_062	yitzhak_rabin.jpg	11	1	5.416304e+01	1	1.011567e+00	39.000000	
subject_062	olmert_ehud.jpg	12	1	5.672980e+01	1	1.076784e+00	26.000000	
subject_062	piron_shai.jpg	13	1	5.936321e+01	1	6.513653e-01	28.000000	
subject_062	khenin_dov.jpg	14	2	6.156328e+01	2	5.931182e+00	16.000000	
subject_062	peretz_amir.jpg	15	1	6.904686e+01	1	3.823569e+00	27.000000	
subject_062	meir_golda.jpg	16	1	7.441370e+01	1	8.486778e-01	21.000000	
subject_062	odeh_aiman.jpg	17	3	7.681377e+01	3	5.576537e+00	25.000000	
subject_062	katz_yisrael.jpg	18	1	8.394734e+01	1	8.109497e-01	14.000000	
subject_062	erdan_gilad.jpg	19	1	8.631408e+01	1	2.172154e+00	8.000000	
subject_062	shafir_stav.jpg	20	1	9.003089e+01	1	8.072922e-01	31.000000	
subject_062	michaeli_meirav.jpg	21	1	9.238094e+01	1	9.132092e-01	22.000000	
subject_062	benet_naftali.jpg	22	1	9.484769e+01	1	1.230429e+00	5.000000	
subject_062	regev_miri.jpg	23	1	9.763111e+01	1	1.630973e+00	29.000000	
subject_062	barak_ehud.jpg	24	1	1.008145e+02	1	7.035422e-01	3.000000	
subject_062	shaked_ayelet.jpg	25	1	1.030646e+02	1	6.054189e-01	32.000000	
subject_062	deri_arye.jpg	26	1	1.052147e+02	1	9.513121e-01	7.000000	
subject_062	beneliezer_binyamin.jpg	27	1	1.077148e+02	1	2.019215e+00	4.000000	
subject_062	lapid_yair.jpg	28	1	1.112816e+02	1	6.763816e-01	17.000000	
subject_062	sharon_ariel.jpg	29	1	1.135150e+02	1	5.789703e-01	33.000000	
subject_062	shimon_peres.jpg	30	1	1.156484e+02	1	6.055296e-01	34.000000	
subject_062	Smotrich_Bezalel.jpg	31	1	1.177984e+02	1	6.874287e-01	1.000000	
subject_062	yacimovich_shelly.jpg	32	1	1.200318e+02	1	1.742009e+00	38.000000	
subject_062	cahlon_moshe.jpg	33	1	1.233319e+02	1	7.058455e-01	6.000000	
subject_062	steinitz_yuval.jpg	34	4	1.255820e+02	4	9.071673e+00	35.000000	
subject_062	herzog_yitzhak.jpg	35	1	1.361990e+02	1	8.226325e-01	13.000000	
subject_062	mofaz_shaul.jpg	36	1	1.385658e+02	1	2.535850e+00	23.000000	
subject_062	yaalon_moshe.jpg	37	1	1.426493e+02	1	7.323064e-01	37.000000	
subject_062	liberman_avigdor.jpg	38	1	1.449326e+02	1	7.048933e-01	18.000000	
subject_062	tibi_ahmed.jpg	39	1	1.471827e+02	1	6.788261e-01	36.000000	
subject_062	livnat_limor.jpg	40	1	1.494161e+02	1	9.653798e-01	19.000000	
subject_062	zuabi_hanin.jpg	41	1	1.519329e+02	1	5.526108e-01	41.000000	
