subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_077	erdan_gilad.jpg	1	2	1.751632e-02	2	6.982608e+00	8.000000	
subject_077	shafir_stav.jpg	2	1	8.551031e+00	1	2.305011e+00	31.000000	
subject_077	shaked_ayelet.jpg	3	1	1.240113e+01	1	1.358820e+00	32.000000	
subject_077	deri_arye.jpg	4	1	1.531786e+01	1	1.218052e+00	7.000000	
subject_077	livnat_limor.jpg	5	1	1.808458e+01	1	1.619248e+00	19.000000	
subject_077	zandberg_tamar.jpg	6	1	2.125133e+01	1	1.252446e+00	40.000000	
subject_077	michaeli_meirav.jpg	7	1	2.405141e+01	1	1.132293e+00	22.000000	
subject_077	yacimovich_shelly.jpg	8	1	2.673480e+01	1	1.024843e+00	38.000000	
subject_077	mofaz_shaul.jpg	9	1	2.930155e+01	1	1.002072e+00	23.000000	
subject_077	odeh_aiman.jpg	10	4	3.185161e+01	4	2.867841e+00	25.000000	
subject_077	olmert_ehud.jpg	11	1	3.626837e+01	1	1.315047e+00	26.000000	
subject_077	rivlin_rubi.jpg	12	1	3.913511e+01	1	1.160233e+00	30.000000	
subject_077	beneliezer_binyamin.jpg	13	1	4.185184e+01	1	1.011447e+00	4.000000	
subject_077	galant_yoav.jpg	14	4	4.441857e+01	4	1.884649e+00	9.000000	
subject_077	liberman_avigdor.jpg	15	1	4.785199e+01	1	1.051208e+00	18.000000	
subject_077	meir_golda.jpg	16	1	5.045205e+01	1	1.651026e+00	21.000000	
subject_077	Smotrich_Bezalel.jpg	17	1	5.365213e+01	1	1.122902e+00	1.000000	
subject_077	hazan_oren.jpg	18	1	5.631886e+01	1	1.128061e+00	12.000000	
subject_077	netanyahu.jpg	19	1	5.900226e+01	1	8.925843e-01	24.000000	
subject_077	peretz_amir.jpg	20	1	6.145231e+01	1	1.058539e+00	27.000000	
subject_077	barak_ehud.jpg	21	1	6.406905e+01	1	8.657701e-01	3.000000	
subject_077	akunis_ofir.jpg	22	5	6.648578e+01	5	2.360897e+00	2.000000	
subject_077	piron_shai.jpg	23	1	7.040254e+01	1	2.180074e+00	28.000000	
subject_077	regev_miri.jpg	24	1	7.413599e+01	1	9.745677e-01	29.000000	
subject_077	shimon_peres.jpg	25	1	7.665269e+01	1	1.017803e+00	34.000000	
subject_077	sharon_ariel.jpg	26	1	7.921942e+01	1	8.669863e-01	33.000000	
subject_077	steinitz_yuval.jpg	27	1	8.163614e+01	1	1.154252e+00	35.000000	
subject_077	yitzhak_rabin.jpg	28	1	8.433618e+01	1	8.461455e-01	39.000000	
subject_077	cahlon_moshe.jpg	29	1	8.673627e+01	1	8.699910e-01	6.000000	
subject_077	livnee_zipi.jpg	30	1	8.915299e+01	1	9.172117e-01	20.000000	
subject_077	german_yael.jpg	31	1	9.161972e+01	1	1.538407e+00	11.000000	
subject_077	katzav_moshe.jpg	32	1	9.470313e+01	1	1.662920e+00	15.000000	
subject_077	tibi_ahmed.jpg	33	1	9.791989e+01	1	1.030112e+00	36.000000	
subject_077	yaalon_moshe.jpg	34	1	1.005033e+02	1	1.134664e+00	37.000000	
subject_077	galon_zahava.jpg	35	1	1.031867e+02	1	8.592038e-01	10.000000	
subject_077	zuabi_hanin.jpg	36	1	1.056034e+02	1	1.002426e+00	41.000000	
subject_077	lapid_yair.jpg	37	1	1.081535e+02	1	9.563124e-01	17.000000	
subject_077	khenin_dov.jpg	38	3	1.106535e+02	3	2.864149e+00	16.000000	
subject_077	herzog_yitzhak.jpg	39	1	1.150703e+02	1	1.071309e+00	13.000000	
subject_077	benet_naftali.jpg	40	1	1.176870e+02	1	9.504962e-01	5.000000	
subject_077	katz_yisrael.jpg	41	1	1.201871e+02	1	1.274387e+00	14.000000	
