subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_071	netanyahu.jpg	1	1	1.966753e-02	1	4.811750e+00	24.000000	
subject_071	livnat_limor.jpg	2	1	6.386449e+00	1	1.469001e+00	19.000000	
subject_071	lapid_yair.jpg	3	1	9.403201e+00	1	1.020180e+00	17.000000	
subject_071	shaked_ayelet.jpg	4	1	1.196996e+01	1	1.077369e+00	32.000000	
subject_071	cahlon_moshe.jpg	5	1	1.460338e+01	1	1.347888e+00	6.000000	
subject_071	yaalon_moshe.jpg	6	1	1.750345e+01	1	1.735759e+00	37.000000	
subject_071	hazan_oren.jpg	7	1	2.078688e+01	1	2.012281e+00	12.000000	
subject_071	katz_yisrael.jpg	8	1	2.435364e+01	1	2.141461e+00	14.000000	
subject_071	mofaz_shaul.jpg	9	1	2.805380e+01	1	1.249258e+00	23.000000	
subject_071	rivlin_rubi.jpg	10	1	3.085384e+01	1	1.249167e+00	30.000000	
subject_071	michaeli_meirav.jpg	11	1	3.365394e+01	1	9.530460e-01	22.000000	
subject_071	zuabi_hanin.jpg	12	1	3.615402e+01	1	1.276924e+00	41.000000	
subject_071	sharon_ariel.jpg	13	1	3.898742e+01	1	1.435472e+00	33.000000	
subject_071	deri_arye.jpg	14	1	4.197079e+01	1	1.092050e+00	7.000000	
subject_071	khenin_dov.jpg	15	1	4.462090e+01	1	2.409954e+00	16.000000	
subject_071	zandberg_tamar.jpg	16	1	4.858768e+01	1	1.907064e+00	40.000000	
subject_071	galant_yoav.jpg	17	4	5.203780e+01	4	5.296886e+00	9.000000	
subject_071	meir_golda.jpg	18	1	5.888801e+01	1	1.638615e+00	21.000000	
subject_071	yacimovich_shelly.jpg	19	1	6.207142e+01	1	1.255134e+00	38.000000	
subject_071	peretz_amir.jpg	20	1	6.487148e+01	1	1.263050e+00	27.000000	
subject_071	katzav_moshe.jpg	21	1	6.768824e+01	1	1.630218e+00	15.000000	
subject_071	livnee_zipi.jpg	22	1	7.087166e+01	1	1.062753e+00	20.000000	
subject_071	barak_ehud.jpg	23	1	7.348841e+01	1	1.085959e+00	3.000000	
subject_071	Smotrich_Bezalel.jpg	24	1	7.612187e+01	1	1.820509e+00	1.000000	
subject_071	yitzhak_rabin.jpg	25	1	7.948859e+01	1	1.285754e+00	39.000000	
subject_071	regev_miri.jpg	26	1	8.232198e+01	1	1.204295e+00	29.000000	
subject_071	erdan_gilad.jpg	27	1	8.507209e+01	1	1.630130e+00	8.000000	
subject_071	benet_naftali.jpg	28	1	8.825553e+01	1	9.987302e-01	5.000000	
subject_071	herzog_yitzhak.jpg	29	1	9.080556e+01	1	1.064585e+00	13.000000	
subject_071	tibi_ahmed.jpg	30	1	9.342238e+01	1	1.903704e+00	36.000000	
subject_071	liberman_avigdor.jpg	31	1	9.687242e+01	1	1.421684e+00	18.000000	
subject_071	olmert_ehud.jpg	32	1	9.983919e+01	1	1.142830e+00	26.000000	
subject_071	steinitz_yuval.jpg	33	2	1.025393e+02	2	7.602657e+00	35.000000	
subject_071	akunis_ofir.jpg	34	4	1.116896e+02	4	3.172276e+00	2.000000	
subject_071	german_yael.jpg	35	1	1.164064e+02	1	2.735327e+00	11.000000	
subject_071	odeh_aiman.jpg	36	5	1.206898e+02	5	4.275914e+00	25.000000	
subject_071	shafir_stav.jpg	37	1	1.265233e+02	1	1.690330e+00	31.000000	
subject_071	piron_shai.jpg	38	1	1.297567e+02	1	1.264803e+00	28.000000	
subject_071	shimon_peres.jpg	39	1	1.325735e+02	1	9.999957e-01	34.000000	
subject_071	beneliezer_binyamin.jpg	40	1	1.351236e+02	1	1.465878e+00	4.000000	
subject_071	galon_zahava.jpg	41	1	1.381404e+02	1	1.153128e+00	10.000000	
