subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_054	meir_golda.jpg	1	1	1.679445e-02	1	9.350232e+00	21.000000	
subject_054	barak_ehud.jpg	2	1	1.093359e+01	1	1.321280e+00	3.000000	
subject_054	livnee_zipi.jpg	3	1	1.380031e+01	1	1.646478e+00	20.000000	
subject_054	peretz_amir.jpg	4	1	1.700039e+01	1	9.743459e-01	27.000000	
subject_054	regev_miri.jpg	5	1	1.953378e+01	1	1.864874e+00	29.000000	
subject_054	shafir_stav.jpg	6	1	2.295067e+01	1	1.551923e+00	31.000000	
subject_054	liberman_avigdor.jpg	7	1	2.605058e+01	1	1.451928e+00	18.000000	
subject_054	yacimovich_shelly.jpg	8	1	2.905064e+01	1	1.115822e+00	38.000000	
subject_054	cahlon_moshe.jpg	9	1	3.171741e+01	1	1.264967e+00	6.000000	
subject_054	german_yael.jpg	10	1	3.453412e+01	1	1.872174e+00	11.000000	
subject_054	galant_yoav.jpg	11	1	3.795081e+01	1	1.575411e+00	9.000000	
subject_054	steinitz_yuval.jpg	12	1	4.108423e+01	1	2.577929e+00	35.000000	
subject_054	katz_yisrael.jpg	13	1	4.521761e+01	1	1.244454e+00	14.000000	
subject_054	akunis_ofir.jpg	14	1	4.801769e+01	1	1.372320e+00	2.000000	
subject_054	livnat_limor.jpg	15	1	5.093448e+01	1	1.119471e+00	19.000000	
subject_054	yaalon_moshe.jpg	16	1	5.360113e+01	1	1.124742e+00	37.000000	
subject_054	yitzhak_rabin.jpg	17	1	5.628460e+01	1	1.081209e+00	39.000000	
subject_054	khenin_dov.jpg	18	1	5.891795e+01	1	2.271769e+00	16.000000	
subject_054	erdan_gilad.jpg	19	1	6.273468e+01	1	1.455003e+00	8.000000	
subject_054	rivlin_rubi.jpg	20	1	6.573477e+01	1	7.988523e-01	30.000000	
subject_054	lapid_yair.jpg	21	1	6.808484e+01	1	9.606898e-01	17.000000	
subject_054	zuabi_hanin.jpg	22	1	7.060153e+01	1	1.083965e+00	41.000000	
subject_054	michaeli_meirav.jpg	23	1	7.323487e+01	1	1.226625e+00	22.000000	
subject_054	tibi_ahmed.jpg	24	1	7.601829e+01	1	1.051075e+00	36.000000	
subject_054	shaked_ayelet.jpg	25	1	7.861836e+01	1	1.306939e+00	32.000000	
subject_054	olmert_ehud.jpg	26	1	8.148507e+01	1	1.304144e+00	26.000000	
subject_054	netanyahu.jpg	27	1	8.433514e+01	1	8.780424e-01	24.000000	
subject_054	sharon_ariel.jpg	28	1	8.676855e+01	1	8.525499e-01	33.000000	
subject_054	benet_naftali.jpg	29	1	8.916855e+01	1	9.004980e-01	5.000000	
subject_054	odeh_aiman.jpg	30	1	9.161858e+01	1	9.464290e-01	25.000000	
subject_054	shimon_peres.jpg	31	1	9.411862e+01	1	7.103276e-01	34.000000	
subject_054	deri_arye.jpg	32	1	9.638538e+01	1	7.155184e-01	7.000000	
subject_054	hazan_oren.jpg	33	1	9.865206e+01	1	6.807771e-01	12.000000	
subject_054	Smotrich_Bezalel.jpg	34	1	1.008855e+02	1	9.353339e-01	1.000000	
subject_054	katzav_moshe.jpg	35	1	1.033688e+02	1	1.339862e+00	15.000000	
subject_054	galon_zahava.jpg	36	1	1.062522e+02	1	7.044259e-01	10.000000	
subject_054	zandberg_tamar.jpg	37	1	1.085023e+02	1	1.054296e+00	40.000000	
subject_054	piron_shai.jpg	38	1	1.111023e+02	1	8.062030e-01	28.000000	
subject_054	beneliezer_binyamin.jpg	39	1	1.134524e+02	1	8.801256e-01	4.000000	
subject_054	herzog_yitzhak.jpg	40	1	1.158858e+02	1	6.386068e-01	13.000000	
subject_054	mofaz_shaul.jpg	41	1	1.180691e+02	1	7.992914e-01	23.000000	
