subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_074	tibi_ahmed.jpg	1	7	1.464495e-02	4.345046e+00	8.000000	30	
subject_074	shaked_ayelet.jpg	2	4	5.914820e+00	2.172793e+00	3.000000	3	
subject_074	olmert_ehud.jpg	3	5	9.631574e+00	2.079982e+00	6.000000	28	
subject_074	zuabi_hanin.jpg	4	8	1.326507e+01	1.534435e+00	7.000000	29	
subject_074	Smotrich_Bezalel.jpg	5	7	1.634843e+01	1.475097e+00	5.000000	27	
subject_074	mofaz_shaul.jpg	6	3	1.938189e+01	1.713611e+00	1.000000	1	
subject_074	german_yael.jpg	7	3	2.264864e+01	1.038731e+00	2.000000	2	
subject_074	netanyahu.jpg	8	6	2.523202e+01	1.487338e+00	4.000000	4	
