Stim Name1	Stim Name2	StimNum1	StimNum2
rivlin_rubi.jpg	zuabi_hanin.jpg	2	28
livnee_zipi.jpg	tibi_ahmed.jpg	3	29
yitzhak_rabin.jpg	zuabi_hanin.jpg	1	28
rivlin_rubi.jpg	netanyahu.jpg	2	30
livnee_zipi.jpg	deri_arye.jpg	3	27
yitzhak_rabin.jpg	deri_arye.jpg	1	27
herzog_yitzhak.jpg	deri_arye.jpg	4	27
rivlin_rubi.jpg	zuabi_hanin.jpg	2	28
livnee_zipi.jpg	tibi_ahmed.jpg	3	29
yitzhak_rabin.jpg	deri_arye.jpg	1	27
herzog_yitzhak.jpg	netanyahu.jpg	4	30
yitzhak_rabin.jpg	zuabi_hanin.jpg	1	28
herzog_yitzhak.jpg	netanyahu.jpg	4	30
yitzhak_rabin.jpg	deri_arye.jpg	1	27
herzog_yitzhak.jpg	tibi_ahmed.jpg	4	29
herzog_yitzhak.jpg	deri_arye.jpg	4	27
yitzhak_rabin.jpg	netanyahu.jpg	1	30
herzog_yitzhak.jpg	zuabi_hanin.jpg	4	28
livnee_zipi.jpg	tibi_ahmed.jpg	3	29
yitzhak_rabin.jpg	tibi_ahmed.jpg	1	29
livnee_zipi.jpg	deri_arye.jpg	3	27
rivlin_rubi.jpg	zuabi_hanin.jpg	2	28
livnee_zipi.jpg	zuabi_hanin.jpg	3	28
rivlin_rubi.jpg	deri_arye.jpg	2	27
rivlin_rubi.jpg	tibi_ahmed.jpg	2	29
herzog_yitzhak.jpg	tibi_ahmed.jpg	4	29
yitzhak_rabin.jpg	tibi_ahmed.jpg	1	29
herzog_yitzhak.jpg	tibi_ahmed.jpg	4	29
herzog_yitzhak.jpg	netanyahu.jpg	4	30
yitzhak_rabin.jpg	deri_arye.jpg	1	27
rivlin_rubi.jpg	tibi_ahmed.jpg	2	29
herzog_yitzhak.jpg	zuabi_hanin.jpg	4	28
livnee_zipi.jpg	zuabi_hanin.jpg	3	28
herzog_yitzhak.jpg	netanyahu.jpg	4	30
yitzhak_rabin.jpg	tibi_ahmed.jpg	1	29
rivlin_rubi.jpg	tibi_ahmed.jpg	2	29
yitzhak_rabin.jpg	netanyahu.jpg	1	30
herzog_yitzhak.jpg	zuabi_hanin.jpg	4	28
yitzhak_rabin.jpg	netanyahu.jpg	1	30
yitzhak_rabin.jpg	tibi_ahmed.jpg	1	29
rivlin_rubi.jpg	deri_arye.jpg	2	27
livnee_zipi.jpg	zuabi_hanin.jpg	3	28
livnee_zipi.jpg	deri_arye.jpg	3	27
livnee_zipi.jpg	netanyahu.jpg	3	30
rivlin_rubi.jpg	netanyahu.jpg	2	30
rivlin_rubi.jpg	deri_arye.jpg	2	27
herzog_yitzhak.jpg	deri_arye.jpg	4	27
livnee_zipi.jpg	tibi_ahmed.jpg	3	29
yitzhak_rabin.jpg	netanyahu.jpg	1	30
herzog_yitzhak.jpg	deri_arye.jpg	4	27
herzog_yitzhak.jpg	tibi_ahmed.jpg	4	29
livnee_zipi.jpg	zuabi_hanin.jpg	3	28
livnee_zipi.jpg	netanyahu.jpg	3	30
yitzhak_rabin.jpg	zuabi_hanin.jpg	1	28
rivlin_rubi.jpg	netanyahu.jpg	2	30
rivlin_rubi.jpg	tibi_ahmed.jpg	2	29
yitzhak_rabin.jpg	zuabi_hanin.jpg	1	28
rivlin_rubi.jpg	zuabi_hanin.jpg	2	28
livnee_zipi.jpg	deri_arye.jpg	3	27
rivlin_rubi.jpg	netanyahu.jpg	2	30
livnee_zipi.jpg	netanyahu.jpg	3	30
herzog_yitzhak.jpg	zuabi_hanin.jpg	4	28
livnee_zipi.jpg	netanyahu.jpg	3	30
rivlin_rubi.jpg	deri_arye.jpg	2	27
