subjectID	stimName	runtrial	subjectAnswerArousal	onsettime_Aro	RT_Arousal	StimNum	Rank
subject_045	deri_arye.jpg.jpg	1	8	2.347084e-02	9.671988e+00	8.000000	30	
subject_045	galon_zahava.jpg.jpg	2	3	1.124034e+01	3.103009e+00	3.000000	3	
subject_045	benet_naftali.jpg.jpg	3	6	1.589045e+01	2.420815e+00	6.000000	28	
subject_045	regev_miri.jpg.jpg	4	8	1.985722e+01	2.549956e+00	7.000000	29	
subject_045	liberman_avigdor.jpg.jpg	5	9	2.395727e+01	1.569840e+00	5.000000	27	
subject_045	shafir_stav.jpg.jpg	6	5	2.707405e+01	1.492986e+00	1.000000	1	
subject_045	yitzhak_rabin.jpg.jpg	7	6	3.012408e+01	2.650845e+00	2.000000	2	
subject_045	michaeli_meirav.jpg.jpg	8	6	3.432417e+01	1.186696e+00	4.000000	4	
