subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_065	michaeli_meirav.jpg	1	3	1.423526e-02	3	1.608256e+01	22.000000	
subject_065	liberman_avigdor.jpg	2	1	1.766476e+01	1	2.592000e+00	18.000000	
subject_065	Smotrich_Bezalel.jpg	3	1	2.181489e+01	1	3.833781e+00	1.000000	
subject_065	shaked_ayelet.jpg	4	1	2.719837e+01	1	1.930256e+00	32.000000	
subject_065	regev_miri.jpg	5	3	3.068182e+01	3	2.134722e+00	29.000000	
subject_065	deri_arye.jpg	6	1	3.436524e+01	1	1.659281e+00	7.000000	
subject_065	khenin_dov.jpg	7	1	3.758201e+01	1	2.666446e+00	16.000000	
subject_065	galon_zahava.jpg	8	1	4.179877e+01	1	1.729642e+00	10.000000	
subject_065	olmert_ehud.jpg	9	1	4.508222e+01	1	1.622146e+00	26.000000	
subject_065	sharon_ariel.jpg	10	1	4.824901e+01	1	1.031318e+00	33.000000	
subject_065	erdan_gilad.jpg	11	1	5.083239e+01	1	1.663909e+00	8.000000	
subject_065	piron_shai.jpg	12	1	5.404916e+01	1	1.439041e+00	28.000000	
subject_065	odeh_aiman.jpg	13	1	5.703259e+01	1	1.903565e+00	25.000000	
subject_065	cahlon_moshe.jpg	14	1	6.048267e+01	1	1.205444e+00	6.000000	
subject_065	peretz_amir.jpg	15	1	6.323275e+01	1	9.513525e-01	27.000000	
subject_065	lapid_yair.jpg	16	1	6.573283e+01	1	6.992549e-01	17.000000	
subject_065	herzog_yitzhak.jpg	17	1	6.798289e+01	1	8.731439e-01	13.000000	
subject_065	rivlin_rubi.jpg	18	1	7.039963e+01	1	1.368361e+00	30.000000	
subject_065	barak_ehud.jpg	19	1	7.331638e+01	1	1.131575e+00	3.000000	
subject_065	katzav_moshe.jpg	20	1	7.599979e+01	1	1.480088e+00	15.000000	
subject_065	yitzhak_rabin.jpg	21	1	7.903323e+01	1	9.426125e-01	39.000000	
subject_065	hazan_oren.jpg	22	1	8.153328e+01	1	1.706509e+00	12.000000	
subject_065	benet_naftali.jpg	23	1	8.478338e+01	1	1.104400e+00	5.000000	
subject_065	zandberg_tamar.jpg	24	3	8.743346e+01	3	1.622284e+00	40.000000	
subject_065	netanyahu.jpg	25	1	9.060022e+01	1	6.474496e-01	24.000000	
subject_065	akunis_ofir.jpg	26	4	9.280028e+01	4	2.031300e+00	2.000000	
subject_065	zuabi_hanin.jpg	27	1	9.638373e+01	1	9.438450e-01	41.000000	
subject_065	livnat_limor.jpg	28	1	9.888380e+01	1	1.851753e+00	19.000000	
subject_065	yacimovich_shelly.jpg	29	1	1.022839e+02	1	8.916052e-01	38.000000	
subject_065	meir_golda.jpg	30	1	1.047340e+02	1	9.614920e-01	21.000000	
subject_065	yaalon_moshe.jpg	31	1	1.072507e+02	1	2.292609e+00	37.000000	
subject_065	shimon_peres.jpg	32	1	1.111008e+02	1	5.865839e-01	34.000000	
subject_065	shafir_stav.jpg	33	1	1.132342e+02	1	9.331173e-01	31.000000	
subject_065	katz_yisrael.jpg	34	1	1.157176e+02	1	1.449619e+00	14.000000	
subject_065	steinitz_yuval.jpg	35	1	1.187177e+02	1	8.255396e-01	35.000000	
subject_065	mofaz_shaul.jpg	36	3	1.211011e+02	3	2.514096e+00	23.000000	
subject_065	beneliezer_binyamin.jpg	37	1	1.251679e+02	1	8.712788e-01	4.000000	
subject_065	livnee_zipi.jpg	38	1	1.275846e+02	1	8.385159e-01	20.000000	
subject_065	galant_yoav.jpg	39	4	1.299680e+02	4	1.999007e+00	9.000000	
subject_065	german_yael.jpg	40	4	1.335181e+02	4	1.352874e+00	11.000000	
subject_065	tibi_ahmed.jpg	41	1	1.364182e+02	1	1.220750e+00	36.000000	
