Stim Name1	Stim Name2	StimNum1	StimNum2
yitzhak_rabin.jpg	tibi_ahmed.jpg	2	28
livnee_zipi.jpg	liberman_avigdor.jpg	3	29
rivlin_rubi.jpg	tibi_ahmed.jpg	1	28
yitzhak_rabin.jpg	katzav_moshe.jpg	2	30
livnee_zipi.jpg	deri_arye.jpg	3	27
rivlin_rubi.jpg	deri_arye.jpg	1	27
barak_ehud.jpg	deri_arye.jpg	4	27
yitzhak_rabin.jpg	tibi_ahmed.jpg	2	28
livnee_zipi.jpg	liberman_avigdor.jpg	3	29
rivlin_rubi.jpg	deri_arye.jpg	1	27
barak_ehud.jpg	katzav_moshe.jpg	4	30
rivlin_rubi.jpg	tibi_ahmed.jpg	1	28
barak_ehud.jpg	katzav_moshe.jpg	4	30
rivlin_rubi.jpg	deri_arye.jpg	1	27
barak_ehud.jpg	liberman_avigdor.jpg	4	29
barak_ehud.jpg	deri_arye.jpg	4	27
rivlin_rubi.jpg	katzav_moshe.jpg	1	30
barak_ehud.jpg	tibi_ahmed.jpg	4	28
livnee_zipi.jpg	liberman_avigdor.jpg	3	29
rivlin_rubi.jpg	liberman_avigdor.jpg	1	29
livnee_zipi.jpg	deri_arye.jpg	3	27
yitzhak_rabin.jpg	tibi_ahmed.jpg	2	28
livnee_zipi.jpg	tibi_ahmed.jpg	3	28
yitzhak_rabin.jpg	deri_arye.jpg	2	27
yitzhak_rabin.jpg	liberman_avigdor.jpg	2	29
barak_ehud.jpg	liberman_avigdor.jpg	4	29
rivlin_rubi.jpg	liberman_avigdor.jpg	1	29
barak_ehud.jpg	liberman_avigdor.jpg	4	29
barak_ehud.jpg	katzav_moshe.jpg	4	30
rivlin_rubi.jpg	deri_arye.jpg	1	27
yitzhak_rabin.jpg	liberman_avigdor.jpg	2	29
barak_ehud.jpg	tibi_ahmed.jpg	4	28
livnee_zipi.jpg	tibi_ahmed.jpg	3	28
barak_ehud.jpg	katzav_moshe.jpg	4	30
rivlin_rubi.jpg	liberman_avigdor.jpg	1	29
yitzhak_rabin.jpg	liberman_avigdor.jpg	2	29
rivlin_rubi.jpg	katzav_moshe.jpg	1	30
barak_ehud.jpg	tibi_ahmed.jpg	4	28
rivlin_rubi.jpg	katzav_moshe.jpg	1	30
rivlin_rubi.jpg	liberman_avigdor.jpg	1	29
yitzhak_rabin.jpg	deri_arye.jpg	2	27
livnee_zipi.jpg	tibi_ahmed.jpg	3	28
livnee_zipi.jpg	deri_arye.jpg	3	27
livnee_zipi.jpg	katzav_moshe.jpg	3	30
yitzhak_rabin.jpg	katzav_moshe.jpg	2	30
yitzhak_rabin.jpg	deri_arye.jpg	2	27
barak_ehud.jpg	deri_arye.jpg	4	27
livnee_zipi.jpg	liberman_avigdor.jpg	3	29
rivlin_rubi.jpg	katzav_moshe.jpg	1	30
barak_ehud.jpg	deri_arye.jpg	4	27
barak_ehud.jpg	liberman_avigdor.jpg	4	29
livnee_zipi.jpg	tibi_ahmed.jpg	3	28
livnee_zipi.jpg	katzav_moshe.jpg	3	30
rivlin_rubi.jpg	tibi_ahmed.jpg	1	28
yitzhak_rabin.jpg	katzav_moshe.jpg	2	30
yitzhak_rabin.jpg	liberman_avigdor.jpg	2	29
rivlin_rubi.jpg	tibi_ahmed.jpg	1	28
yitzhak_rabin.jpg	tibi_ahmed.jpg	2	28
livnee_zipi.jpg	deri_arye.jpg	3	27
yitzhak_rabin.jpg	katzav_moshe.jpg	2	30
livnee_zipi.jpg	katzav_moshe.jpg	3	30
barak_ehud.jpg	tibi_ahmed.jpg	4	28
livnee_zipi.jpg	katzav_moshe.jpg	3	30
yitzhak_rabin.jpg	deri_arye.jpg	2	27
