subjectID	runtrial	onsettime	ImageLeft	ImageRight	StimNumLeft	StimNumRight	Response	Outcome	RT
subject_041	1	5.144624e-01	Hugh.jpg	Lisa.jpg	3	6	x	999	999000
subject_041	2	4.014558e+00	Jake.jpg	Robin.jpg	4	8	i	0	1.444633e+03
subject_041	3	7.514654e+00	Jeniffer.jpg	Emma.jpg	5	2	i	0	1.352459e+03
subject_041	4	1.101475e+01	Mila.jpg	David.jpg	7	1	i	0	1.620289e+03
subject_041	5	1.451484e+01	Emma.jpg	Robin.jpg	2	8	i	0	1.560146e+03
subject_041	6	1.801494e+01	Jeniffer.jpg	Mila.jpg	5	7	i	0	2.043941e+03
subject_041	7	2.151503e+01	David.jpg	Lisa.jpg	1	6	u	0	2.367769e+03
subject_041	8	2.501513e+01	Jake.jpg	Hugh.jpg	4	3	u	0	1.643610e+03
