Stim Name1	Stim Name2	StimNum1	StimNum2
Angelina_Jolie	Beyonce_Knowles	7	37
James_Franco	Madonna	4	35
James_Franco	Nicole_Kidman	4	34
Angelina_Jolie	Beyonce_Knowles	7	37
Jennifer_Aniston	Justin_Bieber	6	36
Ryan_Seacrest	Nicole_Kidman	5	34
James_Franco	Madonna	4	35
Ryan_Seacrest	Beyonce_Knowles	5	37
Jennifer_Aniston	Beyonce_Knowles	6	37
James_Franco	Nicole_Kidman	4	34
Ryan_Seacrest	Nicole_Kidman	5	34
Angelina_Jolie	Justin_Bieber	7	36
Jennifer_Aniston	Nicole_Kidman	6	34
Angelina_Jolie	Madonna	7	35
Jennifer_Aniston	Beyonce_Knowles	6	37
Ryan_Seacrest	Beyonce_Knowles	5	37
Angelina_Jolie	Madonna	7	35
James_Franco	Beyonce_Knowles	4	37
Ryan_Seacrest	Nicole_Kidman	5	34
Jennifer_Aniston	Madonna	6	35
James_Franco	Beyonce_Knowles	4	37
James_Franco	Madonna	4	35
Ryan_Seacrest	Madonna	5	35
Angelina_Jolie	Nicole_Kidman	7	34
Ryan_Seacrest	Justin_Bieber	5	36
Jennifer_Aniston	Beyonce_Knowles	6	37
Jennifer_Aniston	Nicole_Kidman	6	34
Jennifer_Aniston	Justin_Bieber	6	36
Angelina_Jolie	Beyonce_Knowles	7	37
James_Franco	Justin_Bieber	4	36
James_Franco	Nicole_Kidman	4	34
Ryan_Seacrest	Justin_Bieber	5	36
James_Franco	Justin_Bieber	4	36
Ryan_Seacrest	Justin_Bieber	5	36
Jennifer_Aniston	Nicole_Kidman	6	34
Ryan_Seacrest	Beyonce_Knowles	5	37
Angelina_Jolie	Nicole_Kidman	7	34
Jennifer_Aniston	Justin_Bieber	6	36
Ryan_Seacrest	Madonna	5	35
Angelina_Jolie	Nicole_Kidman	7	34
Angelina_Jolie	Justin_Bieber	7	36
Ryan_Seacrest	Beyonce_Knowles	5	37
Jennifer_Aniston	Nicole_Kidman	6	34
James_Franco	Nicole_Kidman	4	34
Angelina_Jolie	Madonna	7	35
James_Franco	Beyonce_Knowles	4	37
James_Franco	Madonna	4	35
Jennifer_Aniston	Justin_Bieber	6	36
Ryan_Seacrest	Justin_Bieber	5	36
Angelina_Jolie	Madonna	7	35
Angelina_Jolie	Beyonce_Knowles	7	37
Angelina_Jolie	Justin_Bieber	7	36
Ryan_Seacrest	Madonna	5	35
Jennifer_Aniston	Beyonce_Knowles	6	37
Jennifer_Aniston	Madonna	6	35
Angelina_Jolie	Justin_Bieber	7	36
Angelina_Jolie	Nicole_Kidman	7	34
Jennifer_Aniston	Madonna	6	35
James_Franco	Beyonce_Knowles	4	37
Jennifer_Aniston	Madonna	6	35
Ryan_Seacrest	Nicole_Kidman	5	34
James_Franco	Justin_Bieber	4	36
Ryan_Seacrest	Madonna	5	35
James_Franco	Justin_Bieber	4	36
