Stim Name1	Stim Name2	StimNum1	StimNum2
Rihanna	Bill_Clinton	7	37
Beyonce_Knowles	Ellen_Degeneres	4	35
Beyonce_Knowles	Oprah_Winfrey	4	34
Rihanna	Bill_Clinton	7	37
Courteney_Cox	Madonna	6	36
Yael_Bar-Zohar	Oprah_Winfrey	5	34
Beyonce_Knowles	Ellen_Degeneres	4	35
Yael_Bar-Zohar	Bill_Clinton	5	37
Courteney_Cox	Bill_Clinton	6	37
Beyonce_Knowles	Oprah_Winfrey	4	34
Yael_Bar-Zohar	Oprah_Winfrey	5	34
Rihanna	Madonna	7	36
Courteney_Cox	Oprah_Winfrey	6	34
Rihanna	Ellen_Degeneres	7	35
Courteney_Cox	Bill_Clinton	6	37
Yael_Bar-Zohar	Bill_Clinton	5	37
Rihanna	Ellen_Degeneres	7	35
Beyonce_Knowles	Bill_Clinton	4	37
Yael_Bar-Zohar	Oprah_Winfrey	5	34
Courteney_Cox	Ellen_Degeneres	6	35
Beyonce_Knowles	Bill_Clinton	4	37
Beyonce_Knowles	Ellen_Degeneres	4	35
Yael_Bar-Zohar	Ellen_Degeneres	5	35
Rihanna	Oprah_Winfrey	7	34
Yael_Bar-Zohar	Madonna	5	36
Courteney_Cox	Bill_Clinton	6	37
Courteney_Cox	Oprah_Winfrey	6	34
Courteney_Cox	Madonna	6	36
Rihanna	Bill_Clinton	7	37
Beyonce_Knowles	Madonna	4	36
Beyonce_Knowles	Oprah_Winfrey	4	34
Yael_Bar-Zohar	Madonna	5	36
Beyonce_Knowles	Madonna	4	36
Yael_Bar-Zohar	Madonna	5	36
Courteney_Cox	Oprah_Winfrey	6	34
Yael_Bar-Zohar	Bill_Clinton	5	37
Rihanna	Oprah_Winfrey	7	34
Courteney_Cox	Madonna	6	36
Yael_Bar-Zohar	Ellen_Degeneres	5	35
Rihanna	Oprah_Winfrey	7	34
Rihanna	Madonna	7	36
Yael_Bar-Zohar	Bill_Clinton	5	37
Courteney_Cox	Oprah_Winfrey	6	34
Beyonce_Knowles	Oprah_Winfrey	4	34
Rihanna	Ellen_Degeneres	7	35
Beyonce_Knowles	Bill_Clinton	4	37
Beyonce_Knowles	Ellen_Degeneres	4	35
Courteney_Cox	Madonna	6	36
Yael_Bar-Zohar	Madonna	5	36
Rihanna	Ellen_Degeneres	7	35
Rihanna	Bill_Clinton	7	37
Rihanna	Madonna	7	36
Yael_Bar-Zohar	Ellen_Degeneres	5	35
Courteney_Cox	Bill_Clinton	6	37
Courteney_Cox	Ellen_Degeneres	6	35
Rihanna	Madonna	7	36
Rihanna	Oprah_Winfrey	7	34
Courteney_Cox	Ellen_Degeneres	6	35
Beyonce_Knowles	Bill_Clinton	4	37
Courteney_Cox	Ellen_Degeneres	6	35
Yael_Bar-Zohar	Oprah_Winfrey	5	34
Beyonce_Knowles	Madonna	4	36
Yael_Bar-Zohar	Ellen_Degeneres	5	35
Beyonce_Knowles	Madonna	4	36
