subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_072	Will_Smith.jpg	1	1	2.536323e-02	1	1.086410e+00	104.000000	
subject_072	Mikel_Luis.jpg	2	3	2.658760e+00	3	3.596888e+00	68.000000	
subject_072	Cameron_Diaz.jpg	3	4	7.808936e+00	4	2.206715e+00	21.000000	
subject_072	Jerry_Seinfeld.jpg	4	1	1.155910e+01	1	1.320497e+00	49.000000	
subject_072	Moran_Atias.jpg	5	2	1.442581e+01	2	1.725691e+00	71.000000	
subject_072	Esti_Ginzburg.jpg	6	2	1.770920e+01	2	1.914285e+00	31.000000	
subject_072	Jay_Leno.jpg	7	5	2.117599e+01	5	2.359463e+00	46.000000	
subject_072	Harel_Skaat.jpg	8	5	2.509278e+01	5	2.746615e+00	38.000000	
subject_072	Guy_Arieli.jpg	9	4	2.939296e+01	4	1.518350e+00	34.000000	
subject_072	Bradley_Cooper.jpg	10	2	3.245973e+01	2	2.451525e+00	18.000000	
subject_072	Oshri_Cohen.jpg	11	3	3.645982e+01	3	1.875409e+00	81.000000	
subject_072	Ashton_Kutcher.jpg	12	5	3.989332e+01	5	1.785833e+00	9.000000	
subject_072	Tali_Sharon.jpg	13	2	4.322669e+01	2	3.092392e+00	99.000000	
subject_072	Benedict_Cumberbatch.jpg	14	4	4.787688e+01	4	2.434121e+00	14.000000	
subject_072	Justin_Bieber.jpg	15	1	5.186033e+01	1	1.298627e+00	55.000000	
subject_072	Yael_Abecassis.jpg	16	3	5.471044e+01	3	1.928490e+00	105.000000	
subject_072	Miri_Bohadana.jpg	17	2	5.819395e+01	2	1.964927e+00	70.000000	
subject_072	Yael_Bar-Zohar.jpg	18	4	6.171066e+01	4	2.296190e+00	106.000000	
subject_072	Ryan_Seacrest.jpg	19	4	6.556080e+01	4	1.302007e+00	91.000000	
subject_072	Dudu_Topaz.jpg	20	5	6.841089e+01	5	1.899788e+00	28.000000	
subject_072	Ellen_Degeneres.jpg	21	1	7.186098e+01	1	1.633721e+00	29.000000	
subject_072	Linoy_Bar-Geffen.jpg	22	2	7.504447e+01	2	1.954171e+00	63.000000	
subject_072	Johnny_Depp.jpg	23	1	7.854454e+01	1	1.094063e+00	51.000000	
subject_072	Shakira.jpg	24	4	8.119467e+01	4	1.523896e+00	94.000000	
subject_072	Rihanna.jpg	25	1	8.426142e+01	1	1.505043e+00	87.000000	
subject_072	Alma_Zak.jpg	26	3	8.731148e+01	3	2.422991e+00	4.000000	
subject_072	Helen_Hunt.jpg	27	3	9.127832e+01	3	1.216033e+00	40.000000	
subject_072	Emma_Stone.jpg	28	4	9.404506e+01	4	1.137262e+00	30.000000	
subject_072	Avri_Gilad.jpg	29	4	9.672848e+01	4	1.229852e+00	11.000000	
subject_072	Arnold_schwarzenegger.jpg	30	2	9.951187e+01	2	1.438405e+00	8.000000	
subject_072	Keanu_Reeves.jpg	31	5	1.024954e+02	5	2.142862e+00	58.000000	
subject_072	Natalie_Portman.jpg	32	2	1.061955e+02	2	1.770708e+00	73.000000	
subject_072	Yona_Elian.jpg	33	4	1.095122e+02	4	1.637867e+00	110.000000	
subject_072	Arik_Einstein.jpg	34	4	1.126957e+02	4	1.286393e+00	7.000000	
subject_072	Bradd_Pitt.jpg	35	2	1.155292e+02	2	1.852880e+00	17.000000	
subject_072	David_Schwimmer.jpg	36	3	1.189294e+02	3	1.652616e+00	25.000000	
subject_072	Jennifer_Lopez.jpg	37	3	1.221293e+02	3	1.284629e+00	48.000000	
subject_072	Guy_Zilberman.jpg	38	4	1.249628e+02	4	2.579120e+00	35.000000	
subject_072	Jim_Carrey.jpg	39	5	1.290962e+02	5	1.221560e+00	50.000000	
subject_072	Bruce_Willis.jpg	40	2	1.318630e+02	2	1.894816e+00	20.000000	
subject_072	Miley_Cyrus.jpg	41	1	1.353131e+02	1	1.244680e+00	69.000000	
subject_072	Kim_Kardashian.jpg	42	1	1.381132e+02	1	1.684525e+00	60.000000	
subject_072	Limor_Goldstein.jpg	43	3	1.413466e+02	3	1.619036e+00	62.000000	
subject_072	Michal_Yanai.jpg	44	2	1.445134e+02	2	1.428224e+00	66.000000	
subject_072	Russell_Crowe.jpg	45	4	1.474968e+02	4	2.244720e+00	89.000000	
subject_072	Oz_Zehavi.jpg	46	3	1.512970e+02	3	1.492496e+00	82.000000	
subject_072	Yardena_Arazi.jpg	47	3	1.543471e+02	3	2.018355e+00	108.000000	
subject_072	Sharon_Stone.jpg	48	2	1.579138e+02	2	1.739582e+00	95.000000	
subject_072	Ivri_Lider.jpg	49	2	1.611973e+02	2	1.600049e+00	44.000000	
subject_072	Moshe_Peretz.jpg	50	1	1.643474e+02	1	1.457920e+00	72.000000	
subject_072	Christina_Aguilera.jpg	51	3	1.673475e+02	3	2.201733e+00	23.000000	
subject_072	Charlie_Sheen.jpg	52	3	1.710976e+02	3	2.571511e+00	22.000000	
subject_072	Hillary_Cllinton.jpg	53	4	1.752144e+02	4	1.166749e+00	41.000000	
subject_072	Rami_Keinstein.jpg	54	4	1.779312e+02	4	2.225917e+00	85.000000	
subject_072	Anne_hathaway.jpg	55	2	1.817146e+02	2	1.442430e+00	6.000000	
subject_072	Tamar_Ish-Shalom.jpg	56	3	1.847147e+02	3	1.682308e+00	100.000000	
subject_072	Nicolas_Cage.jpg	57	1	1.879481e+02	1	1.296811e+00	74.000000	
subject_072	Adam_Sandler.jpg	58	2	1.907983e+02	2	2.262675e+00	2.000000	
subject_072	Pierce_Brosnan.jpg	59	3	1.946150e+02	3	2.517754e+00	84.000000	
subject_072	Ran_Danker.jpg	60	5	1.986818e+02	5	2.266940e+00	86.000000	
subject_072	Ben_Stiller.jpg	61	4	2.024986e+02	4	2.226088e+00	13.000000	
subject_072	Sara_Palin.jpg	62	4	2.062821e+02	4	1.506547e+00	92.000000	
subject_072	Halle_Berry.jpg	63	4	2.093322e+02	4	1.336440e+00	37.000000	
subject_072	Madonna.jpg	64	3	2.122158e+02	3	1.844788e+00	65.000000	
subject_072	Keren_Peles.jpg	65	3	2.156157e+02	3	2.244828e+00	59.000000	
subject_072	Geula_Even.jpg	66	2	2.194159e+02	2	2.636589e+00	33.000000	
subject_072	Shlomo_Bar-Aba.jpg	67	5	2.235993e+02	5	1.981113e+00	97.000000	
subject_072	Paul_Walker.jpg	68	4	2.271328e+02	4	1.471642e+00	83.000000	
subject_072	Ola_Schor.jpg	69	4	2.301495e+02	4	2.286799e+00	79.000000	
subject_072	Harrison_Ford.jpg	70	4	2.339830e+02	4	1.589289e+00	39.000000	
subject_072	Roni_Duani.jpg	71	2	2.371165e+02	2	2.367739e+00	88.000000	
subject_072	Bill_Clinton.jpg	72	4	2.410332e+02	4	1.250889e+00	16.000000	
subject_072	Julia_Louis-Dreyfus.jpg	73	1	2.438333e+02	1	1.266816e+00	53.000000	
subject_072	Justin_Timberlake.jpg	74	3	2.466501e+02	3	2.049987e+00	56.000000	
subject_072	Lior_Ashkenazi.jpg	75	3	2.502502e+02	3	2.289815e+00	64.000000	
subject_072	Ofer_Shechter.jpg	76	5	2.540837e+02	5	1.200333e+00	78.000000	
subject_072	Gwyneth_Paltrow.jpg	77	5	2.568338e+02	5	2.714164e+00	36.000000	
subject_072	Nicole_Kidman.jpg	78	4	2.611006e+02	4	2.175312e+00	75.000000	
subject_072	Adi_Himelbloy.jpg	79	4	2.648174e+02	4	1.586449e+00	3.000000	
subject_072	Yael_Sharoni.jpg	80	4	2.679509e+02	4	1.868946e+00	107.000000	
subject_072	Vanna_White.jpg	81	5	2.713676e+02	5	2.764150e+00	103.000000	
subject_072	Noa_Tishby.jpg	82	4	2.756844e+02	4	2.543220e+00	77.000000	
subject_072	Drew_Barrymore.jpg	83	4	2.797845e+02	4	2.347045e+00	27.000000	
subject_072	Ryan_Gosling.jpg	84	1	2.836847e+02	1	2.206862e+00	90.000000	
subject_072	Joseph_Gordon-Levitt.jpg	85	1	2.874348e+02	1	1.744739e+00	52.000000	
subject_072	Abigail_Arieli.jpg	86	5	2.907349e+02	5	2.876460e+00	1.000000	
subject_072	Sassi_Keshet.jpg	87	5	2.951684e+02	5	2.714993e+00	93.000000	
subject_072	Katie_Holmes.jpg	88	2	2.994352e+02	2	3.184071e+00	57.000000	
subject_072	Tom_Hanks.jpg	89	5	3.041687e+02	5	1.594570e+00	102.000000	
subject_072	Julia_Roberts.jpg	90	2	3.073188e+02	2	2.036430e+00	54.000000	
subject_072	Shih_Labeouf.jpg	91	3	3.109022e+02	3	3.028909e+00	96.000000	
subject_072	Barak_Obama.jpg	92	2	3.154857e+02	2	1.981373e+00	12.000000	
subject_072	Tom_Cruise.jpg	93	1	3.190191e+02	1	1.423880e+00	101.000000	
subject_072	Asi_Cohen.jpg	94	3	3.219859e+02	3	2.185048e+00	10.000000	
subject_072	Oprah_Winfrey.jpg	95	2	3.257194e+02	2	1.507559e+00	80.000000	
subject_072	Angelina_Jolie.jpg	96	3	3.287695e+02	3	1.937412e+00	5.000000	
subject_072	James_Franco.jpg	97	4	3.322529e+02	4	1.877914e+00	45.000000	
subject_072	Britney_Spears.jpg	98	2	3.356864e+02	2	1.796413e+00	19.000000	
subject_072	Tali_Moreno.jpg	99	4	3.390365e+02	4	1.454282e+00	98.000000	
subject_072	Yehuda_Levi.jpg	100	3	3.420365e+02	3	1.910138e+00	109.000000	
subject_072	Beyonce_Knowles.jpg	101	2	3.455033e+02	2	1.707280e+00	15.000000	
subject_072	Courteney_Cox.jpg	102	2	3.487534e+02	2	1.297132e+00	24.000000	
subject_072	Jennifer_Aniston.jpg	103	1	3.516035e+02	1	1.678990e+00	47.000000	
subject_072	Michelle_Obama.jpg	104	3	3.548370e+02	3	1.485504e+00	67.000000	
subject_072	Hugh_Laurie.jpg	105	1	3.578704e+02	1	1.004014e+00	43.000000	
subject_072	Hugh_Grant.jpg	106	5	3.604205e+02	5	1.781884e+00	42.000000	
subject_072	George_Clooney.jpg	107	5	3.637539e+02	5	1.840409e+00	32.000000	
subject_072	Leonardo_Dicaprio.jpg	108	1	3.671374e+02	1	1.312919e+00	61.000000	
subject_072	Ninet_Tayeb.jpg	109	5	3.700042e+02	5	2.070100e+00	76.000000	
subject_072	Demi_Moore.jpg	110	4	3.736209e+02	4	1.517271e+00	26.000000	
