subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_081	Mikel_Luis.jpg	1	3	1.201010e-02	3	2.299111e+00	68.000000	
subject_081	Julia_Louis-Dreyfus.jpg	2	1	3.862090e+00	1	1.152973e+00	53.000000	
subject_081	George_Clooney.jpg	3	1	6.562185e+00	1	1.196845e+00	32.000000	
subject_081	Jay_Leno.jpg	4	1	9.312282e+00	1	8.226935e-01	46.000000	
subject_081	Adi_Himelbloy.jpg	5	2	1.167905e+01	2	1.839917e+00	3.000000	
subject_081	David_Schwimmer.jpg	6	1	1.506249e+01	1	1.032444e+00	25.000000	
subject_081	Yael_Abecassis.jpg	7	3	1.764591e+01	3	3.624921e+00	105.000000	
subject_081	Paul_Walker.jpg	8	4	2.281276e+01	4	1.474074e+00	83.000000	
subject_081	Yona_Elian.jpg	9	5	2.582953e+01	5	1.345245e+00	110.000000	
subject_081	Drew_Barrymore.jpg	10	1	2.872964e+01	1	7.331401e-01	27.000000	
subject_081	Leonardo_Dicaprio.jpg	11	1	3.101307e+01	1	6.496729e-01	61.000000	
subject_081	Linoy_Bar-Geffen.jpg	12	3	3.321313e+01	3	1.449578e+00	63.000000	
subject_081	Courteney_Cox.jpg	13	1	3.621324e+01	1	8.654131e-01	24.000000	
subject_081	Geula_Even.jpg	14	5	3.862999e+01	5	1.688627e+00	33.000000	
subject_081	Ellen_Degeneres.jpg	15	1	4.186349e+01	1	6.790932e-01	29.000000	
subject_081	Ben_Stiller.jpg	16	1	4.409690e+01	1	7.096710e-01	13.000000	
subject_081	Gwyneth_Paltrow.jpg	17	1	4.636360e+01	1	8.269615e-01	36.000000	
subject_081	Rihanna.jpg	18	1	4.874701e+01	1	6.595188e-01	87.000000	
subject_081	Michal_Yanai.jpg	19	5	5.096376e+01	5	1.442715e+00	66.000000	
subject_081	Vanna_White.jpg	20	4	5.396387e+01	4	1.610571e+00	103.000000	
subject_081	Will_Smith.jpg	21	1	5.713065e+01	1	6.037594e-01	104.000000	
subject_081	Asi_Cohen.jpg	22	3	5.928072e+01	3	1.581666e+00	10.000000	
subject_081	Jennifer_Lopez.jpg	23	1	6.241417e+01	1	1.312193e+00	48.000000	
