Stim Name1	Stim Name2	StimNum1	StimNum2
Ashton_Kutcher	Britney_Spears	7	37
Kim_Kardashian	Russell_Crowe	4	35
Kim_Kardashian	Charlie_Sheen	4	34
Ashton_Kutcher	Britney_Spears	7	37
Shakira	Tom_Hanks	6	36
Leonardo_Dicaprio	Charlie_Sheen	5	34
Kim_Kardashian	Russell_Crowe	4	35
Leonardo_Dicaprio	Britney_Spears	5	37
Shakira	Britney_Spears	6	37
Kim_Kardashian	Charlie_Sheen	4	34
Leonardo_Dicaprio	Charlie_Sheen	5	34
Ashton_Kutcher	Tom_Hanks	7	36
Shakira	Charlie_Sheen	6	34
Ashton_Kutcher	Russell_Crowe	7	35
Shakira	Britney_Spears	6	37
Leonardo_Dicaprio	Britney_Spears	5	37
Ashton_Kutcher	Russell_Crowe	7	35
Kim_Kardashian	Britney_Spears	4	37
Leonardo_Dicaprio	Charlie_Sheen	5	34
Shakira	Russell_Crowe	6	35
Kim_Kardashian	Britney_Spears	4	37
Kim_Kardashian	Russell_Crowe	4	35
Leonardo_Dicaprio	Russell_Crowe	5	35
Ashton_Kutcher	Charlie_Sheen	7	34
Leonardo_Dicaprio	Tom_Hanks	5	36
Shakira	Britney_Spears	6	37
Shakira	Charlie_Sheen	6	34
Shakira	Tom_Hanks	6	36
Ashton_Kutcher	Britney_Spears	7	37
Kim_Kardashian	Tom_Hanks	4	36
Kim_Kardashian	Charlie_Sheen	4	34
Leonardo_Dicaprio	Tom_Hanks	5	36
Kim_Kardashian	Tom_Hanks	4	36
Leonardo_Dicaprio	Tom_Hanks	5	36
Shakira	Charlie_Sheen	6	34
Leonardo_Dicaprio	Britney_Spears	5	37
Ashton_Kutcher	Charlie_Sheen	7	34
Shakira	Tom_Hanks	6	36
Leonardo_Dicaprio	Russell_Crowe	5	35
Ashton_Kutcher	Charlie_Sheen	7	34
Ashton_Kutcher	Tom_Hanks	7	36
Leonardo_Dicaprio	Britney_Spears	5	37
Shakira	Charlie_Sheen	6	34
Kim_Kardashian	Charlie_Sheen	4	34
Ashton_Kutcher	Russell_Crowe	7	35
Kim_Kardashian	Britney_Spears	4	37
Kim_Kardashian	Russell_Crowe	4	35
Shakira	Tom_Hanks	6	36
Leonardo_Dicaprio	Tom_Hanks	5	36
Ashton_Kutcher	Russell_Crowe	7	35
Ashton_Kutcher	Britney_Spears	7	37
Ashton_Kutcher	Tom_Hanks	7	36
Leonardo_Dicaprio	Russell_Crowe	5	35
Shakira	Britney_Spears	6	37
Shakira	Russell_Crowe	6	35
Ashton_Kutcher	Tom_Hanks	7	36
Ashton_Kutcher	Charlie_Sheen	7	34
Shakira	Russell_Crowe	6	35
Kim_Kardashian	Britney_Spears	4	37
Shakira	Russell_Crowe	6	35
Leonardo_Dicaprio	Charlie_Sheen	5	34
Kim_Kardashian	Tom_Hanks	4	36
Leonardo_Dicaprio	Russell_Crowe	5	35
Kim_Kardashian	Tom_Hanks	4	36
