Stim Name1	Stim Name2	StimNum1	StimNum2
Harrison_Ford	Rihanna	7	37
Yehuda_Levi	Oprah_Winfrey	4	35
Yehuda_Levi	Madonna	4	34
Harrison_Ford	Rihanna	7	37
Ashton_Kutcher	Barak_Obama	6	36
Anne_hathaway	Madonna	5	34
Yehuda_Levi	Oprah_Winfrey	4	35
Anne_hathaway	Rihanna	5	37
Ashton_Kutcher	Rihanna	6	37
Yehuda_Levi	Madonna	4	34
Anne_hathaway	Madonna	5	34
Harrison_Ford	Barak_Obama	7	36
Ashton_Kutcher	Madonna	6	34
Harrison_Ford	Oprah_Winfrey	7	35
Ashton_Kutcher	Rihanna	6	37
Anne_hathaway	Rihanna	5	37
Harrison_Ford	Oprah_Winfrey	7	35
Yehuda_Levi	Rihanna	4	37
Anne_hathaway	Madonna	5	34
Ashton_Kutcher	Oprah_Winfrey	6	35
Yehuda_Levi	Rihanna	4	37
Yehuda_Levi	Oprah_Winfrey	4	35
Anne_hathaway	Oprah_Winfrey	5	35
Harrison_Ford	Madonna	7	34
Anne_hathaway	Barak_Obama	5	36
Ashton_Kutcher	Rihanna	6	37
Ashton_Kutcher	Madonna	6	34
Ashton_Kutcher	Barak_Obama	6	36
Harrison_Ford	Rihanna	7	37
Yehuda_Levi	Barak_Obama	4	36
Yehuda_Levi	Madonna	4	34
Anne_hathaway	Barak_Obama	5	36
Yehuda_Levi	Barak_Obama	4	36
Anne_hathaway	Barak_Obama	5	36
Ashton_Kutcher	Madonna	6	34
Anne_hathaway	Rihanna	5	37
Harrison_Ford	Madonna	7	34
Ashton_Kutcher	Barak_Obama	6	36
Anne_hathaway	Oprah_Winfrey	5	35
Harrison_Ford	Madonna	7	34
Harrison_Ford	Barak_Obama	7	36
Anne_hathaway	Rihanna	5	37
Ashton_Kutcher	Madonna	6	34
Yehuda_Levi	Madonna	4	34
Harrison_Ford	Oprah_Winfrey	7	35
Yehuda_Levi	Rihanna	4	37
Yehuda_Levi	Oprah_Winfrey	4	35
Ashton_Kutcher	Barak_Obama	6	36
Anne_hathaway	Barak_Obama	5	36
Harrison_Ford	Oprah_Winfrey	7	35
Harrison_Ford	Rihanna	7	37
Harrison_Ford	Barak_Obama	7	36
Anne_hathaway	Oprah_Winfrey	5	35
Ashton_Kutcher	Rihanna	6	37
Ashton_Kutcher	Oprah_Winfrey	6	35
Harrison_Ford	Barak_Obama	7	36
Harrison_Ford	Madonna	7	34
Ashton_Kutcher	Oprah_Winfrey	6	35
Yehuda_Levi	Rihanna	4	37
Ashton_Kutcher	Oprah_Winfrey	6	35
Anne_hathaway	Madonna	5	34
Yehuda_Levi	Barak_Obama	4	36
Anne_hathaway	Oprah_Winfrey	5	35
Yehuda_Levi	Barak_Obama	4	36
