Stim Name1	Stim Name2	StimNum1	StimNum2
Guy_Arieli	Ran_Danker	7	37
Shih_Labeouf	Michelle_Obama	4	35
Shih_Labeouf	Benedict_Cumberbatch	4	34
Guy_Arieli	Ran_Danker	7	37
Hugh_Laurie	Oshri_Cohen	6	36
Christina_Aguilera	Benedict_Cumberbatch	5	34
Shih_Labeouf	Michelle_Obama	4	35
Christina_Aguilera	Ran_Danker	5	37
Hugh_Laurie	Ran_Danker	6	37
Shih_Labeouf	Benedict_Cumberbatch	4	34
Christina_Aguilera	Benedict_Cumberbatch	5	34
Guy_Arieli	Oshri_Cohen	7	36
Hugh_Laurie	Benedict_Cumberbatch	6	34
Guy_Arieli	Michelle_Obama	7	35
Hugh_Laurie	Ran_Danker	6	37
Christina_Aguilera	Ran_Danker	5	37
Guy_Arieli	Michelle_Obama	7	35
Shih_Labeouf	Ran_Danker	4	37
Christina_Aguilera	Benedict_Cumberbatch	5	34
Hugh_Laurie	Michelle_Obama	6	35
Shih_Labeouf	Ran_Danker	4	37
Shih_Labeouf	Michelle_Obama	4	35
Christina_Aguilera	Michelle_Obama	5	35
Guy_Arieli	Benedict_Cumberbatch	7	34
Christina_Aguilera	Oshri_Cohen	5	36
Hugh_Laurie	Ran_Danker	6	37
Hugh_Laurie	Benedict_Cumberbatch	6	34
Hugh_Laurie	Oshri_Cohen	6	36
Guy_Arieli	Ran_Danker	7	37
Shih_Labeouf	Oshri_Cohen	4	36
Shih_Labeouf	Benedict_Cumberbatch	4	34
Christina_Aguilera	Oshri_Cohen	5	36
Shih_Labeouf	Oshri_Cohen	4	36
Christina_Aguilera	Oshri_Cohen	5	36
Hugh_Laurie	Benedict_Cumberbatch	6	34
Christina_Aguilera	Ran_Danker	5	37
Guy_Arieli	Benedict_Cumberbatch	7	34
Hugh_Laurie	Oshri_Cohen	6	36
Christina_Aguilera	Michelle_Obama	5	35
Guy_Arieli	Benedict_Cumberbatch	7	34
Guy_Arieli	Oshri_Cohen	7	36
Christina_Aguilera	Ran_Danker	5	37
Hugh_Laurie	Benedict_Cumberbatch	6	34
Shih_Labeouf	Benedict_Cumberbatch	4	34
Guy_Arieli	Michelle_Obama	7	35
Shih_Labeouf	Ran_Danker	4	37
Shih_Labeouf	Michelle_Obama	4	35
Hugh_Laurie	Oshri_Cohen	6	36
Christina_Aguilera	Oshri_Cohen	5	36
Guy_Arieli	Michelle_Obama	7	35
Guy_Arieli	Ran_Danker	7	37
Guy_Arieli	Oshri_Cohen	7	36
Christina_Aguilera	Michelle_Obama	5	35
Hugh_Laurie	Ran_Danker	6	37
Hugh_Laurie	Michelle_Obama	6	35
Guy_Arieli	Oshri_Cohen	7	36
Guy_Arieli	Benedict_Cumberbatch	7	34
Hugh_Laurie	Michelle_Obama	6	35
Shih_Labeouf	Ran_Danker	4	37
Hugh_Laurie	Michelle_Obama	6	35
Christina_Aguilera	Benedict_Cumberbatch	5	34
Shih_Labeouf	Oshri_Cohen	4	36
Christina_Aguilera	Michelle_Obama	5	35
Shih_Labeouf	Oshri_Cohen	4	36
