subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_022	Yehuda_Levi.jpg	1	3	2.396988e-02	3	3.373483e+00	109.000000	
subject_022	Paul_Walker.jpg	2	5	4.940756e+00	5	5.200627e+00	83.000000	
subject_022	Pierce_Brosnan.jpg	3	3	1.169097e+01	3	3.498330e+00	84.000000	
subject_022	Keanu_Reeves.jpg	4	4	1.674111e+01	4	3.496090e+00	58.000000	
subject_022	Roni_Duani.jpg	5	2	2.179127e+01	2	3.525841e+00	88.000000	
subject_022	Dudu_Topaz.jpg	6	2	2.687475e+01	2	1.634292e+00	28.000000	
subject_022	Vanna_White.jpg	7	3	3.005822e+01	3	1.170788e+00	103.000000	
subject_022	Abigail_Arieli.jpg	8	2	3.277498e+01	2	2.181920e+00	1.000000	
subject_022	Miri_Bohadana.jpg	9	1	3.650840e+01	1	6.192352e+00	70.000000	
subject_022	Ran_Danker.jpg	10	1	4.425858e+01	1	1.722160e+00	86.000000	
subject_022	Esti_Ginzburg.jpg	11	1	4.752539e+01	1	2.655287e+00	31.000000	
subject_022	Limor_Goldstein.jpg	12	4	5.172551e+01	4	4.359015e+00	62.000000	
subject_022	Madonna.jpg	13	4	5.764238e+01	4	2.418074e+00	65.000000	
subject_022	Tali_Sharon.jpg	14	4	6.160912e+01	4	2.067312e+00	99.000000	
subject_022	Hillary_Cllinton.jpg	15	3	6.522589e+01	3	2.666503e+00	41.000000	
subject_022	Alma_Zak.jpg	16	4	6.944274e+01	4	3.985514e+00	4.000000	
subject_022	Ola_Schor.jpg	17	4	7.497618e+01	4	1.156039e+00	79.000000	
subject_022	Harel_Skaat.jpg	18	4	7.767626e+01	4	1.159932e+00	38.000000	
subject_022	Guy_Arieli.jpg	19	3	8.039302e+01	3	1.843079e+00	34.000000	
subject_022	Asi_Cohen.jpg	20	3	8.379313e+01	3	3.898845e+00	10.000000	
subject_022	Katie_Holmes.jpg	21	2	8.924327e+01	2	3.120603e+00	57.000000	
subject_022	Bill_Clinton.jpg	22	1	9.391008e+01	1	3.157717e+00	16.000000	
