Stim Name1	Stim Name2	StimNum1	StimNum2
Jennifer_Aniston	Michelle_Obama	7	37
Angelina_Jolie	Ellen_Degeneres	4	35
Angelina_Jolie	Demi_Moore	4	34
Jennifer_Aniston	Michelle_Obama	7	37
Arnold_schwarzenegger	Russell_Crowe	6	36
Pierce_Brosnan	Demi_Moore	5	34
Angelina_Jolie	Ellen_Degeneres	4	35
Pierce_Brosnan	Michelle_Obama	5	37
Arnold_schwarzenegger	Michelle_Obama	6	37
Angelina_Jolie	Demi_Moore	4	34
Pierce_Brosnan	Demi_Moore	5	34
Jennifer_Aniston	Russell_Crowe	7	36
Arnold_schwarzenegger	Demi_Moore	6	34
Jennifer_Aniston	Ellen_Degeneres	7	35
Arnold_schwarzenegger	Michelle_Obama	6	37
Pierce_Brosnan	Michelle_Obama	5	37
Jennifer_Aniston	Ellen_Degeneres	7	35
Angelina_Jolie	Michelle_Obama	4	37
Pierce_Brosnan	Demi_Moore	5	34
Arnold_schwarzenegger	Ellen_Degeneres	6	35
Angelina_Jolie	Michelle_Obama	4	37
Angelina_Jolie	Ellen_Degeneres	4	35
Pierce_Brosnan	Ellen_Degeneres	5	35
Jennifer_Aniston	Demi_Moore	7	34
Pierce_Brosnan	Russell_Crowe	5	36
Arnold_schwarzenegger	Michelle_Obama	6	37
Arnold_schwarzenegger	Demi_Moore	6	34
Arnold_schwarzenegger	Russell_Crowe	6	36
Jennifer_Aniston	Michelle_Obama	7	37
Angelina_Jolie	Russell_Crowe	4	36
Angelina_Jolie	Demi_Moore	4	34
Pierce_Brosnan	Russell_Crowe	5	36
Angelina_Jolie	Russell_Crowe	4	36
Pierce_Brosnan	Russell_Crowe	5	36
Arnold_schwarzenegger	Demi_Moore	6	34
Pierce_Brosnan	Michelle_Obama	5	37
Jennifer_Aniston	Demi_Moore	7	34
Arnold_schwarzenegger	Russell_Crowe	6	36
Pierce_Brosnan	Ellen_Degeneres	5	35
Jennifer_Aniston	Demi_Moore	7	34
Jennifer_Aniston	Russell_Crowe	7	36
Pierce_Brosnan	Michelle_Obama	5	37
Arnold_schwarzenegger	Demi_Moore	6	34
Angelina_Jolie	Demi_Moore	4	34
Jennifer_Aniston	Ellen_Degeneres	7	35
Angelina_Jolie	Michelle_Obama	4	37
Angelina_Jolie	Ellen_Degeneres	4	35
Arnold_schwarzenegger	Russell_Crowe	6	36
Pierce_Brosnan	Russell_Crowe	5	36
Jennifer_Aniston	Ellen_Degeneres	7	35
Jennifer_Aniston	Michelle_Obama	7	37
Jennifer_Aniston	Russell_Crowe	7	36
Pierce_Brosnan	Ellen_Degeneres	5	35
Arnold_schwarzenegger	Michelle_Obama	6	37
Arnold_schwarzenegger	Ellen_Degeneres	6	35
Jennifer_Aniston	Russell_Crowe	7	36
Jennifer_Aniston	Demi_Moore	7	34
Arnold_schwarzenegger	Ellen_Degeneres	6	35
Angelina_Jolie	Michelle_Obama	4	37
Arnold_schwarzenegger	Ellen_Degeneres	6	35
Pierce_Brosnan	Demi_Moore	5	34
Angelina_Jolie	Russell_Crowe	4	36
Pierce_Brosnan	Ellen_Degeneres	5	35
Angelina_Jolie	Russell_Crowe	4	36
