Stim Name1	Stim Name2	StimNum1	StimNum2
Yehuda_Levi	Moshe_Peretz	7	37
Rihanna	Halle_Berry	4	35
Rihanna	Bradd_Pitt	4	34
Yehuda_Levi	Moshe_Peretz	7	37
Johnny_Depp	Harel_Skaat	6	36
Ryan_Gosling	Bradd_Pitt	5	34
Rihanna	Halle_Berry	4	35
Ryan_Gosling	Moshe_Peretz	5	37
Johnny_Depp	Moshe_Peretz	6	37
Rihanna	Bradd_Pitt	4	34
Ryan_Gosling	Bradd_Pitt	5	34
Yehuda_Levi	Harel_Skaat	7	36
Johnny_Depp	Bradd_Pitt	6	34
Yehuda_Levi	Halle_Berry	7	35
Johnny_Depp	Moshe_Peretz	6	37
Ryan_Gosling	Moshe_Peretz	5	37
Yehuda_Levi	Halle_Berry	7	35
Rihanna	Moshe_Peretz	4	37
Ryan_Gosling	Bradd_Pitt	5	34
Johnny_Depp	Halle_Berry	6	35
Rihanna	Moshe_Peretz	4	37
Rihanna	Halle_Berry	4	35
Ryan_Gosling	Halle_Berry	5	35
Yehuda_Levi	Bradd_Pitt	7	34
Ryan_Gosling	Harel_Skaat	5	36
Johnny_Depp	Moshe_Peretz	6	37
Johnny_Depp	Bradd_Pitt	6	34
Johnny_Depp	Harel_Skaat	6	36
Yehuda_Levi	Moshe_Peretz	7	37
Rihanna	Harel_Skaat	4	36
Rihanna	Bradd_Pitt	4	34
Ryan_Gosling	Harel_Skaat	5	36
Rihanna	Harel_Skaat	4	36
Ryan_Gosling	Harel_Skaat	5	36
Johnny_Depp	Bradd_Pitt	6	34
Ryan_Gosling	Moshe_Peretz	5	37
Yehuda_Levi	Bradd_Pitt	7	34
Johnny_Depp	Harel_Skaat	6	36
Ryan_Gosling	Halle_Berry	5	35
Yehuda_Levi	Bradd_Pitt	7	34
Yehuda_Levi	Harel_Skaat	7	36
Ryan_Gosling	Moshe_Peretz	5	37
Johnny_Depp	Bradd_Pitt	6	34
Rihanna	Bradd_Pitt	4	34
Yehuda_Levi	Halle_Berry	7	35
Rihanna	Moshe_Peretz	4	37
Rihanna	Halle_Berry	4	35
Johnny_Depp	Harel_Skaat	6	36
Ryan_Gosling	Harel_Skaat	5	36
Yehuda_Levi	Halle_Berry	7	35
Yehuda_Levi	Moshe_Peretz	7	37
Yehuda_Levi	Harel_Skaat	7	36
Ryan_Gosling	Halle_Berry	5	35
Johnny_Depp	Moshe_Peretz	6	37
Johnny_Depp	Halle_Berry	6	35
Yehuda_Levi	Harel_Skaat	7	36
Yehuda_Levi	Bradd_Pitt	7	34
Johnny_Depp	Halle_Berry	6	35
Rihanna	Moshe_Peretz	4	37
Johnny_Depp	Halle_Berry	6	35
Ryan_Gosling	Bradd_Pitt	5	34
Rihanna	Harel_Skaat	4	36
Ryan_Gosling	Halle_Berry	5	35
Rihanna	Harel_Skaat	4	36
