subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_084	Tali_Sharon.jpg	1	5	1.951021e-02	5	2.956467e+00	99.000000	
subject_084	Anne_hathaway.jpg	2	5	4.519636e+00	5	2.456310e+00	6.000000	
subject_084	Tom_Cruise.jpg	3	1	8.519808e+00	1	2.800065e+00	101.000000	
subject_084	Rami_Keinstein.jpg	4	1	1.286999e+01	1	3.497829e+00	85.000000	
subject_084	Beyonce_Knowles.jpg	5	5	1.792012e+01	5	3.951633e+00	15.000000	
subject_084	Moran_Atias.jpg	6	5	2.342034e+01	5	3.099328e+00	71.000000	
subject_084	Julia_Louis-Dreyfus.jpg	7	5	2.807050e+01	5	3.801100e+00	53.000000	
subject_084	Rihanna.jpg	8	1	3.342069e+01	1	3.234875e+00	87.000000	
subject_084	James_Franco.jpg	9	5	3.820423e+01	5	4.107301e+00	45.000000	
subject_084	Johnny_Depp.jpg	10	5	4.385438e+01	5	9.771025e-01	51.000000	
subject_084	Yael_Bar-Zohar.jpg	11	1	4.638782e+01	1	2.699593e+00	106.000000	
subject_084	Hugh_Grant.jpg	12	5	5.063796e+01	5	3.921361e+00	42.000000	
subject_084	Oz_Zehavi.jpg	13	5	5.610484e+01	5	1.590478e+00	82.000000	
subject_084	Dudu_Topaz.jpg	14	2	5.923829e+01	2	4.512951e+00	28.000000	
subject_084	Gwyneth_Paltrow.jpg	15	2	6.530517e+01	2	4.342007e+00	36.000000	
subject_084	Christina_Aguilera.jpg	16	3	7.118872e+01	3	6.050327e+00	23.000000	
subject_084	Adi_Himelbloy.jpg	17	5	7.878896e+01	5	1.882041e+00	3.000000	
subject_084	Keren_Peles.jpg	18	5	8.222242e+01	5	1.064556e+00	59.000000	
subject_084	Courteney_Cox.jpg	19	1	8.483920e+01	1	1.727772e+00	24.000000	
subject_084	Adam_Sandler.jpg	20	1	8.812265e+01	1	1.892285e+00	2.000000	
subject_084	Ashton_Kutcher.jpg	21	5	9.155610e+01	5	2.674779e+00	9.000000	
subject_084	Yael_Sharoni.jpg	22	5	9.577292e+01	5	1.273917e+00	107.000000	
subject_084	Paul_Walker.jpg	23	5	9.858969e+01	5	1.217119e+00	83.000000	
subject_084	Tali_Moreno.jpg	24	5	1.013565e+02	5	9.863329e-01	98.000000	
subject_084	Kim_Kardashian.jpg	25	5	1.038899e+02	5	3.084831e+00	60.000000	
subject_084	Ellen_Degeneres.jpg	26	5	1.085234e+02	5	1.187277e+00	29.000000	
subject_084	Noa_Tishby.jpg	27	5	1.112568e+02	5	1.309833e+00	77.000000	
subject_084	Yehuda_Levi.jpg	28	1	1.141236e+02	1	1.778948e+00	109.000000	
subject_084	Shih_Labeouf.jpg	29	5	1.174570e+02	5	1.493545e+00	96.000000	
subject_084	Oshri_Cohen.jpg	30	1	1.205071e+02	1	2.235392e+00	81.000000	
subject_084	Jerry_Seinfeld.jpg	31	2	1.242906e+02	2	3.267866e+00	49.000000	
subject_084	Britney_Spears.jpg	32	1	1.291075e+02	1	1.994985e+00	19.000000	
subject_084	Tamar_Ish-Shalom.jpg	33	5	1.326576e+02	5	1.388825e+00	100.000000	
subject_084	Jennifer_Aniston.jpg	34	3	1.355910e+02	3	5.527308e+00	47.000000	
