Stim Name1	Stim Name2	StimNum1	StimNum2
Julia_Roberts	Justin_Bieber	7	37
Johnny_Depp	Yehuda_Levi	4	35
Johnny_Depp	Bruce_Willis	4	34
Julia_Roberts	Justin_Bieber	7	37
Tom_Hanks	George_Clooney	6	36
Angelina_Jolie	Bruce_Willis	5	34
Johnny_Depp	Yehuda_Levi	4	35
Angelina_Jolie	Justin_Bieber	5	37
Tom_Hanks	Justin_Bieber	6	37
Johnny_Depp	Bruce_Willis	4	34
Angelina_Jolie	Bruce_Willis	5	34
Julia_Roberts	George_Clooney	7	36
Tom_Hanks	Bruce_Willis	6	34
Julia_Roberts	Yehuda_Levi	7	35
Tom_Hanks	Justin_Bieber	6	37
Angelina_Jolie	Justin_Bieber	5	37
Julia_Roberts	Yehuda_Levi	7	35
Johnny_Depp	Justin_Bieber	4	37
Angelina_Jolie	Bruce_Willis	5	34
Tom_Hanks	Yehuda_Levi	6	35
Johnny_Depp	Justin_Bieber	4	37
Johnny_Depp	Yehuda_Levi	4	35
Angelina_Jolie	Yehuda_Levi	5	35
Julia_Roberts	Bruce_Willis	7	34
Angelina_Jolie	George_Clooney	5	36
Tom_Hanks	Justin_Bieber	6	37
Tom_Hanks	Bruce_Willis	6	34
Tom_Hanks	George_Clooney	6	36
Julia_Roberts	Justin_Bieber	7	37
Johnny_Depp	George_Clooney	4	36
Johnny_Depp	Bruce_Willis	4	34
Angelina_Jolie	George_Clooney	5	36
Johnny_Depp	George_Clooney	4	36
Angelina_Jolie	George_Clooney	5	36
Tom_Hanks	Bruce_Willis	6	34
Angelina_Jolie	Justin_Bieber	5	37
Julia_Roberts	Bruce_Willis	7	34
Tom_Hanks	George_Clooney	6	36
Angelina_Jolie	Yehuda_Levi	5	35
Julia_Roberts	Bruce_Willis	7	34
Julia_Roberts	George_Clooney	7	36
Angelina_Jolie	Justin_Bieber	5	37
Tom_Hanks	Bruce_Willis	6	34
Johnny_Depp	Bruce_Willis	4	34
Julia_Roberts	Yehuda_Levi	7	35
Johnny_Depp	Justin_Bieber	4	37
Johnny_Depp	Yehuda_Levi	4	35
Tom_Hanks	George_Clooney	6	36
Angelina_Jolie	George_Clooney	5	36
Julia_Roberts	Yehuda_Levi	7	35
Julia_Roberts	Justin_Bieber	7	37
Julia_Roberts	George_Clooney	7	36
Angelina_Jolie	Yehuda_Levi	5	35
Tom_Hanks	Justin_Bieber	6	37
Tom_Hanks	Yehuda_Levi	6	35
Julia_Roberts	George_Clooney	7	36
Julia_Roberts	Bruce_Willis	7	34
Tom_Hanks	Yehuda_Levi	6	35
Johnny_Depp	Justin_Bieber	4	37
Tom_Hanks	Yehuda_Levi	6	35
Angelina_Jolie	Bruce_Willis	5	34
Johnny_Depp	George_Clooney	4	36
Angelina_Jolie	Yehuda_Levi	5	35
Johnny_Depp	George_Clooney	4	36
