subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_021	Ivri_Lider.jpg	1	5	2.201839e-02	5	5.954661e+00	44.000000	
subject_021	Harel_Skaat.jpg	2	5	7.522228e+00	5	5.582304e+00	38.000000	
subject_021	Hugh_Grant.jpg	3	1	1.465576e+01	1	1.816705e+00	42.000000	
subject_021	Esti_Ginzburg.jpg	4	1	1.802253e+01	1	3.641868e+00	31.000000	
subject_021	Geula_Even.jpg	5	5	2.320602e+01	5	4.418272e+00	33.000000	
subject_021	Kim_Kardashian.jpg	6	1	2.917287e+01	1	1.179360e+00	60.000000	
subject_021	Justin_Timberlake.jpg	7	1	3.190628e+01	1	9.818849e-01	56.000000	
subject_021	Oprah_Winfrey.jpg	8	1	3.443969e+01	1	7.764633e-01	80.000000	
subject_021	Ben_Stiller.jpg	9	1	3.677310e+01	1	1.043020e+00	13.000000	
subject_021	Oshri_Cohen.jpg	10	5	3.937318e+01	5	2.258839e+00	81.000000	
subject_021	Jerry_Seinfeld.jpg	11	3	4.318996e+01	3	2.122014e+00	49.000000	
subject_021	Courteney_Cox.jpg	12	1	4.685676e+01	1	1.063150e+00	24.000000	
subject_021	Bradd_Pitt.jpg	13	1	4.947353e+01	1	1.158351e+00	17.000000	
subject_021	Halle_Berry.jpg	14	1	5.217357e+01	1	1.082245e+00	37.000000	
subject_021	Benedict_Cumberbatch.jpg	15	1	5.480698e+01	1	2.424759e+00	14.000000	
subject_021	Gwyneth_Paltrow.jpg	16	1	5.877376e+01	1	2.961926e+00	36.000000	
subject_021	Shlomo_Bar-Aba.jpg	17	5	6.329057e+01	5	3.477059e+00	97.000000	
subject_021	Ellen_Degeneres.jpg	18	2	6.832405e+01	2	4.803428e+00	29.000000	
subject_021	Asi_Cohen.jpg	19	4	7.467424e+01	4	4.461137e+00	10.000000	
subject_021	Michal_Yanai.jpg	20	5	8.069111e+01	5	4.100331e+00	66.000000	
subject_021	Miri_Bohadana.jpg	21	5	8.634129e+01	5	3.633898e+00	70.000000	
subject_021	Nicolas_Cage.jpg	22	1	9.152476e+01	1	4.178327e+00	74.000000	
subject_021	Tom_Cruise.jpg	23	1	9.725827e+01	1	9.567815e-01	101.000000	
