subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_029	Jennifer_Aniston.jpg	1	1	2.226123e-02	1	1.167203e+00	47.000000	
subject_029	Russell_Crowe.jpg	2	2	2.739018e+00	2	3.378346e+00	89.000000	
subject_029	Mikel_Luis.jpg	3	4	7.672463e+00	4	3.476846e+00	68.000000	
subject_029	Jennifer_Lopez.jpg	4	1	1.270592e+01	1	2.035231e+00	48.000000	
subject_029	Ashton_Kutcher.jpg	5	1	1.628938e+01	1	1.163746e+00	9.000000	
subject_029	Linoy_Bar-Geffen.jpg	6	1	1.900612e+01	1	1.582922e+00	63.000000	
subject_029	Benedict_Cumberbatch.jpg	7	4	2.213952e+01	4	3.185409e+00	14.000000	
subject_029	Bradd_Pitt.jpg	8	1	2.687297e+01	1	1.347977e+00	17.000000	
subject_029	Miri_Bohadana.jpg	9	1	2.977305e+01	1	6.798218e-01	70.000000	
subject_029	Lior_Ashkenazi.jpg	10	1	3.200644e+01	1	7.184117e-01	64.000000	
subject_029	Cameron_Diaz.jpg	11	1	3.427318e+01	1	8.436229e-01	21.000000	
subject_029	Geula_Even.jpg	12	4	3.667324e+01	4	5.875376e+00	33.000000	
subject_029	Charlie_Sheen.jpg	13	1	4.409009e+01	1	2.250481e+00	22.000000	
subject_029	Ninet_Tayeb.jpg	14	1	4.789019e+01	1	1.138283e+00	76.000000	
subject_029	Jim_Carrey.jpg	15	1	5.057360e+01	1	7.668351e-01	50.000000	
subject_029	Ola_Schor.jpg	16	4	5.289033e+01	4	1.778040e+00	79.000000	
subject_029	Tali_Sharon.jpg	17	1	5.622380e+01	1	7.005207e-01	99.000000	
subject_029	Michal_Yanai.jpg	18	1	5.847381e+01	1	7.624691e-01	66.000000	
subject_029	Miley_Cyrus.jpg	19	1	6.079054e+01	1	5.256881e-01	69.000000	
subject_029	Harrison_Ford.jpg	20	2	6.287393e+01	2	2.866211e+00	39.000000	
subject_029	Shakira.jpg	21	3	6.729071e+01	3	3.097328e+00	94.000000	
subject_029	Ben_Stiller.jpg	22	1	7.194083e+01	1	9.831587e-01	13.000000	
subject_029	Shlomo_Bar-Aba.jpg	23	1	7.447424e+01	1	1.033699e+00	97.000000	
subject_029	Natalie_Portman.jpg	24	1	7.705766e+01	1	6.342291e-01	73.000000	
subject_029	Angelina_Jolie.jpg	25	1	7.924103e+01	1	7.068202e-01	5.000000	
subject_029	Ofer_Shechter.jpg	26	1	8.149109e+01	1	6.727098e-01	78.000000	
subject_029	Moran_Atias.jpg	27	1	8.370782e+01	1	3.919460e-01	71.000000	
subject_029	Ran_Danker.jpg	28	1	8.564120e+01	1	5.225526e-01	86.000000	
subject_029	Ryan_Gosling.jpg	29	1	8.770793e+01	1	1.071736e+00	90.000000	
subject_029	Leonardo_Dicaprio.jpg	30	1	9.032466e+01	1	4.949583e-01	61.000000	
subject_029	Tamar_Ish-Shalom.jpg	31	1	9.237472e+01	1	1.940860e+00	100.000000	
subject_029	Alma_Zak.jpg	32	4	9.585815e+01	4	2.009368e+00	4.000000	
subject_029	Adi_Himelbloy.jpg	33	1	9.942491e+01	1	1.258513e+00	3.000000	
subject_029	David_Schwimmer.jpg	34	1	1.022250e+02	1	7.463874e-01	25.000000	
subject_029	Keanu_Reeves.jpg	35	1	1.045251e+02	1	9.422673e-01	58.000000	
subject_029	Madonna.jpg	36	1	1.070085e+02	1	6.747699e-01	65.000000	
subject_029	Anne_hathaway.jpg	37	1	1.092252e+02	1	6.820538e-01	6.000000	
subject_029	Arik_Einstein.jpg	38	1	1.114586e+02	1	6.246173e-01	7.000000	
subject_029	Will_Smith.jpg	39	1	1.136253e+02	1	5.218558e-01	104.000000	
subject_029	Rami_Keinstein.jpg	40	1	1.156920e+02	1	8.230962e-01	85.000000	
subject_029	Justin_Bieber.jpg	41	1	1.180587e+02	1	5.442989e-01	55.000000	
subject_029	Yehuda_Levi.jpg	42	1	1.201588e+02	1	4.682071e-01	109.000000	
subject_029	Oshri_Cohen.jpg	43	1	1.221755e+02	1	5.794411e-01	81.000000	
subject_029	Ivri_Lider.jpg	44	1	1.243089e+02	1	4.140065e-01	44.000000	
subject_029	Shih_Labeouf.jpg	45	1	1.262756e+02	1	4.232476e-01	96.000000	
subject_029	Bruce_Willis.jpg	46	1	1.282424e+02	1	7.764785e-01	20.000000	
subject_029	Keren_Peles.jpg	47	1	1.305758e+02	1	7.230382e-01	59.000000	
subject_029	Bradley_Cooper.jpg	48	1	1.328425e+02	1	8.882383e-01	18.000000	
subject_029	Limor_Goldstein.jpg	49	3	1.352759e+02	3	2.262782e+00	62.000000	
subject_029	Tom_Cruise.jpg	50	1	1.390926e+02	1	6.539746e-01	101.000000	
subject_029	Sharon_Stone.jpg	51	4	1.412927e+02	4	2.277833e+00	95.000000	
subject_029	Noa_Tishby.jpg	52	1	1.451261e+02	1	7.643465e-01	77.000000	
subject_029	Yael_Bar-Zohar.jpg	53	1	1.474429e+02	1	5.915600e-01	106.000000	
subject_029	Emma_Stone.jpg	54	1	1.495763e+02	1	7.861097e-01	30.000000	
subject_029	Nicole_Kidman.jpg	55	1	1.519097e+02	1	6.287125e-01	75.000000	
subject_029	Sara_Palin.jpg	56	1	1.540931e+02	1	9.172475e-01	92.000000	
subject_029	Yardena_Arazi.jpg	57	1	1.565598e+02	1	7.944573e-01	108.000000	
subject_029	Justin_Timberlake.jpg	58	1	1.589099e+02	1	5.643578e-01	56.000000	
subject_029	Beyonce_Knowles.jpg	59	1	1.610266e+02	1	5.675828e-01	15.000000	
subject_029	Jerry_Seinfeld.jpg	60	1	1.631433e+02	1	5.868146e-01	49.000000	
subject_029	Ellen_Degeneres.jpg	61	1	1.652767e+02	1	7.813762e-01	29.000000	
subject_029	Oprah_Winfrey.jpg	62	1	1.676101e+02	1	5.279398e-01	80.000000	
subject_029	Esti_Ginzburg.jpg	63	1	1.696935e+02	1	3.805070e-01	31.000000	
subject_029	Jay_Leno.jpg	64	1	1.716269e+02	1	1.263065e+00	46.000000	
subject_029	Johnny_Depp.jpg	65	1	1.744436e+02	1	6.062730e-01	51.000000	
subject_029	Bill_Clinton.jpg	66	1	1.765937e+02	1	5.041778e-01	16.000000	
subject_029	Moshe_Peretz.jpg	67	1	1.786437e+02	1	8.380772e-01	72.000000	
subject_029	Pierce_Brosnan.jpg	68	4	1.810271e+02	4	2.110599e+00	84.000000	
subject_029	Asi_Cohen.jpg	69	1	1.846939e+02	1	1.171773e+00	10.000000	
subject_029	Arnold_schwarzenegger.jpg	70	3	1.874107e+02	3	1.230952e+00	8.000000	
subject_029	Barak_Obama.jpg	71	1	1.901940e+02	1	7.355038e-01	12.000000	
subject_029	Yona_Elian.jpg	72	1	1.924774e+02	1	6.840803e-01	110.000000	
subject_029	Christina_Aguilera.jpg	73	1	1.947108e+02	1	9.226384e-01	23.000000	
subject_029	Harel_Skaat.jpg	74	1	1.971776e+02	1	5.518631e-01	38.000000	
subject_029	Julia_Roberts.jpg	75	1	1.992776e+02	1	3.717699e-01	54.000000	
subject_029	Halle_Berry.jpg	76	1	2.011943e+02	1	4.549946e-01	37.000000	
subject_029	Hillary_Cllinton.jpg	77	1	2.031944e+02	1	3.829206e-01	41.000000	
subject_029	Tali_Moreno.jpg	78	1	2.051278e+02	1	4.094441e-01	98.000000	
subject_029	James_Franco.jpg	79	1	2.070945e+02	1	8.666382e-01	45.000000	
subject_029	Tom_Hanks.jpg	80	1	2.095113e+02	1	4.658283e-01	102.000000	
subject_029	Ryan_Seacrest.jpg	81	4	2.115280e+02	4	1.225176e+00	91.000000	
subject_029	Kim_Kardashian.jpg	82	1	2.142947e+02	1	6.743816e-01	60.000000	
subject_029	Katie_Holmes.jpg	83	1	2.165114e+02	1	6.896140e-01	57.000000	
subject_029	Sassi_Keshet.jpg	84	1	2.187448e+02	1	9.841309e-01	93.000000	
subject_029	Yael_Sharoni.jpg	85	1	2.212782e+02	1	8.667149e-01	107.000000	
subject_029	Adam_Sandler.jpg	86	1	2.236950e+02	1	5.459189e-01	2.000000	
subject_029	Abigail_Arieli.jpg	87	1	2.257950e+02	1	1.229811e+00	1.000000	
subject_029	Guy_Zilberman.jpg	88	4	2.285784e+02	4	1.334331e+00	35.000000	
subject_029	Yael_Abecassis.jpg	89	1	2.314618e+02	1	8.908663e-01	105.000000	
subject_029	Roni_Duani.jpg	90	1	2.338952e+02	1	6.814306e-01	88.000000	
subject_029	Joseph_Gordon-Levitt.jpg	91	1	2.361287e+02	1	7.518940e-01	52.000000	
subject_029	Paul_Walker.jpg	92	3	2.384287e+02	3	1.531847e+00	83.000000	
subject_029	Oz_Zehavi.jpg	93	1	2.415121e+02	1	7.043932e-01	82.000000	
subject_029	Britney_Spears.jpg	94	1	2.437622e+02	1	7.582839e-01	19.000000	
subject_029	Julia_Louis-Dreyfus.jpg	95	1	2.460622e+02	1	6.581795e-01	53.000000	
subject_029	Avri_Gilad.jpg	96	1	2.482623e+02	1	1.554051e+00	11.000000	
subject_029	George_Clooney.jpg	97	1	2.513624e+02	1	1.013920e+00	32.000000	
subject_029	Helen_Hunt.jpg	98	1	2.539291e+02	1	4.871493e-01	40.000000	
subject_029	Hugh_Laurie.jpg	99	1	2.559625e+02	1	9.177170e-01	43.000000	
subject_029	Hugh_Grant.jpg	100	1	2.584293e+02	1	1.346868e+00	42.000000	
