Stim Name1	Stim Name2	StimNum1	StimNum2
Russell_Crowe	Jim_Carrey	7	37
Bruce_Willis	Adam_Sandler	4	35
Bruce_Willis	Bill_Clinton	4	34
Russell_Crowe	Jim_Carrey	7	37
Hugh_Laurie	Arnold_schwarzenegger	6	36
Johnny_Depp	Bill_Clinton	5	34
Bruce_Willis	Adam_Sandler	4	35
Johnny_Depp	Jim_Carrey	5	37
Hugh_Laurie	Jim_Carrey	6	37
Bruce_Willis	Bill_Clinton	4	34
Johnny_Depp	Bill_Clinton	5	34
Russell_Crowe	Arnold_schwarzenegger	7	36
Hugh_Laurie	Bill_Clinton	6	34
Russell_Crowe	Adam_Sandler	7	35
Hugh_Laurie	Jim_Carrey	6	37
Johnny_Depp	Jim_Carrey	5	37
Russell_Crowe	Adam_Sandler	7	35
Bruce_Willis	Jim_Carrey	4	37
Johnny_Depp	Bill_Clinton	5	34
Hugh_Laurie	Adam_Sandler	6	35
Bruce_Willis	Jim_Carrey	4	37
Bruce_Willis	Adam_Sandler	4	35
Johnny_Depp	Adam_Sandler	5	35
Russell_Crowe	Bill_Clinton	7	34
Johnny_Depp	Arnold_schwarzenegger	5	36
Hugh_Laurie	Jim_Carrey	6	37
Hugh_Laurie	Bill_Clinton	6	34
Hugh_Laurie	Arnold_schwarzenegger	6	36
Russell_Crowe	Jim_Carrey	7	37
Bruce_Willis	Arnold_schwarzenegger	4	36
Bruce_Willis	Bill_Clinton	4	34
Johnny_Depp	Arnold_schwarzenegger	5	36
Bruce_Willis	Arnold_schwarzenegger	4	36
Johnny_Depp	Arnold_schwarzenegger	5	36
Hugh_Laurie	Bill_Clinton	6	34
Johnny_Depp	Jim_Carrey	5	37
Russell_Crowe	Bill_Clinton	7	34
Hugh_Laurie	Arnold_schwarzenegger	6	36
Johnny_Depp	Adam_Sandler	5	35
Russell_Crowe	Bill_Clinton	7	34
Russell_Crowe	Arnold_schwarzenegger	7	36
Johnny_Depp	Jim_Carrey	5	37
Hugh_Laurie	Bill_Clinton	6	34
Bruce_Willis	Bill_Clinton	4	34
Russell_Crowe	Adam_Sandler	7	35
Bruce_Willis	Jim_Carrey	4	37
Bruce_Willis	Adam_Sandler	4	35
Hugh_Laurie	Arnold_schwarzenegger	6	36
Johnny_Depp	Arnold_schwarzenegger	5	36
Russell_Crowe	Adam_Sandler	7	35
Russell_Crowe	Jim_Carrey	7	37
Russell_Crowe	Arnold_schwarzenegger	7	36
Johnny_Depp	Adam_Sandler	5	35
Hugh_Laurie	Jim_Carrey	6	37
Hugh_Laurie	Adam_Sandler	6	35
Russell_Crowe	Arnold_schwarzenegger	7	36
Russell_Crowe	Bill_Clinton	7	34
Hugh_Laurie	Adam_Sandler	6	35
Bruce_Willis	Jim_Carrey	4	37
Hugh_Laurie	Adam_Sandler	6	35
Johnny_Depp	Bill_Clinton	5	34
Bruce_Willis	Arnold_schwarzenegger	4	36
Johnny_Depp	Adam_Sandler	5	35
Bruce_Willis	Arnold_schwarzenegger	4	36
