Stim Name1	Stim Name2	StimNum1	StimNum2
Leonardo_Dicaprio	Kim_Kardashian	7	37
Paul_Walker	Justin_Bieber	4	35
Paul_Walker	Ryan_Gosling	4	34
Leonardo_Dicaprio	Kim_Kardashian	7	37
Johnny_Depp	Britney_Spears	6	36
Bradley_Cooper	Ryan_Gosling	5	34
Paul_Walker	Justin_Bieber	4	35
Bradley_Cooper	Kim_Kardashian	5	37
Johnny_Depp	Kim_Kardashian	6	37
Paul_Walker	Ryan_Gosling	4	34
Bradley_Cooper	Ryan_Gosling	5	34
Leonardo_Dicaprio	Britney_Spears	7	36
Johnny_Depp	Ryan_Gosling	6	34
Leonardo_Dicaprio	Justin_Bieber	7	35
Johnny_Depp	Kim_Kardashian	6	37
Bradley_Cooper	Kim_Kardashian	5	37
Leonardo_Dicaprio	Justin_Bieber	7	35
Paul_Walker	Kim_Kardashian	4	37
Bradley_Cooper	Ryan_Gosling	5	34
Johnny_Depp	Justin_Bieber	6	35
Paul_Walker	Kim_Kardashian	4	37
Paul_Walker	Justin_Bieber	4	35
Bradley_Cooper	Justin_Bieber	5	35
Leonardo_Dicaprio	Ryan_Gosling	7	34
Bradley_Cooper	Britney_Spears	5	36
Johnny_Depp	Kim_Kardashian	6	37
Johnny_Depp	Ryan_Gosling	6	34
Johnny_Depp	Britney_Spears	6	36
Leonardo_Dicaprio	Kim_Kardashian	7	37
Paul_Walker	Britney_Spears	4	36
Paul_Walker	Ryan_Gosling	4	34
Bradley_Cooper	Britney_Spears	5	36
Paul_Walker	Britney_Spears	4	36
Bradley_Cooper	Britney_Spears	5	36
Johnny_Depp	Ryan_Gosling	6	34
Bradley_Cooper	Kim_Kardashian	5	37
Leonardo_Dicaprio	Ryan_Gosling	7	34
Johnny_Depp	Britney_Spears	6	36
Bradley_Cooper	Justin_Bieber	5	35
Leonardo_Dicaprio	Ryan_Gosling	7	34
Leonardo_Dicaprio	Britney_Spears	7	36
Bradley_Cooper	Kim_Kardashian	5	37
Johnny_Depp	Ryan_Gosling	6	34
Paul_Walker	Ryan_Gosling	4	34
Leonardo_Dicaprio	Justin_Bieber	7	35
Paul_Walker	Kim_Kardashian	4	37
Paul_Walker	Justin_Bieber	4	35
Johnny_Depp	Britney_Spears	6	36
Bradley_Cooper	Britney_Spears	5	36
Leonardo_Dicaprio	Justin_Bieber	7	35
Leonardo_Dicaprio	Kim_Kardashian	7	37
Leonardo_Dicaprio	Britney_Spears	7	36
Bradley_Cooper	Justin_Bieber	5	35
Johnny_Depp	Kim_Kardashian	6	37
Johnny_Depp	Justin_Bieber	6	35
Leonardo_Dicaprio	Britney_Spears	7	36
Leonardo_Dicaprio	Ryan_Gosling	7	34
Johnny_Depp	Justin_Bieber	6	35
Paul_Walker	Kim_Kardashian	4	37
Johnny_Depp	Justin_Bieber	6	35
Bradley_Cooper	Ryan_Gosling	5	34
Paul_Walker	Britney_Spears	4	36
Bradley_Cooper	Justin_Bieber	5	35
Paul_Walker	Britney_Spears	4	36
