Stim Name1	Stim Name2	StimNum1	StimNum2
Emma_Stone	Drew_Barrymore	7	37
Kim_Kardashian	Michal_Yanai	4	35
Kim_Kardashian	Justin_Bieber	4	34
Emma_Stone	Drew_Barrymore	7	37
Angelina_Jolie	Ellen_Degeneres	6	36
Johnny_Depp	Justin_Bieber	5	34
Kim_Kardashian	Michal_Yanai	4	35
Johnny_Depp	Drew_Barrymore	5	37
Angelina_Jolie	Drew_Barrymore	6	37
Kim_Kardashian	Justin_Bieber	4	34
Johnny_Depp	Justin_Bieber	5	34
Emma_Stone	Ellen_Degeneres	7	36
Angelina_Jolie	Justin_Bieber	6	34
Emma_Stone	Michal_Yanai	7	35
Angelina_Jolie	Drew_Barrymore	6	37
Johnny_Depp	Drew_Barrymore	5	37
Emma_Stone	Michal_Yanai	7	35
Kim_Kardashian	Drew_Barrymore	4	37
Johnny_Depp	Justin_Bieber	5	34
Angelina_Jolie	Michal_Yanai	6	35
Kim_Kardashian	Drew_Barrymore	4	37
Kim_Kardashian	Michal_Yanai	4	35
Johnny_Depp	Michal_Yanai	5	35
Emma_Stone	Justin_Bieber	7	34
Johnny_Depp	Ellen_Degeneres	5	36
Angelina_Jolie	Drew_Barrymore	6	37
Angelina_Jolie	Justin_Bieber	6	34
Angelina_Jolie	Ellen_Degeneres	6	36
Emma_Stone	Drew_Barrymore	7	37
Kim_Kardashian	Ellen_Degeneres	4	36
Kim_Kardashian	Justin_Bieber	4	34
Johnny_Depp	Ellen_Degeneres	5	36
Kim_Kardashian	Ellen_Degeneres	4	36
Johnny_Depp	Ellen_Degeneres	5	36
Angelina_Jolie	Justin_Bieber	6	34
Johnny_Depp	Drew_Barrymore	5	37
Emma_Stone	Justin_Bieber	7	34
Angelina_Jolie	Ellen_Degeneres	6	36
Johnny_Depp	Michal_Yanai	5	35
Emma_Stone	Justin_Bieber	7	34
Emma_Stone	Ellen_Degeneres	7	36
Johnny_Depp	Drew_Barrymore	5	37
Angelina_Jolie	Justin_Bieber	6	34
Kim_Kardashian	Justin_Bieber	4	34
Emma_Stone	Michal_Yanai	7	35
Kim_Kardashian	Drew_Barrymore	4	37
Kim_Kardashian	Michal_Yanai	4	35
Angelina_Jolie	Ellen_Degeneres	6	36
Johnny_Depp	Ellen_Degeneres	5	36
Emma_Stone	Michal_Yanai	7	35
Emma_Stone	Drew_Barrymore	7	37
Emma_Stone	Ellen_Degeneres	7	36
Johnny_Depp	Michal_Yanai	5	35
Angelina_Jolie	Drew_Barrymore	6	37
Angelina_Jolie	Michal_Yanai	6	35
Emma_Stone	Ellen_Degeneres	7	36
Emma_Stone	Justin_Bieber	7	34
Angelina_Jolie	Michal_Yanai	6	35
Kim_Kardashian	Drew_Barrymore	4	37
Angelina_Jolie	Michal_Yanai	6	35
Johnny_Depp	Justin_Bieber	5	34
Kim_Kardashian	Ellen_Degeneres	4	36
Johnny_Depp	Michal_Yanai	5	35
Kim_Kardashian	Ellen_Degeneres	4	36
