subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_043	Barak_Obama.jpg	1	1	1.769336e-02	1	2.114301e+00	12.000000	
subject_043	Hugh_Grant.jpg	2	2	3.684438e+00	2	3.151411e+00	42.000000	
subject_043	Justin_Timberlake.jpg	3	1	8.384534e+00	1	1.507297e+00	56.000000	
subject_043	Moshe_Peretz.jpg	4	1	1.143460e+01	1	1.689110e+00	72.000000	
subject_043	Mikel_Luis.jpg	5	3	1.466804e+01	3	3.975568e+00	68.000000	
subject_043	Abigail_Arieli.jpg	6	4	2.018479e+01	4	3.266710e+00	1.000000	
subject_043	Harel_Skaat.jpg	7	4	2.500156e+01	4	2.697852e+00	38.000000	
subject_043	Ofer_Shechter.jpg	8	1	2.925165e+01	1	2.671623e+00	78.000000	
subject_043	Hugh_Laurie.jpg	9	1	3.346841e+01	1	8.868393e-01	43.000000	
subject_043	Yehuda_Levi.jpg	10	2	3.590179e+01	2	2.957328e+00	109.000000	
subject_043	Yona_Elian.jpg	11	5	4.040189e+01	5	2.729127e+00	110.000000	
subject_043	Emma_Stone.jpg	12	1	4.468531e+01	1	1.661663e+00	30.000000	
subject_043	Dudu_Topaz.jpg	13	5	4.790205e+01	5	1.908845e+00	28.000000	
subject_043	Ellen_Degeneres.jpg	14	1	5.135216e+01	1	1.098649e+00	29.000000	
subject_043	Katie_Holmes.jpg	15	3	5.400219e+01	3	2.976537e+00	57.000000	
subject_043	Tamar_Ish-Shalom.jpg	16	4	5.853560e+01	4	3.123052e+00	100.000000	
subject_043	Ryan_Gosling.jpg	17	1	6.320238e+01	1	1.488173e+00	90.000000	
subject_043	Russell_Crowe.jpg	18	5	6.623578e+01	5	3.582645e+00	89.000000	
subject_043	Jennifer_Lopez.jpg	19	2	7.136922e+01	2	3.377097e+00	48.000000	
subject_043	Pierce_Brosnan.jpg	20	2	7.630265e+01	2	2.243592e+00	84.000000	
subject_043	Tom_Cruise.jpg	21	1	8.010274e+01	1	9.474231e-01	101.000000	
subject_043	Leonardo_Dicaprio.jpg	22	1	8.260278e+01	1	7.833399e-01	61.000000	
subject_043	Arik_Einstein.jpg	23	5	8.493617e+01	5	1.617839e+00	7.000000	
subject_043	Sharon_Stone.jpg	24	5	8.810291e+01	5	2.355012e+00	95.000000	
subject_043	Ashton_Kutcher.jpg	25	1	9.200299e+01	1	9.748619e-01	9.000000	
subject_043	Esti_Ginzburg.jpg	26	1	9.451974e+01	1	8.020685e-01	31.000000	
subject_043	Charlie_Sheen.jpg	27	2	9.686981e+01	2	3.515910e+00	22.000000	
subject_043	Will_Smith.jpg	28	1	1.019365e+02	1	7.611056e-01	104.000000	
subject_043	Hillary_Cllinton.jpg	29	2	1.042533e+02	2	2.108331e+00	41.000000	
subject_043	Yael_Abecassis.jpg	30	3	1.079033e+02	3	2.378156e+00	105.000000	
subject_043	Tali_Moreno.jpg	31	4	1.118367e+02	4	4.388614e+00	98.000000	
subject_043	Paul_Walker.jpg	32	1	1.177702e+02	1	1.375044e+00	83.000000	
subject_043	Keanu_Reeves.jpg	33	4	1.206869e+02	4	7.762136e+00	58.000000	
subject_043	Halle_Berry.jpg	34	1	1.300038e+02	1	1.117207e+00	37.000000	
subject_043	Linoy_Bar-Geffen.jpg	35	5	1.326705e+02	5	2.682380e+00	63.000000	
subject_043	Nicolas_Cage.jpg	36	1	1.369040e+02	1	8.329025e-01	74.000000	
subject_043	Joseph_Gordon-Levitt.jpg	37	1	1.392873e+02	1	9.934288e-01	52.000000	
subject_043	Kim_Kardashian.jpg	38	1	1.418374e+02	1	7.713511e-01	60.000000	
subject_043	Sara_Palin.jpg	39	2	1.441541e+02	2	1.822556e+00	92.000000	
subject_043	Bradd_Pitt.jpg	40	1	1.475208e+02	1	8.237598e-01	17.000000	
subject_043	Michal_Yanai.jpg	41	5	1.498876e+02	5	4.720895e+00	66.000000	
subject_043	Geula_Even.jpg	42	5	1.561544e+02	5	2.014010e+00	33.000000	
subject_043	Jerry_Seinfeld.jpg	43	5	1.597211e+02	5	1.287177e+00	49.000000	
subject_043	Arnold_schwarzenegger.jpg	44	1	1.625545e+02	1	8.777573e-01	8.000000	
subject_043	Demi_Moore.jpg	45	2	1.649879e+02	2	1.716293e+00	26.000000	
subject_043	Oshri_Cohen.jpg	46	4	1.682546e+02	4	2.177467e+00	81.000000	
