subjectID	stimName	runtrial	subjectAnswerFamiliarity	onsettime_Fam	resp_Fam	RT_Fam	StimNum
subject_073	Miley_Cyrus.jpg	1	1	2.527314e-02	1	1.366924e+00	69.000000	
subject_073	Oprah_Winfrey.jpg	2	1	2.942136e+00	1	8.740791e-01	80.000000	
subject_073	Hugh_Grant.jpg	3	1	5.358748e+00	1	1.185373e+00	42.000000	
subject_073	Cameron_Diaz.jpg	4	1	8.092205e+00	1	9.159783e-01	21.000000	
subject_073	Tom_Cruise.jpg	5	1	1.055895e+01	1	6.171425e-01	101.000000	
subject_073	Ashton_Kutcher.jpg	6	1	1.272569e+01	1	1.026335e+00	9.000000	
subject_073	Noa_Tishby.jpg	7	1	1.530910e+01	1	9.708920e-01	77.000000	
subject_073	Natalie_Portman.jpg	8	1	1.782588e+01	1	1.246138e+00	73.000000	
subject_073	Abigail_Arieli.jpg	9	3	2.062595e+01	3	2.317941e+00	1.000000	
subject_073	Anne_hathaway.jpg	10	1	2.449281e+01	1	1.283056e+00	6.000000	
subject_073	Tali_Sharon.jpg	11	1	2.732616e+01	1	2.057674e+00	99.000000	
subject_073	Vanna_White.jpg	12	3	3.092628e+01	3	1.825462e+00	103.000000	
subject_073	Courteney_Cox.jpg	13	1	3.429306e+01	1	9.866240e-01	24.000000	
subject_073	Russell_Crowe.jpg	14	1	3.682646e+01	1	2.197214e+00	89.000000	
subject_073	Barak_Obama.jpg	15	1	4.057662e+01	1	7.989795e-01	12.000000	
subject_073	Ryan_Seacrest.jpg	16	1	4.292667e+01	1	2.648899e+00	91.000000	
subject_073	Leonardo_Dicaprio.jpg	17	1	4.712678e+01	1	6.407429e-01	61.000000	
subject_073	Adam_Sandler.jpg	18	1	4.931027e+01	1	1.049251e+00	2.000000	
subject_073	Madonna.jpg	19	1	5.191030e+01	1	1.185129e+00	65.000000	
subject_073	Johnny_Depp.jpg	20	1	5.464383e+01	1	8.116037e-01	51.000000	
subject_073	Halle_Berry.jpg	21	1	5.701046e+01	1	1.292974e+00	37.000000	
subject_073	Keren_Peles.jpg	22	1	5.986053e+01	1	1.474812e+00	59.000000	
subject_073	Geula_Even.jpg	23	3	6.289396e+01	3	2.049340e+00	33.000000	
subject_073	Yael_Abecassis.jpg	24	1	6.649408e+01	1	9.131222e-01	105.000000	
subject_073	Moshe_Peretz.jpg	25	4	6.896088e+01	4	2.094328e+00	72.000000	
subject_073	Jim_Carrey.jpg	26	1	7.261098e+01	1	9.321471e-01	50.000000	
subject_073	Dudu_Topaz.jpg	27	4	7.509440e+01	4	1.784778e+00	28.000000	
subject_073	Shlomo_Bar-Aba.jpg	28	1	7.842784e+01	1	1.955283e+00	97.000000	
subject_073	Michelle_Obama.jpg	29	4	8.192796e+01	4	2.423075e+00	67.000000	
subject_073	Ofer_Shechter.jpg	30	1	8.589476e+01	1	1.112183e+00	78.000000	
subject_073	Ninet_Tayeb.jpg	31	2	8.856153e+01	2	3.765309e+00	76.000000	
subject_073	Christina_Aguilera.jpg	32	1	9.387838e+01	1	1.416484e+00	23.000000	
subject_073	Nicole_Kidman.jpg	33	1	9.684509e+01	1	1.617723e+00	75.000000	
subject_073	Charlie_Sheen.jpg	34	3	1.000120e+02	3	2.522708e+00	22.000000	
subject_073	Jerry_Seinfeld.jpg	35	1	1.040787e+02	1	1.519937e+00	49.000000	
subject_073	Avri_Gilad.jpg	36	1	1.071454e+02	1	2.125262e+00	11.000000	
subject_073	Ivri_Lider.jpg	37	1	1.108289e+02	1	7.937314e-01	44.000000	
subject_073	Guy_Zilberman.jpg	38	4	1.131790e+02	4	2.259584e+00	35.000000	
subject_073	Drew_Barrymore.jpg	39	1	1.169958e+02	1	1.442774e+00	27.000000	
subject_073	Paul_Walker.jpg	40	4	1.199959e+02	4	2.554632e+00	83.000000	
subject_073	Sara_Palin.jpg	41	5	1.240960e+02	5	2.086395e+00	92.000000	
subject_073	Hillary_Cllinton.jpg	42	1	1.277295e+02	1	3.524870e+00	41.000000	
subject_073	Bradley_Cooper.jpg	43	3	1.328130e+02	3	2.393299e+00	18.000000	
subject_073	Yehuda_Levi.jpg	44	1	1.367631e+02	1	1.107146e+00	109.000000	
subject_073	Julia_Roberts.jpg	45	1	1.394132e+02	1	1.833002e+00	54.000000	
subject_073	Arnold_schwarzenegger.jpg	46	1	1.427966e+02	1	1.241469e+00	8.000000	
subject_073	Michal_Yanai.jpg	47	1	1.455800e+02	1	1.194061e+00	66.000000	
subject_073	Harel_Skaat.jpg	48	1	1.483301e+02	1	8.359343e-01	38.000000	
subject_073	Beyonce_Knowles.jpg	49	1	1.507136e+02	1	1.004363e+00	15.000000	
subject_073	Pierce_Brosnan.jpg	50	4	1.532636e+02	4	2.294342e+00	84.000000	
subject_073	Esti_Ginzburg.jpg	51	1	1.571137e+02	1	1.148165e+00	31.000000	
subject_073	Justin_Bieber.jpg	52	1	1.598138e+02	1	8.640812e-01	55.000000	
subject_073	Sassi_Keshet.jpg	53	4	1.622306e+02	4	2.671261e+00	93.000000	
subject_073	Arik_Einstein.jpg	54	1	1.664474e+02	1	1.198394e+00	7.000000	
subject_073	Emma_Stone.jpg	55	1	1.691975e+02	1	1.944222e+00	30.000000	
subject_073	Nicolas_Cage.jpg	56	1	1.726976e+02	1	9.721062e-01	74.000000	
subject_073	Bruce_Willis.jpg	57	1	1.752143e+02	1	1.439252e+00	20.000000	
subject_073	George_Clooney.jpg	58	1	1.781977e+02	1	1.599886e+00	32.000000	
subject_073	Kim_Kardashian.jpg	59	1	1.813479e+02	1	7.457670e-01	60.000000	
subject_073	Ola_Schor.jpg	60	4	1.836479e+02	4	2.357577e+00	79.000000	
subject_073	Benedict_Cumberbatch.jpg	61	3	1.875481e+02	3	2.265301e+00	14.000000	
subject_073	Hugh_Laurie.jpg	62	2	1.913649e+02	2	2.736537e+00	43.000000	
subject_073	Britney_Spears.jpg	63	1	1.956483e+02	1	1.053023e+00	19.000000	
subject_073	Miri_Bohadana.jpg	64	1	1.982484e+02	1	9.809175e-01	70.000000	
subject_073	Adi_Himelbloy.jpg	65	4	2.007819e+02	4	2.687373e+00	3.000000	
subject_073	Katie_Holmes.jpg	66	1	2.050154e+02	1	1.253765e+00	57.000000	
subject_073	Tali_Moreno.jpg	67	4	2.078154e+02	4	2.645792e+00	98.000000	
subject_073	Helen_Hunt.jpg	68	4	2.120156e+02	4	1.885544e+00	40.000000	
subject_073	Julia_Louis-Dreyfus.jpg	69	3	2.154490e+02	3	3.092040e+00	53.000000	
subject_073	James_Franco.jpg	70	1	2.200991e+02	1	1.433830e+00	45.000000	
subject_073	Yael_Sharoni.jpg	71	5	2.230826e+02	5	1.898392e+00	107.000000	
subject_073	Ellen_Degeneres.jpg	72	1	2.265327e+02	1	1.336109e+00	29.000000	
subject_073	Mikel_Luis.jpg	73	5	2.294161e+02	5	2.092641e+00	68.000000	
subject_073	Joseph_Gordon-Levitt.jpg	74	1	2.330662e+02	1	9.625335e-01	52.000000	
subject_073	David_Schwimmer.jpg	75	3	2.355830e+02	3	2.293715e+00	25.000000	
subject_073	Will_Smith.jpg	76	1	2.394331e+02	1	8.836128e-01	104.000000	
subject_073	Justin_Timberlake.jpg	77	1	2.418665e+02	1	1.002130e+00	56.000000	
subject_073	Asi_Cohen.jpg	78	1	2.444166e+02	1	1.228056e+00	10.000000	
subject_073	Yael_Bar-Zohar.jpg	79	1	2.472000e+02	1	7.805530e-01	106.000000	
subject_073	Harrison_Ford.jpg	80	5	2.495335e+02	5	1.815082e+00	39.000000	
subject_073	Keanu_Reeves.jpg	81	1	2.529002e+02	1	9.522933e-01	58.000000	
subject_073	Guy_Arieli.jpg	82	1	2.554003e+02	1	1.404096e+00	34.000000	
subject_073	Angelina_Jolie.jpg	83	1	2.583504e+02	1	7.180355e-01	5.000000	
subject_073	Yardena_Arazi.jpg	84	1	2.606171e+02	1	9.871962e-01	108.000000	
subject_073	Jennifer_Lopez.jpg	85	1	2.631506e+02	1	1.429801e+00	48.000000	
subject_073	Rami_Keinstein.jpg	86	1	2.661340e+02	1	1.198299e+00	85.000000	
subject_073	Roni_Duani.jpg	87	1	2.688841e+02	1	8.961964e-01	88.000000	
subject_073	Moran_Atias.jpg	88	1	2.713342e+02	1	2.246027e+00	71.000000	
subject_073	Yona_Elian.jpg	89	1	2.751343e+02	1	8.938638e-01	110.000000	
subject_073	Sharon_Stone.jpg	90	3	2.775844e+02	3	1.731767e+00	95.000000	
subject_073	Alma_Zak.jpg	91	5	2.808678e+02	5	1.944212e+00	4.000000	
subject_073	Tamar_Ish-Shalom.jpg	92	5	2.843679e+02	5	2.100106e+00	100.000000	
subject_073	Shakira.jpg	93	1	2.880180e+02	1	1.281962e+00	94.000000	
subject_073	Rihanna.jpg	94	1	2.908515e+02	1	8.564930e-01	87.000000	
subject_073	Oz_Zehavi.jpg	95	1	2.932515e+02	1	1.400407e+00	82.000000	
subject_073	Limor_Goldstein.jpg	96	5	2.962016e+02	5	2.090209e+00	62.000000	
subject_073	Ryan_Gosling.jpg	97	1	2.998351e+02	1	1.368699e+00	90.000000	
subject_073	Shih_Labeouf.jpg	98	3	3.027519e+02	3	2.483808e+00	96.000000	
subject_073	Linoy_Bar-Geffen.jpg	99	1	3.067853e+02	1	1.450397e+00	63.000000	
subject_073	Bill_Clinton.jpg	100	3	3.097854e+02	3	3.674196e+00	16.000000	
subject_073	Jay_Leno.jpg	101	4	3.150023e+02	4	2.897206e+00	46.000000	
subject_073	Demi_Moore.jpg	102	1	3.194524e+02	1	2.999069e+00	26.000000	
subject_073	Ben_Stiller.jpg	103	5	3.240026e+02	5	2.824794e+00	13.000000	
subject_073	Lior_Ashkenazi.jpg	104	1	3.283694e+02	1	1.265943e+00	64.000000	
subject_073	Ran_Danker.jpg	105	1	3.311861e+02	1	1.009205e+00	86.000000	
subject_073	Jennifer_Aniston.jpg	106	1	3.337529e+02	1	2.586431e+00	47.000000	
subject_073	Bradd_Pitt.jpg	107	1	3.378863e+02	1	1.612885e+00	17.000000	
subject_073	Gwyneth_Paltrow.jpg	108	1	3.410531e+02	1	1.766093e+00	36.000000	
subject_073	Oshri_Cohen.jpg	109	1	3.443699e+02	1	1.593212e+00	81.000000	
subject_073	Tom_Hanks.jpg	110	1	3.475200e+02	1	1.915128e+00	102.000000	
