Stim Name1	Stim Name2	StimNum1	StimNum2
Britney_Spears	Moshe_Peretz	7	37
Yael_Bar-Zohar	George_Clooney	4	35
Yael_Bar-Zohar	Oprah_Winfrey	4	34
Britney_Spears	Moshe_Peretz	7	37
Asi_Cohen	Justin_Bieber	6	36
Rihanna	Oprah_Winfrey	5	34
Yael_Bar-Zohar	George_Clooney	4	35
Rihanna	Moshe_Peretz	5	37
Asi_Cohen	Moshe_Peretz	6	37
Yael_Bar-Zohar	Oprah_Winfrey	4	34
Rihanna	Oprah_Winfrey	5	34
Britney_Spears	Justin_Bieber	7	36
Asi_Cohen	Oprah_Winfrey	6	34
Britney_Spears	George_Clooney	7	35
Asi_Cohen	Moshe_Peretz	6	37
Rihanna	Moshe_Peretz	5	37
Britney_Spears	George_Clooney	7	35
Yael_Bar-Zohar	Moshe_Peretz	4	37
Rihanna	Oprah_Winfrey	5	34
Asi_Cohen	George_Clooney	6	35
Yael_Bar-Zohar	Moshe_Peretz	4	37
Yael_Bar-Zohar	George_Clooney	4	35
Rihanna	George_Clooney	5	35
Britney_Spears	Oprah_Winfrey	7	34
Rihanna	Justin_Bieber	5	36
Asi_Cohen	Moshe_Peretz	6	37
Asi_Cohen	Oprah_Winfrey	6	34
Asi_Cohen	Justin_Bieber	6	36
Britney_Spears	Moshe_Peretz	7	37
Yael_Bar-Zohar	Justin_Bieber	4	36
Yael_Bar-Zohar	Oprah_Winfrey	4	34
Rihanna	Justin_Bieber	5	36
Yael_Bar-Zohar	Justin_Bieber	4	36
Rihanna	Justin_Bieber	5	36
Asi_Cohen	Oprah_Winfrey	6	34
Rihanna	Moshe_Peretz	5	37
Britney_Spears	Oprah_Winfrey	7	34
Asi_Cohen	Justin_Bieber	6	36
Rihanna	George_Clooney	5	35
Britney_Spears	Oprah_Winfrey	7	34
Britney_Spears	Justin_Bieber	7	36
Rihanna	Moshe_Peretz	5	37
Asi_Cohen	Oprah_Winfrey	6	34
Yael_Bar-Zohar	Oprah_Winfrey	4	34
Britney_Spears	George_Clooney	7	35
Yael_Bar-Zohar	Moshe_Peretz	4	37
Yael_Bar-Zohar	George_Clooney	4	35
Asi_Cohen	Justin_Bieber	6	36
Rihanna	Justin_Bieber	5	36
Britney_Spears	George_Clooney	7	35
Britney_Spears	Moshe_Peretz	7	37
Britney_Spears	Justin_Bieber	7	36
Rihanna	George_Clooney	5	35
Asi_Cohen	Moshe_Peretz	6	37
Asi_Cohen	George_Clooney	6	35
Britney_Spears	Justin_Bieber	7	36
Britney_Spears	Oprah_Winfrey	7	34
Asi_Cohen	George_Clooney	6	35
Yael_Bar-Zohar	Moshe_Peretz	4	37
Asi_Cohen	George_Clooney	6	35
Rihanna	Oprah_Winfrey	5	34
Yael_Bar-Zohar	Justin_Bieber	4	36
Rihanna	George_Clooney	5	35
Yael_Bar-Zohar	Justin_Bieber	4	36
