Stim Name1	Stim Name2	StimNum1	StimNum2
Kim_Kardashian	Hugh_Laurie	7	37
Justin_Bieber	Britney_Spears	4	35
Justin_Bieber	Sassi_Keshet	4	34
Kim_Kardashian	Hugh_Laurie	7	37
Anne_hathaway	Gwyneth_Paltrow	6	36
Ashton_Kutcher	Sassi_Keshet	5	34
Justin_Bieber	Britney_Spears	4	35
Ashton_Kutcher	Hugh_Laurie	5	37
Anne_hathaway	Hugh_Laurie	6	37
Justin_Bieber	Sassi_Keshet	4	34
Ashton_Kutcher	Sassi_Keshet	5	34
Kim_Kardashian	Gwyneth_Paltrow	7	36
Anne_hathaway	Sassi_Keshet	6	34
Kim_Kardashian	Britney_Spears	7	35
Anne_hathaway	Hugh_Laurie	6	37
Ashton_Kutcher	Hugh_Laurie	5	37
Kim_Kardashian	Britney_Spears	7	35
Justin_Bieber	Hugh_Laurie	4	37
Ashton_Kutcher	Sassi_Keshet	5	34
Anne_hathaway	Britney_Spears	6	35
Justin_Bieber	Hugh_Laurie	4	37
Justin_Bieber	Britney_Spears	4	35
Ashton_Kutcher	Britney_Spears	5	35
Kim_Kardashian	Sassi_Keshet	7	34
Ashton_Kutcher	Gwyneth_Paltrow	5	36
Anne_hathaway	Hugh_Laurie	6	37
Anne_hathaway	Sassi_Keshet	6	34
Anne_hathaway	Gwyneth_Paltrow	6	36
Kim_Kardashian	Hugh_Laurie	7	37
Justin_Bieber	Gwyneth_Paltrow	4	36
Justin_Bieber	Sassi_Keshet	4	34
Ashton_Kutcher	Gwyneth_Paltrow	5	36
Justin_Bieber	Gwyneth_Paltrow	4	36
Ashton_Kutcher	Gwyneth_Paltrow	5	36
Anne_hathaway	Sassi_Keshet	6	34
Ashton_Kutcher	Hugh_Laurie	5	37
Kim_Kardashian	Sassi_Keshet	7	34
Anne_hathaway	Gwyneth_Paltrow	6	36
Ashton_Kutcher	Britney_Spears	5	35
Kim_Kardashian	Sassi_Keshet	7	34
Kim_Kardashian	Gwyneth_Paltrow	7	36
Ashton_Kutcher	Hugh_Laurie	5	37
Anne_hathaway	Sassi_Keshet	6	34
Justin_Bieber	Sassi_Keshet	4	34
Kim_Kardashian	Britney_Spears	7	35
Justin_Bieber	Hugh_Laurie	4	37
Justin_Bieber	Britney_Spears	4	35
Anne_hathaway	Gwyneth_Paltrow	6	36
Ashton_Kutcher	Gwyneth_Paltrow	5	36
Kim_Kardashian	Britney_Spears	7	35
Kim_Kardashian	Hugh_Laurie	7	37
Kim_Kardashian	Gwyneth_Paltrow	7	36
Ashton_Kutcher	Britney_Spears	5	35
Anne_hathaway	Hugh_Laurie	6	37
Anne_hathaway	Britney_Spears	6	35
Kim_Kardashian	Gwyneth_Paltrow	7	36
Kim_Kardashian	Sassi_Keshet	7	34
Anne_hathaway	Britney_Spears	6	35
Justin_Bieber	Hugh_Laurie	4	37
Anne_hathaway	Britney_Spears	6	35
Ashton_Kutcher	Sassi_Keshet	5	34
Justin_Bieber	Gwyneth_Paltrow	4	36
Ashton_Kutcher	Britney_Spears	5	35
Justin_Bieber	Gwyneth_Paltrow	4	36
