Stim1Time	Stim2Time	Stim1Fraction	Stim2Fraction	Fusion	Stim1Quantity	Stim2Quantity	InitialStim1	SubjectInd	SubjectCode	Trial	Delta_Val	Delta_Aro	IsHighVal	IsHighAro	Val1_Ranking	Aro1_Ranking	Val2_Ranking	Aro2_Ranking	IsCorrupted	Stim1Name	Stim2Name
0.6646185410209	5.02898337552324	0.116730770918439	0.883269229081561	24.3063179715537	2	3	0	1	1	1	-1	0	NaN	0	1.046875	0.015625	9.078125	0	0	woman	family
0	1.68780278926715	0	1	28.3117062766105	0	2	0	1	1	2	0	1	0	NaN	1.078125	7.0625	1.078125	0.03125	0	crime_1	man_in_jail
1.51192283490673	0.983552557881922	0.605865655608481	0.394134344391519	27.5041978876106	1	2	0	1	1	3	1	0	NaN	1	10	0	1.015625	0.03125	0	couple_1	car_accident
2.8237631060183	0.5998046528548	0.824801290612624	0.175198709387376	26.5763917574659	2	1	1	1	1	4	1	0	NaN	1	9.875	0.0625	1.046875	2.046875	0	wind_surfer	crime_3
0	0.551359805744141	0	1	29.4485253007151	0	1	0	1	1	5	-1	0	NaN	0	1	2.0625	9.046875	0.015625	0	old_man	girl
3.21603137440979	13.6368365581147	0.190829916147574	0.809170083852426	13.1469849580899	1	3	0	1	1	6	0	1	1	NaN	10	0	6.96875	0.0625	0	couple_1	couple_on_bicycle
2.74391043186188	3.63979641906917	0.429830268829103	0.570169731170897	23.6162369851954	1	2	0	1	1	7	-1	0	NaN	0	1	2.0625	9.984375	0.03125	0	old_man	elderly_couple
4.23215494863689	2.55193883460015	0.623834971016204	0.376165028983796	23.2158229690976	2	2	1	1	1	8	1	0	NaN	1	9.984375	0	1.015625	0.03125	0	couple_2	car_accident
2.36769303912297	3.47199236415327	0.405448731500951	0.594551268499049	24.1601629257202	2	2	1	1	1	9	-1	0	NaN	0	1.046875	0.015625	6.96875	0.0625	0	woman	couple_on_bicycle
0.776045537553728	0	1	0	29.2238649423234	1	0	1	1	1	10	0	1	0	NaN	1.078125	7.0625	1	2.0625	0	crime_1	old_man
1.35167751600966	1.78415194246918	0.431043056998816	0.568956943001184	26.864097842481	1	1	1	1	1	11	0	1	0	NaN	1.046875	2.046875	1.03125	0.09375	0	crime_3	cemetery
0	1.02369285887107	0	1	28.9762572492473	0	1	0	1	1	12	-1	0	NaN	0	1.078125	0.03125	9.046875	0.015625	0	man_in_jail	girl
3.84723102441058	0	1	0	26.1526281386614	2	0	1	1	1	13	1	0	NaN	1	10	0	1.046875	2.046875	0	couple_1	crime_3
5.28694402426481	0	1	0	24.7130405805074	4	0	1	1	1	14	-1	0	NaN	0	1.046875	0.015625	9.046875	0.015625	0	woman	girl
1.9199731326662	3.69549095863476	0.341908184515056	0.658091815484944	24.3843865185045	3	3	1	1	1	15	0	1	1	NaN	9.984375	0	6.96875	0.0625	0	couple_2	couple_on_bicycle
5.53547257557511	0	1	0	24.4644304923713	3	0	1	1	1	16	-1	0	NaN	0	1.046875	0.015625	9.984375	0.03125	0	woman	elderly_couple
0.847598797641695	3.97564115794376	0.175732247503082	0.824267752496918	25.1765998206101	1	2	0	1	1	17	0	1	1	NaN	10	0.09375	9.078125	0	0	waves_surfer	family
2.40764859784395	0.992223451379687	0.708158590378052	0.291841409621948	26.6001336527988	1	1	0	1	1	18	1	0	NaN	1	9.875	0.0625	1.015625	0.03125	0	wind_surfer	car_accident
2.79988664574921	1.88015755498782	0.598260726962424	0.401739273037576	25.319896214176	2	1	1	1	1	19	1	0	NaN	1	10	0.09375	1.078125	7.0625	0	waves_surfer	crime_1
1.76003115531057	0.856000275816768	0.672786700636893	0.327213299363107	27.3837538920343	1	1	0	1	1	20	0	1	1	NaN	9.875	0.0625	6.96875	0.0625	0	wind_surfer	couple_on_bicycle
4.29585297359154	2.79206704767421	0.606080903946824	0.393919096053176	22.9120104154572	4	2	1	1	1	21	0	1	0	NaN	1.015625	0.03125	1.03125	0.09375	0	car_accident	cemetery
3.36742932582274	2.95186733268201	0.532880399164474	0.467119600835526	23.6805901583284	2	2	1	1	1	22	-1	0	NaN	0	1.078125	0.03125	9.078125	0	0	man_in_jail	family
2.85586371505633	3.13569546304643	0.476647835757611	0.523352164242389	24.0083755352534	2	3	0	1	1	23	0	1	0	NaN	1.046875	2.046875	1	2.0625	0	crime_3	old_man
2.84151856647804	0.791873468086123	0.782056695079118	0.217943304920882	26.3664400442503	3	1	1	1	1	24	0	1	1	NaN	9.984375	0	9.078125	0	0	couple_2	family
2.15989522170275	8.89582326589152	0.195364527789523	0.804635472210477	18.9442401733249	1	2	0	1	1	25	0	1	0	NaN	1.046875	2.046875	1.078125	0.03125	0	crime_3	man_in_jail
1.1992723220028	3.75997128570452	0.241825652633593	0.758174347366407	25.0406095678918	1	4	0	1	1	26	0	1	1	NaN	10	0	9.078125	0	0	couple_1	family
0.799837039317936	4.58378200186417	0.148568654876871	0.851431345123129	24.6161919403821	1	2	0	1	1	27	0	1	1	NaN	10	0.09375	9.984375	0.03125	0	waves_surfer	elderly_couple
0	1.68793763965368	0	1	28.3120261533186	0	1	0	1	1	28	-1	0	NaN	0	1	2.0625	6.96875	0.0625	0	old_man	couple_on_bicycle
0	3.80781572079286	0	1	26.1921112947166	0	2	0	1	1	29	-1	0	NaN	0	1.03125	0.09375	9.078125	0	0	cemetery	family
