subjectID	runtrial	onsettime	Name	Bid	RT
Sub_36_16_10_17	1	1.676356e-02	crime_1.jpg	2.250000e+00	1.550202e+00
Sub_36_16_10_17	2	1.933355e+00	family.jpg	8.625000e+00	2.383417e+00
Sub_36_16_10_17	3	4.683460e+00	wind_surfer.jpg	9.781250e+00	2.250061e+00
Sub_36_16_10_17	4	7.300229e+00	couple_1.jpg	8.453125e+00	1.750044e+00
Sub_36_16_10_17	5	9.416972e+00	couple_2.jpg	8.250000e+00	1.483317e+00
Sub_36_16_10_17	6	1.125036e+01	cemetery.jpg	2.031250e-01	3.433423e+00
Sub_36_16_10_17	7	1.505049e+01	crime_2.jpg	3.046875e+00	3.200097e+00
Sub_36_16_10_17	8	1.861729e+01	old_man.jpg	6.609375e+00	1.950035e+00
Sub_36_16_10_17	9	2.093404e+01	couple_on_bicycle.jpg	8.453125e+00	2.150037e+00
Sub_36_16_10_17	10	2.345078e+01	waves_surfer.jpg	9.937500e+00	1.950081e+00
Sub_36_16_10_17	11	2.575088e+01	man_in_jail.jpg	7.812500e-01	1.650050e+00
Sub_36_16_10_17	12	2.775103e+01	car_accident.jpg	2.187500e-01	1.833284e+00
Sub_36_16_10_17	13	2.995106e+01	girl.jpg	6.062500e+00	1.949976e+00
Sub_36_16_10_17	14	3.230112e+01	elderly_couple.jpg	6.062500e+00	1.783343e+00
Sub_36_16_10_17	15	3.445116e+01	woman.jpg	9.687500e-01	2.300073e+00
Sub_36_16_10_17	16	3.715125e+01	crime_3.jpg	1.531250e+00	1.983397e+00
