subjectID	runtrial	onsettime	Name	Bid	RT
Sub_35_16_10_17	1	1.674988e-02	family.jpg	1.000000e+00	5.316999e+00
Sub_35_16_10_17	2	5.716792e+00	elderly_couple.jpg	2.968750e+00	2.466790e+00
Sub_35_16_10_17	3	8.583624e+00	old_man.jpg	9.375000e-02	2.116709e+00
Sub_35_16_10_17	4	1.110036e+01	girl.jpg	4.000000e+00	2.516723e+00
Sub_35_16_10_17	5	1.403385e+01	couple_1.jpg	6.046875e+00	2.533335e+00
Sub_35_16_10_17	6	1.698390e+01	man_in_jail.jpg	1.921875e+00	7.900221e+00
Sub_35_16_10_17	7	2.526752e+01	car_accident.jpg	3.984375e+00	3.566733e+00
Sub_35_16_10_17	8	2.923434e+01	waves_surfer.jpg	8.187500e+00	2.516681e+00
Sub_35_16_10_17	9	3.215109e+01	crime_3.jpg	8.125000e+00	2.700052e+00
Sub_35_16_10_17	10	3.523454e+01	crime_1.jpg	7.937500e+00	3.800105e+00
Sub_35_16_10_17	11	3.943469e+01	wind_surfer.jpg	9.296875e+00	2.500035e+00
Sub_35_16_10_17	12	4.233479e+01	couple_on_bicycle.jpg	5.140625e+00	2.566713e+00
Sub_35_16_10_17	13	4.531824e+01	crime_2.jpg	7.640625e+00	2.483390e+00
Sub_35_16_10_17	14	4.818498e+01	couple_2.jpg	6.750000e+00	2.366751e+00
Sub_35_16_10_17	15	5.091840e+01	cemetery.jpg	1.906250e+00	5.583539e+00
Sub_35_16_10_17	16	5.688529e+01	woman.jpg	7.968750e-01	2.650060e+00
