face1Time	face2Time	face1Fraction	face2Fraction	Fusion	Quantity_face1	Quantity_face2	Initial_face	Subject	Trial	Delta_ARO
18.18853845	2.199871022	0.892101881	0.107898119	9.611450835	4	4	1	6	42	-3
0	27.76966045	0	1	2.230301629	0	3	0	6	43	-1
15.15230356	4.712074996	0.762787696	0.237212304	10.13559208	3	1	1	6	44	-2
10.17532395	5.336073489	0.655990151	0.344009849	14.48855666	4	5	0	6	45	-3
14.22450078	1.632036497	0.897074849	0.102925151	14.14332275	4	3	1	6	46	-2
0	28.68012397	0	1	1.319871182	0	1	0	6	47	-4
18.71956191	4.52066221	0.805481127	0.194518873	6.759541531	4	4	1	6	48	1
26.76861757	0.079875709	0.997024946	0.002975054	3.15156545	2	1	1	6	49	0
0	28.81669193	0	1	1.183214557	0	1	0	6	50	-4
7.903710443	10.87245135	0.420943883	0.579056117	11.22380143	3	4	0	6	51	-2
9.103903909	12.03945618	0.430579807	0.569420193	8.856628788	2	3	0	6	52	-3
1.616522698	26.87821628	0.056730567	0.943269433	1.505280411	1	2	0	6	53	-2
28.76911677	0	1	0	1.230806249	1	0	0	6	54	-1
19.63669982	7.944406226	0.711962014	0.288037986	2.418846916	3	3	1	6	55	-3
2.280151569	15.95513982	0.125040589	0.874959411	11.76464618	2	3	0	6	56	0
11.66803503	5.559328393	0.677296621	0.322703379	12.7726055	2	3	0	6	57	-1
16.28025392	7.952329621	0.671833191	0.328166809	5.767376832	5	6	0	6	58	-4
0	28.9859573	0	1	1.014043843	0	1	0	6	59	-1
11.25466339	2.664161716	0.808592917	0.191407083	16.08100498	2	1	1	6	60	-3
15.44765846	2.871874882	0.843234277	0.156765723	11.68035575	3	2	1	6	61	-2
0	28.65838823	0	1	1.341549903	0	2	0	6	62	-6
21.04753439	0.672143841	0.969053692	0.030946308	8.280321771	2	1	1	6	63	-2
16.61587981	3.829817764	0.812683439	0.187316561	9.554264228	2	1	1	6	64	-2
0	25.46057878	0	1	4.539921564	0	3	0	7	1	-3
21.35801912	6.112022028	0.777502262	0.222497738	2.529900974	3	2	1	7	2	-4
7.999922454	21.04254816	0.275455989	0.724544011	0.957488615	1	2	0	7	3	-3
0	28.79956568	0	1	1.200313721	0	1	0	7	4	-1
1.479260903	27.22362012	0.051537018	0.948462982	1.296893469	2	2	0	7	5	-2
4.315859263	22.6317382	0.160157479	0.839842521	3.052280804	2	1	1	7	6	-2
3.728120943	24.54492274	0.131861323	0.868138677	1.726927812	1	2	0	7	7	-1
3.960151135	24.73312012	0.138016718	0.861983282	1.306683701	2	3	0	7	8	-3
3.396198459	17.03545238	0.166222421	0.833777579	9.568297839	1	2	0	7	9	-4
7.384391452	20.74732565	0.262493449	0.737506551	1.868272637	3	4	0	7	10	-2
6.59189817	21.11047538	0.237954273	0.762045727	2.297628164	2	3	0	7	11	0
4.799974227	19.86624474	0.194597082	0.805402918	5.333708901	3	4	0	7	12	-3
5.260267056	23.38393159	0.18364162	0.81635838	1.355826442	3	3	0	7	13	0
14.61609378	11.78585565	0.553599037	0.446400963	3.598028041	4	4	1	7	14	-2
20.21612948	7.685100659	0.724560508	0.275439492	2.098561172	4	4	1	7	15	-3
3.816160325	20.64024663	0.156039288	0.843960712	5.543371808	1	3	0	7	16	-1
5.000055594	23.3598885	0.176306962	0.823693038	1.640015418	2	3	0	7	17	-1
15.09583679	11.25564934	0.572864722	0.427135278	3.648444311	5	5	1	7	18	-2
22.52787508	5.734880878	0.79708699	0.20291301	1.73712117	3	3	1	7	19	-4
15.35992671	11.84797002	0.56453929	0.43546071	2.791941619	5	4	1	7	20	-4
23.59866181	5.136317995	0.821252076	0.178747924	1.264974008	3	2	1	7	21	-2
18.96640845	7.20062077	0.724820853	0.275179147	3.83287043	4	4	0	7	22	-3
3.507715295	24.91965282	0.123392193	0.876607807	1.5725455	2	2	0	7	23	-3
4.504124213	24.33836881	0.156162791	0.843837209	1.157452522	2	3	0	7	24	-2
14.07130276	12.70349911	0.525542741	0.474457259	3.225137402	4	3	1	7	25	-4
5.760320939	23.24966031	0.198563415	0.801436585	0.989985968	2	3	0	7	26	-3
4.867029044	23.00768964	0.174603701	0.825396299	2.125270771	3	3	0	7	27	-4
21.04358734	6.512316761	0.763668913	0.236331087	2.444026049	4	3	1	7	28	-3
1.224200289	24.7842229	0.047069377	0.952930623	3.991504679	1	3	0	7	29	0
3.272087463	20.84878654	0.135653769	0.864346231	5.879128561	1	3	0	7	30	-2
15.4591838	12.71999539	0.548603055	0.451396945	1.820849315	3	2	1	7	31	-4
16.70499786	8.631795216	0.659317768	0.340682232	4.663023887	5	3	1	7	32	-2
23.88100992	5.056131895	0.825271897	0.174728103	1.062800884	3	2	1	7	33	-3
4.208280472	24.51202625	0.146526307	0.853473693	1.279716374	2	3	0	7	34	0
3.136063403	25.16030862	0.110829169	0.889170831	1.703524198	2	3	0	7	35	-4
18.0718855	7.367905147	0.710378704	0.289621296	4.560038009	2	1	1	7	36	-4
3.464054114	24.71661927	0.122923043	0.877076957	1.819235666	1	2	0	7	37	-1
1.111891453	25.79134463	0.041329283	0.958670717	3.096527006	2	3	0	7	38	-2
3.680015954	23.56618499	0.135065287	0.864934713	2.753793359	1	3	0	7	39	-1
13.27267448	14.35206943	0.480463259	0.519536741	2.375160296	4	3	1	7	40	-4
3.975665545	21.42241798	0.156534076	0.843465924	4.601856039	2	3	0	7	41	-2
20.34131073	8.688219905	0.700710975	0.299289025	0.970381842	3	2	1	7	42	-3
2.168044731	25.66828079	0.07788545	0.92211455	2.163630573	2	4	0	7	43	-2
20.64008498	2.615935554	0.88751577	0.11248423	6.743931568	3	2	0	7	44	-1
7.023777376	21.20780693	0.248791471	0.751208529	1.768253194	3	3	0	7	45	-1
3.256022531	25.32230901	0.113933262	0.886066738	1.421485994	3	4	0	7	46	-2
16.69611823	11.45821903	0.593021177	0.406978823	1.845565516	4	4	1	7	47	-1
3.928106517	24.22448767	0.139529114	0.860470886	1.847380728	3	4	0	7	48	-4
16.29494027	11.74465001	0.581140456	0.418859544	1.960287127	4	3	1	7	49	-1
20.54094763	7.760258503	0.725797605	0.274202395	1.698732288	5	3	1	7	50	-1
6.832032246	21.31782101	0.242702233	0.757297767	1.849981383	2	3	0	7	51	-3
22.58344476	6.275729007	0.782539547	0.217460453	1.140823668	3	3	1	7	52	-3
6.376099975	22.43141279	0.221334623	0.778665377	1.192455592	2	3	0	7	53	-1
16.09582538	12.3699473	0.565444879	0.434555121	1.534144643	2	2	1	7	54	-3
7.063816115	17.59945666	0.286410331	0.713589669	5.336665357	3	3	0	7	55	-1
7.480137862	21.06824424	0.262016174	0.737983826	1.451573136	2	3	0	7	56	-4
10.80048455	16.21738476	0.399753379	0.600246621	2.98204402	5	5	1	7	57	-3
14.95383538	13.65591015	0.522683271	0.477316729	1.390193176	3	3	0	7	58	-3
3.544028672	20.33592268	0.148410213	0.851589787	6.11991893	3	4	0	7	59	-2
6.184212867	22.84094951	0.213063851	0.786936149	0.974804836	2	3	0	7	60	-1
19.35221882	5.91995987	0.765751899	0.234248101	4.727748891	4	1	1	7	61	-1
18.5209552	9.464027599	0.661817637	0.338182363	2.015036016	4	4	0	7	62	-2
1.488028206	24.5838724	0.057074021	0.942925979	3.92802783	2	2	0	7	63	-1
14.8722238	13.13401213	0.531032583	0.468967417	1.99378346	3	4	0	7	64	-2
0.415897881	25.82331614	0.015850242	0.984149758	3.761025742	1	3	0	8	1	1
15.53548437	7.702708728	0.668532373	0.331467627	6.761591943	3	4	1	8	2	-5
11.61938022	3.821185048	0.752522982	0.247477018	14.55922462	4	4	1	8	3	-1
2.15190785	24.09574075	0.081984786	0.918015214	3.752156112	2	2	0	8	4	0
4.792656604	19.0915065	0.20066253	0.79933747	6.115905892	3	3	0	8	5	-2
12.36007061	10.16014086	0.548843452	0.451156548	7.479685893	5	5	1	8	6	1
11.84043503	6.399746036	0.649140213	0.350859787	11.75986597	3	2	1	8	7	1
2.168219634	26.43901548	0.075792702	0.924207298	1.392664815	1	2	0	8	8	1
4.290172418	23.35173183	0.155205386	0.844794614	2.357956909	4	5	0	8	9	-5
9.200465163	7.696498761	0.544504043	0.455495957	13.10304577	8	4	1	8	10	1
4.144157223	17.67182938	0.189959652	0.810040348	8.183954952	3	3	0	8	11	-2
2.408009837	26.57747078	0.083076416	0.916923584	1.014626864	2	3	0	8	12	-1
8.800527257	11.65476095	0.430232376	0.569767624	9.544547006	3	5	0	8	13	-2
9.150021368	14.2802371	0.390521572	0.609478428	6.569506331	5	5	0	8	14	1
4.639874934	19.4443713	0.192651864	0.807348136	5.915793678	3	3	0	8	15	-2
9.102834798	8.35166626	0.521517903	0.478482097	12.54549866	3	1	1	8	16	1
18.22430092	3.855876989	0.825369297	0.174630703	7.919660154	5	2	1	8	17	-2
10.88000212	15.1636025	0.417760993	0.582239007	3.956445271	3	4	1	8	18	-1
4.808173254	23.14899645	0.171983549	0.828016451	2.042518404	3	3	0	8	19	-5
11.07168318	16.19175946	0.406099968	0.593900032	2.736583868	2	2	1	8	20	-2
14.5799323	11.31962742	0.562941319	0.437058681	4.100248975	7	5	1	8	21	-2
0	29.29129456	0	1	0.708714566	0	1	0	8	22	1
15.47097192	5.071243849	0.753130631	0.246869369	9.457558715	3	2	1	8	23	-4
5.96425805	17.73378308	0.25167726	0.74832274	6.301810048	3	3	0	8	24	3
0	25.90325201	0	1	4.096781634	0	1	0	8	25	0
17.81289587	8.936292671	0.66592285	0.33407715	3.250633555	3	2	1	8	26	-2
0	25.76298834	0	1	4.237061832	0	2	0	8	27	-2
4.847413906	14.53533783	0.250089047	0.749910953	10.61710201	3	4	0	8	28	-2
4.391888498	20.56317007	0.175991913	0.824008087	5.044899243	2	4	0	8	29	-2
5.426691056	16.56004627	0.246816568	0.753183432	8.013076796	4	4	0	8	30	1
0	28.66880394	0	1	1.331295845	0	1	0	8	31	0
13.03164996	11.3722465	0.53399874	0.46600126	5.596049364	4	4	1	8	32	-1
1.191856966	22.91154802	0.04944766	0.95055234	5.896650033	2	2	0	8	33	-4
2.256586365	26.37396564	0.078817424	0.921182576	1.369428328	1	2	0	8	34	-2
0	28.46747864	0	1	1.532591494	0	1	0	8	35	-2
0	28.50343783	0	1	1.496523964	0	1	0	8	36	0
2.265607952	25.03911093	0.08297496	0.91702504	2.695103215	2	2	0	8	37	-2
2.088206793	19.97294921	0.094655366	0.905344634	7.938858822	1	5	0	8	38	-1
9.56761215	12.55155125	0.432548554	0.567451446	7.880829756	4	8	1	8	39	-2
0	29.14762285	0	1	0.852423903	0	1	0	8	40	-2
3.336104564	23.69702163	0.123408019	0.876591981	2.966876944	1	3	0	8	41	3
13.22642632	7.576430749	0.635798548	0.364201452	9.196943084	6	3	1	8	42	-4
0	19.11885322	0	1	10.88100566	0	4	0	8	43	-2
13.80262214	8.984578287	0.605718205	0.394281795	7.212633072	5	4	1	8	44	-5
0	28.99016845	0	1	1.009914793	0	1	0	8	45	0
4.695245193	17.11620353	0.215265169	0.784734831	8.188536164	2	4	1	8	46	3
16.00024946	12.77324953	0.556075904	0.443924096	1.226345063	3	3	1	8	47	1
2.472198124	19.70424169	0.111478585	0.888521415	7.823474371	2	3	0	8	48	-5
12.21572551	10.40401136	0.540047198	0.459952802	7.380319291	5	4	0	8	49	-2
1.455622056	19.56699976	0.069240748	0.930759252	8.977398137	2	5	0	8	50	1
3.263952398	22.5827137	0.12628137	0.87371863	4.153269755	2	4	0	8	51	-2
12.47557252	4.160372929	0.749916652	0.250083348	13.36373239	6	2	1	8	52	-4
1.744275195	27.0748506	0.060524917	0.939475083	1.180657244	2	3	0	8	53	-5
8.599880773	4.422345048	0.660400218	0.339599782	16.97764646	4	5	1	8	54	-1
0	28.03481938	0	1	1.965293805	0	1	0	8	55	0
7.336068072	18.03929967	0.289101941	0.710898059	4.624623994	3	3	0	8	56	0
5.096050647	5.071349905	0.501214703	0.498785297	19.83234799	3	3	1	8	57	-1
0.55197633	28.15410338	0.019228551	0.980771449	1.293992993	1	2	0	8	58	1
11.25551013	7.920208964	0.586966782	0.413033218	10.82415632	4	2	1	8	59	-2
0	29.12291698	0	1	0.877173966	0	1	0	8	60	0
6.208185856	21.43280894	0.224600667	0.775399333	2.359057951	3	3	0	8	61	-5
2.679828041	25.89553958	0.093781052	0.906218948	1.424426536	1	1	0	8	62	-1
15.48860484	7.069405264	0.686612195	0.313387805	7.44210222	7	5	1	8	63	-5
2.705816848	19.41481737	0.122320943	0.877679057	7.87902253	3	4	1	8	64	3
1.456040007	3.681831413	0.283393625	0.716606375	24.8621588	1	2	0	9	1	0
0	4.167715583	0	1	25.83223538	0	2	0	9	2	5
5.031230017	7.008362444	0.417890392	0.582109608	17.96026357	3	2	1	9	3	-3
1.215785097	17.73209018	0.064164719	0.935835281	11.05211104	1	4	0	9	4	2
0.31225455	3.63936176	0.079019451	0.920980549	26.04833836	2	3	0	9	5	6
5.095402908	14.79543971	0.256168278	0.743831722	10.10912773	3	5	0	9	6	4
0	25.85324954	0	1	4.14670969	0	2	0	9	7	4
3.071434009	17.64007165	0.148296027	0.851703973	9.288495196	2	4	0	9	8	0
2.007957893	20.40788297	0.08957763	0.91042237	7.584099268	2	6	0	9	9	5
9.495133834	1.959853312	0.828908292	0.171091708	18.54498092	5	1	1	9	10	4
3.111426744	16.39122707	0.159538634	0.840461366	10.49714804	1	4	0	9	11	-1
6.959813399	4.330720521	0.616429077	0.383570923	18.70966622	5	4	0	9	12	-3
4.200149276	18.65993431	0.183732892	0.816267108	7.139943785	2	4	0	9	13	-1
15.68765992	3.784345763	0.805651979	0.194348021	10.52790793	5	2	1	9	14	4
6.887424888	3.021263336	0.695089474	0.304910526	20.09125077	2	1	1	9	15	3
2.960161216	23.81425037	0.110559338	0.889440662	3.225525411	1	4	0	9	16	4
8.599984263	14.86918785	0.366437479	0.633562521	6.530795387	3	5	1	9	17	-1
0	25.36367081	0	1	4.636484569	0	3	0	9	18	-3
0	24.26068263	0	1	5.739274607	0	4	0	9	19	5
5.871567548	2.511789159	0.700383838	0.299616162	21.61665185	2	1	1	9	20	3
4.51136351	6.879176767	0.396062294	0.603937706	18.60940213	3	4	1	9	21	6
7.039616408	11.57578529	0.378160865	0.621839135	11.38452076	4	6	0	9	22	0
5.791718352	7.167801112	0.446908419	0.553091581	17.04043948	4	2	1	9	23	-1
2.519797513	2.815369084	0.472299687	0.527700313	24.66476498	2	3	0	9	24	7
5.840273099	8.686705419	0.402029444	0.597970556	15.47296788	3	5	0	9	25	6
2.416052403	8.111764298	0.229492256	0.770507744	19.47212058	1	2	0	9	26	3
4.392001966	2.30347615	0.655965398	0.344034602	23.30440357	2	2	1	9	27	3
2.975885416	19.19174863	0.134244611	0.865755389	7.832267311	1	3	0	9	28	3
4.424024265	23.34147806	0.159335286	0.840664714	2.234443508	2	3	0	9	29	-1
6.179441308	19.00744301	0.245343617	0.754656383	4.813044409	3	3	0	9	30	4
2.31167894	18.76076602	0.109701506	0.890298494	8.927578133	1	5	0	9	31	6
7.127318866	4.344029386	0.621314837	0.378685163	18.52855681	4	2	1	9	32	-3
2.943379879	23.03822314	0.113287078	0.886712922	4.018312304	2	3	0	9	33	-1
3.471780743	14.78755566	0.19013729	0.80986271	11.74056039	4	2	1	9	34	-1
12.87140362	3.311962611	0.795347731	0.204652269	13.81651774	4	2	1	9	35	3
5.487600165	14.98317333	0.268069996	0.731930004	9.529104766	3	4	0	9	36	6
5.5193157	14.98817848	0.269136524	0.730863476	9.492510663	4	5	0	9	37	-1
0	21.70753541	0	1	8.292359676	0	4	0	9	38	-3
2.503755146	18.51160185	0.119139311	0.880860689	8.984596818	2	6	0	9	39	-1
5.69573955	2.975625409	0.656844635	0.343155365	21.32860625	3	4	1	9	40	3
5.720397242	9.015904666	0.388184042	0.611815958	15.26369068	3	6	0	9	41	7
4.072305548	15.17860997	0.21153828	0.78846172	10.74893909	2	5	0	9	42	-1
1.815958663	12.87896665	0.123577264	0.876422736	15.30503905	1	4	0	9	43	6
3.371084737	22.12700412	0.13220931	0.86779069	4.501798815	2	4	0	9	44	1
3.999730299	19.6010089	0.169474789	0.830525211	6.399203783	2	5	0	9	45	2
5.031647682	12.76818423	0.282679506	0.717320494	12.20004151	3	5	0	9	46	7
4.74351798	17.16786782	0.216486443	0.783513557	8.088595379	4	5	0	9	47	4
3.866669594	8.056293115	0.324304427	0.675695573	18.07692439	3	5	0	9	48	5
4.607628549	13.59143337	0.253179453	0.746820547	11.80089788	2	4	0	9	49	-1
3.75146846	13.50113882	0.217443567	0.782556433	12.74742009	2	6	0	9	50	4
6.887698295	6.654851326	0.508596866	0.491403134	16.45735202	5	5	0	9	51	3
2.558703462	9.208031333	0.217452293	0.782547707	18.23322444	2	6	0	9	52	-1
0	11.21178491	0	1	18.78821937	0	5	0	9	53	1
6.615723859	5.770086672	0.534137337	0.465862663	17.61417179	5	4	1	9	54	-3
0	2.16764659	0	1	27.83222711	0	2	0	9	55	2
2.672083401	1.975977218	0.574881358	0.425118642	25.3518912	2	1	0	9	56	6
1.719812224	2.910844407	0.371397053	0.628602947	25.36922192	1	4	0	9	57	-3
0	0	0	0	29.99991019	0	0	0	9	58	0
1.047842577	1.855858173	0.36086452	0.63913548	27.09625278	1	2	0	9	59	6
1.663849535	15.03937123	0.099612497	0.900387503	13.29675301	1	4	0	9	60	2
0	28.21527164	0	1	1.784655092	0	1	0	9	61	1
0.168172593	0	1	0	29.83166433	1	0	0	9	62	-3
0	1.439924655	0	1	28.56006423	0	1	0	9	63	1
1.663935349	12.27948672	0.11933479	0.88066521	16.05657279	2	4	0	9	64	7
1.047687607	19.44517071	0.051124523	0.948875477	9.507401119	1	4	0	10	1	-2
12.29543833	5.44361893	0.693128059	0.306871941	12.26089227	3	3	0	10	2	-1
1.232031903	20.62918544	0.056356967	0.943643033	8.138745025	1	3	0	10	3	-2
3.439898129	22.76362578	0.131276165	0.868723835	3.796382575	2	3	0	10	4	-2
1.759490452	25.27868974	0.065074293	0.934925707	2.961791584	1	3	0	10	5	-2
5.120359405	21.48080641	0.192486278	0.807513722	3.398839598	1	3	0	10	6	-3
6.812801597	18.03172674	0.274217385	0.725782615	5.155444583	3	3	0	10	7	-1
4.328187997	11.50412108	0.273376927	0.726623073	14.16768608	2	4	0	10	8	-2
14.71678149	10.02322685	0.59485758	0.40514242	5.259967134	3	2	1	10	9	-1
3.168178726	19.61977695	0.139028651	0.860971349	7.211999562	2	4	0	10	10	-3
15.18420888	6.016430996	0.71621465	0.28378535	8.799174245	3	4	1	10	11	0
13.69733389	9.3517487	0.594268073	0.405731927	6.950788835	2	1	1	10	12	-2
16.43203572	3.32876874	0.831546902	0.168453098	10.23917444	1	1	1	10	13	0
4.519698493	21.15976637	0.176004388	0.823995612	4.3204804	2	3	0	10	14	-3
3.807928149	6.191418409	0.380817699	0.619182301	20.00059728	2	3	0	10	15	0
10.30395019	3.535616314	0.744528392	0.255471608	16.1602134	3	2	0	10	16	-1
1.89561116	9.215394498	0.170606624	0.829393376	18.88896954	1	3	0	10	17	-2
11.6071634	6.848406792	0.62892467	0.37107533	11.54436423	5	3	1	10	18	0
1.464068084	19.95180663	0.068363684	0.931636316	8.584060283	2	3	0	10	19	-1
0	23.75443198	0	1	6.245552344	0	2	0	10	20	-2
5.943684788	17.30154283	0.255694841	0.744305159	6.754717928	3	3	0	10	21	-2
0	16.68323356	0	1	13.31666124	0	4	0	10	22	-2
2.231174902	5.567489305	0.28609706	0.71390294	22.20121035	4	3	1	10	23	-1
4.079843128	15.8614956	0.204592238	0.795407762	10.05867211	1	4	0	10	24	-3
0	29.19326413	0	1	0.806634379	0	1	0	10	25	-2
11.92717168	2.119860485	0.849088373	0.150911627	15.95273035	3	1	1	10	26	0
0	21.16719001	0	1	8.83274841	0	2	0	10	27	-2
9.162164035	10.40067334	0.468345356	0.531654644	10.43696192	3	5	0	10	28	0
9.687771448	5.651726918	0.631557253	0.368442747	14.66048139	3	2	1	10	29	0
5.199405402	7.466796747	0.410494428	0.589505572	17.33365587	2	3	1	10	30	-3
4.047794233	13.29048791	0.233459936	0.766540064	12.66166055	2	3	1	10	31	-2
12.59993563	0	1	0	17.39995917	3	0	0	10	32	0
5.775805983	10.63139551	0.35202871	0.64797129	13.59276943	2	3	0	10	33	-1
17.24796198	5.711931139	0.751221353	0.248778647	7.040053849	3	3	1	10	34	0
0	20.58776455	0	1	9.41208321	0	2	0	10	35	-2
0	11.98407306	0	1	18.0158685	0	2	0	10	36	-2
2.015698011	7.414717506	0.213744348	0.786255652	20.56953516	2	3	0	10	37	-2
6.223334734	4.376262766	0.587129345	0.412870655	19.40027848	2	2	0	10	38	0
2.66391453	0.935839203	0.740026882	0.259973118	26.40014591	1	2	0	10	39	-2
6.360118577	0	1	0	23.63980331	2	0	0	10	40	-2
0	18.23958897	0	1	11.76035857	0	3	0	10	41	-3
5.787028542	4.271720828	0.575322869	0.424677131	19.94111464	3	2	1	10	42	-1
11.69600419	8.30744662	0.584699325	0.415300675	9.996409203	3	5	0	10	43	-2
0	0	0	0	29.99993785	0	0	0	10	44	-1
0	14.32846454	0	1	15.67146048	0	2	0	10	45	-2
7.288082261	13.4715171	0.351070468	0.648929532	9.240228728	3	5	0	10	46	-3
4.168031046	17.36322728	0.193580467	0.806419533	8.468787009	2	5	0	10	47	-1
23.37771533	2.823906696	0.892223974	0.107776026	3.798288734	3	1	1	10	48	-1
0	8.167301483	0	1	21.83271819	0	1	0	10	49	-2
9.847628193	4.455302776	0.68850421	0.31149579	15.69704965	4	2	1	10	50	-1
16.93615481	5.160354809	0.766462898	0.233537102	7.903443345	4	2	0	10	51	0
3.319803579	8.807773341	0.273740056	0.726259944	17.87238573	2	3	0	10	52	-1
14.23106058	3.344660618	0.80969995	0.19030005	12.42420553	4	2	1	10	53	-1
12.32786812	7.839831359	0.61126794	0.38873206	9.832248919	2	2	1	10	54	-2
5.647831067	6.958405772	0.448018797	0.551981203	17.39371954	1	1	1	10	55	-2
0	29.05629811	0	1	0.943631189	0	1	0	10	56	-2
0	0.543408301	0	1	29.45657716	0	1	0	10	57	-2
10.66369329	4.495761463	0.703435148	0.296564852	14.84044403	1	1	1	10	58	-2
1.672159821	19.9961204	0.07717086	0.92282914	8.33164879	1	3	0	10	59	-2
4.179894788	10.55992397	0.283578439	0.716421561	15.26015359	2	2	0	10	60	-2
12.59308246	6.160179189	0.671514252	0.328485748	11.24668332	3	2	1	10	61	-1
6.639232542	1.623922547	0.803474275	0.196525725	21.73684235	3	1	1	10	62	0
3.455424797	5.800003307	0.373340353	0.626659647	20.74446926	2	1	1	10	63	-1
2.751837308	5.959539603	0.315890052	0.684109948	21.28854041	3	4	1	10	64	-3
9.784588309	3.973103225	0.711208584	0.288791416	16.24269592	2	2	0	11	1	9
20.35255782	3.303849003	0.860340202	0.139659798	6.343517342	5	3	1	11	2	-6
21.30103793	0.999847757	0.955165558	0.044834442	7.698941543	3	1	1	11	3	9
2.704213017	18.92124321	0.125047675	0.874952325	8.374546337	3	5	0	11	4	4
7.137992016	16.19988864	0.305854337	0.694145663	6.662039516	6	4	0	11	5	-4
1.319986726	7.620334147	0.147644223	0.852355777	21.05962125	2	3	0	11	6	2
2.479881445	15.84727865	0.135311823	0.864688177	11.67279201	2	4	0	11	7	-6
5.740044783	16.01148805	0.263891507	0.736108493	8.248323192	3	4	0	11	8	9
4.304239873	22.71984954	0.159274187	0.840725813	2.975833899	2	2	0	11	9	-6
2.34159036	7.871376895	0.229276204	0.770723796	19.78695406	3	6	0	11	10	2
3.687360836	15.36273356	0.193561289	0.806438711	10.94977389	4	6	0	11	11	-4
5.048570259	17.04306329	0.228528608	0.771471392	7.908306292	4	4	0	11	12	9
3.407447575	22.38439478	0.132113384	0.867886616	4.207979454	4	4	0	11	13	-4
15.31211743	0.583886282	0.96326836	0.03673164	14.10378531	5	1	0	11	14	2
5.286624484	10.25141737	0.340237498	0.659762502	14.46188089	5	6	0	11	15	-8
12.71213192	3.56824235	0.780825533	0.219174467	13.71958468	4	3	1	11	16	-6
14.56677039	0.559550833	0.963008135	0.036991865	14.87345498	4	1	1	11	17	4
1.47995557	12.68051647	0.104513152	0.895486848	15.8394028	1	5	0	11	18	1
3.426496725	17.54354711	0.163399598	0.836600402	9.030002925	3	5	0	11	19	-6
6.217066403	9.928062487	0.385073817	0.614926183	13.85473198	6	5	1	11	20	0
4.767927715	16.66136782	0.222495775	0.777504225	8.570646872	2	4	0	11	21	-4
7.926175704	2.639804958	0.750159967	0.249840033	19.43394293	4	2	1	11	22	9
8.136066175	15.59543506	0.342838243	0.657161757	6.268479095	2	4	0	11	23	3
19.28791712	3.816026421	0.834832248	0.165167752	6.896006281	6	3	1	11	24	2
2.864310726	20.32783435	0.123503484	0.876496516	6.807766258	4	4	0	11	25	0
19.22501638	1.67184976	0.919995192	0.080004808	9.103077697	3	1	1	11	26	-8
0.831848825	2.847604516	0.22607946	0.77392054	26.32044573	2	2	0	11	27	0
4.247562264	12.03706054	0.260832708	0.739167292	13.71525574	3	4	1	11	28	-8
9.791847491	0.89603023	0.916163877	0.083836123	19.31206469	2	1	1	11	29	-4
18.19995507	0.887901212	0.95348345	0.04651655	10.9121115	5	2	1	11	30	2
10.47926335	2.952179265	0.780203858	0.219796142	16.56857221	5	3	0	11	31	0
1.791577217	23.5757202	0.070625467	0.929374533	4.632651263	2	2	0	11	32	1
13.45526403	2.400734927	0.84859138	0.15140862	14.14386961	5	2	1	11	33	3
0	28.54012934	0	1	1.459856687	0	1	0	11	34	-4
0.806958288	3.239718345	0.199412595	0.800587405	25.95332166	2	2	1	11	35	0
0	10.37593192	0	1	19.62396801	0	4	0	11	36	0
20.33208261	0.904052335	0.957428584	0.042571416	8.763676609	4	1	1	11	37	4
4.397330849	4.520748338	0.493080489	0.506919511	21.08180962	3	2	1	11	38	1
16.47332902	2.391834433	0.873214222	0.126785778	11.13470169	4	2	1	11	39	4
4.144324057	11.05574334	0.27265169	0.72734831	14.79989212	3	5	0	11	40	0
0	27.09290424	0	1	2.907129405	0	1	0	11	41	2
2.040278165	24.89576024	0.075745295	0.924254705	3.063900298	2	2	0	11	42	3
1.863990275	16.9597703	0.099023267	0.900976733	11.17612852	1	5	0	11	43	-4
2.279859948	17.93960613	0.112755695	0.887244305	9.780552168	2	5	0	11	44	-2
3.127888121	10.81604723	0.224318891	0.775681109	16.05598881	2	4	0	11	45	4
11.78377464	7.655613107	0.606180338	0.393819662	10.56060256	4	3	1	11	46	2
13.93918675	10.02392804	0.581693443	0.418306557	6.036748644	4	2	1	11	47	-6
2.536431044	22.50834655	0.101275846	0.898724154	4.955257191	4	5	0	11	48	-6
2.560129298	15.11952219	0.144806548	0.855193452	12.3202322	1	4	0	11	49	4
3.967926118	16.6720901	0.192244331	0.807755669	9.359960406	4	4	0	11	50	-6
0	26.39924871	0	1	3.600612164	0	2	0	11	51	-8
18.59963085	2.426783249	0.884584065	0.115415935	8.973510345	3	3	1	11	52	3
0	29.0817566	0	1	0.918221167	0	1	0	11	53	-2
20.55160057	0	1	0	9.448324447	5	0	0	11	54	9
5.612188879	17.54386385	0.242363798	0.757636202	6.843791606	3	4	0	11	55	4
24.21845398	0	1	0	5.781540319	2	0	0	11	56	0
3.088084645	20.25786459	0.132274966	0.867725034	6.653981773	5	6	0	11	57	9
1.688130032	24.61861928	0.064170986	0.935829014	3.693246983	1	3	0	11	58	9
0	27.79449748	0	1	2.205448919	0	1	0	11	59	-4
25.75943719	0	1	0	4.240430237	3	0	0	11	60	4
5.86380268	16.04598071	0.267633987	0.732366013	8.090203498	3	3	0	11	61	-2
0	26.84756061	0	1	3.152318508	0	1	0	11	62	1
10.47949114	0	1	0	19.52051114	3	0	0	11	63	-2
