face1Time	face2Time	face1Fraction	face2Fraction	Fusion	Quantity_face1	Quantity_face2	Initial_face	Subject	Trial	IsCorrupted
0.471717156	24.80682427	0.018660774	0.981339226	4.721439755	2	4	0	2	4	0
4.942057004	16.90396822	0.226222251	0.773777749	8.153987891	5	7	0	2	5	1
8.135409492	4.439484281	0.646956518	0.353043482	17.42506717	6	6	1	2	6	0
0.495896587	17.14351197	0.028112994	0.971887006	12.36060113	2	5	0	2	7	1
1.360131293	12.70352734	0.096712479	0.903287521	15.93628662	7	5	0	2	8	0
0.304628734	21.69890391	0.013844538	0.986155462	7.996499286	2	5	0	2	9	0
6.904836343	19.0480464	0.26605277	0.73394723	4.047055396	6	7	0	2	10	1
19.45818584	5.74395165	0.772084743	0.227915257	4.79812993	5	3	1	2	11	0
0	29.1126507	0	1	0.88725607	0	1	0	2	12	0
8.416686149	0.415736487	0.952930639	0.047069361	21.16756225	6	2	1	2	13	0
15.47828324	0	1	0	14.5217293	6	0	1	2	14	0
5.800256474	13.25577523	0.304379032	0.695620968	10.94390615	6	6	0	2	15	0
3.798876315	17.54385432	0.177993921	0.822006079	8.657236867	6	8	0	2	16	1
8.635847117	3.895828106	0.689121523	0.310878477	17.4682592	5	6	1	2	17	0
12.96818879	10.13628845	0.561284666	0.438715334	6.895508797	6	8	1	2	18	1
9.06343113	2.568187987	0.77920632	0.22079368	18.36833099	6	8	1	2	19	0
0.488075213	17.35492911	0.02735387	0.97264613	12.15698341	1	7	0	2	20	0
17.05760287	0	1	0	12.94235664	6	0	1	2	21	0
0	25.63503943	0	1	4.364974535	0	4	0	2	22	0
9.039674783	0.463537414	0.951223081	0.048776919	20.4966501	4	4	1	2	23	0
0	22.27818648	0	1	7.721740249	0	3	0	2	24	0
19.34266592	2.288120429	0.894219267	0.105780733	8.369178588	7	3	1	2	25	0
3.048273903	1.096195427	0.735504032	0.264495968	25.8553733	4	1	1	2	26	0
5.50425537	14.21847759	0.279081777	0.720918223	10.27712535	3	5	0	2	27	1
8.912200134	5.119690338	0.635138947	0.364861053	15.96809527	7	4	1	2	28	0
16.83999968	5.935887487	0.739378429	0.260621571	7.22400421	7	8	1	2	29	1
6.016094343	16.01574567	0.273063636	0.726936364	7.968062202	5	5	0	2	30	1
1.015445174	15.91644581	0.059972343	0.940027657	13.06802434	3	5	0	2	31	0
1.983797035	13.49469747	0.128164728	0.871835272	14.52147357	5	5	0	2	32	1
17.72459094	1.367414973	0.928377616	0.071622384	10.90795702	3	1	1	2	33	0
23.35936752	0.215953618	0.990839844	0.009160156	6.424551142	2	1	1	2	34	0
2.463917735	9.807820973	0.20077984	0.79922016	17.72825359	3	5	1	2	35	0
0.239904971	10.90376352	0.021528366	0.978471634	18.85637855	1	5	0	2	36	0
3.560240029	4.064024418	0.466961771	0.533038229	22.37571246	5	3	1	2	37	1
0	10.23829901	0	1	19.7616682	0	4	0	2	38	0
9.535879561	4.41499951	0.683532522	0.316467478	16.04908187	2	2	1	2	39	0
0.352102654	17.09607854	0.020179906	0.979820094	12.55175951	2	4	0	2	40	0
5.87951538	0	1	0	24.12049745	3	0	1	2	41	0
2.172456244	2.479794547	0.466968859	0.533031141	25.3476366	4	3	1	2	42	0
0.783890719	6.943963738	0.101437045	0.898562955	22.27201497	2	3	1	2	43	0
20.73415455	3.415924937	0.858554298	0.141445702	5.849777966	5	3	1	2	44	0
9.280549942	3.015993988	0.75472832	0.24527168	17.70337368	6	4	1	2	45	1
0.519788925	10.86080897	0.045673253	0.954326747	18.61929177	3	7	0	2	46	0
11.4000065	2.67198127	0.810120552	0.189879448	15.92804644	3	1	1	2	47	0
5.410467594	3.735832064	0.591547161	0.408452839	20.8536992	4	5	0	2	48	0
4.143912533	2.035205875	0.670631676	0.329368324	23.82089214	3	3	1	2	49	0
1.63993599	8.167718773	0.1672098	0.8327902	20.19230589	2	2	0	2	50	0
0.37562579	3.839848578	0.089106411	0.910893589	25.78444381	3	3	0	2	51	1
19.65555251	0.615978935	0.969613596	0.030386404	9.728404697	7	2	1	2	52	0
3.431425136	1.823980034	0.652932557	0.347067443	24.74462134	5	3	1	2	53	0
1.103998554	8.108024706	0.119843223	0.880156777	20.78795621	1	9	0	2	54	0
18.9237312	5.303988119	0.781077697	0.218922303	5.772188309	7	5	1	2	55	1
5.64710734	0	1	0	24.35290036	6	0	1	2	56	0
5.110731425	0	1	0	24.88923208	5	0	1	2	57	0
0.854487496	0	1	0	29.14549141	4	0	1	2	58	0
0.33540932	1.303314433	0.204677158	0.795322842	28.36129905	3	5	0	2	59	0
13.21649616	0	1	0	16.7835295	3	0	1	2	60	0
16.53269331	8.975841665	0.648123984	0.351876016	4.491396033	9	8	1	2	61	1
0.472052146	26.56114949	0.01746194	0.98253806	2.96675902	1	3	0	2	62	0
7.999578625	4.344017564	0.648075205	0.351924795	17.65640267	5	4	1	2	63	0
10.6271026	3.592830132	0.747338458	0.252661542	15.77991104	9	5	1	2	64	0
0.943835748	9.367635927	0.091532594	0.908467406	19.68849582	1	2	0	3	1	0
6.768134903	0	1	0	23.23180295	3	0	1	3	2	0
5.000070419	0	1	0	24.99983978	2	0	1	3	3	0
1.095831978	1.119900376	0.494568749	0.505431251	27.78419409	1	1	0	3	4	0
3.383818277	2.223372364	0.603478372	0.396521628	24.39271499	2	2	0	3	5	0
4.039372936	6.247660001	0.392666473	0.607333527	19.71290406	3	3	0	3	6	0
4.864084626	0	1	0	25.13585493	5	0	1	3	7	0
4.775603855	8.839765628	0.350750955	0.649249045	16.38461769	3	3	1	3	8	0
0.318804922	12.78367208	0.024331653	0.975668347	16.89745885	1	2	0	3	9	0
2.615740679	0	1	0	27.38408228	3	0	1	3	10	0
4.095889852	4.42126995	0.480898556	0.519101444	21.48319229	1	3	0	3	11	0
4.759641315	4.13581331	0.535064425	0.464935575	21.10448608	3	2	0	3	12	0
2.832064607	17.48943904	0.139362946	0.860637054	9.678454162	2	3	0	3	13	0
1.143999564	1.767911388	0.392869007	0.607130993	27.08809789	1	2	0	3	14	0
3.512052588	6.172618384	0.362640362	0.637359638	20.31528626	1	3	0	3	15	0
4.544080304	1.143658874	0.798925577	0.201074423	24.31225369	3	2	0	3	16	0
9.503287018	0.863900454	0.916669737	0.083330263	19.63272729	5	1	1	3	17	0
2.047877073	3.523667125	0.367560052	0.632439948	24.42836115	1	4	0	3	18	0
4.127777586	5.526410321	0.427563419	0.572436581	20.3457106	3	2	1	3	19	0
0.543497282	3.975724337	0.120263472	0.879736528	25.48068943	1	4	1	3	20	0
1.079988037	8.695329866	0.110481117	0.889518883	20.22462935	1	3	0	3	21	0
10.57595036	6.343853766	0.625063404	0.374936596	13.08013828	2	1	1	3	22	0
0	16.86181668	0	1	13.1381032	0	3	0	3	23	0
6.122662674	8.879846173	0.408109253	0.591890747	14.99737369	3	2	0	3	24	0
6.45573752	0	1	0	23.5441721	3	0	1	3	25	0
2.255892726	0	1	0	27.74406394	1	0	1	3	26	0
0	0	0	0	29.99999145	0	0	0	3	27	0
2.463895835	5.047697463	0.328012412	0.671987588	22.48820942	2	3	0	3	28	0
6.806596957	6.551485394	0.509548959	0.490451041	16.64187004	3	3	0	3	29	0
1.407788032	4.8638001	0.224470741	0.775529259	23.72829355	2	2	0	3	30	0
4.85610364	11.86326298	0.290447823	0.709552177	13.28048741	3	4	0	3	31	0
8.167412526	0	1	0	21.83255896	4	0	1	3	32	0
3.567781213	4.888170129	0.421925466	0.578074534	21.54399078	2	1	1	3	33	0
4.287305775	7.007738083	0.379574071	0.620425929	18.70486691	4	4	1	3	34	0
1.247200426	0.815497948	0.604645081	0.395354919	27.9372563	1	1	1	3	35	0
7.839910172	5.375240301	0.593251676	0.406748324	16.78480562	2	3	0	3	36	0
2.79960212	1.207880517	0.698593699	0.301406301	25.99253789	2	1	1	3	37	0
2.775708486	5.223341288	0.347004777	0.652995223	22.00088836	2	4	0	3	38	0
6.77575182	15.15103802	0.309017046	0.690982954	8.07311237	2	3	0	3	39	0
1.052004697	23.50382186	0.042841347	0.957158653	5.444038309	3	3	0	3	40	0
4.000543679	11.35934504	0.260453949	0.739546051	14.64007935	2	5	0	3	41	0
3.581953919	9.271622343	0.278673721	0.721326279	17.14622217	2	4	0	3	42	0
3.287527294	0.695815385	0.825318723	0.174681277	26.0165832	3	1	1	3	43	0
5.823959605	6.317224633	0.479686288	0.520313712	17.8587251	2	4	1	3	44	0
6.519075649	4.282920709	0.603506559	0.396493441	19.19794463	3	4	0	3	45	0
3.408263573	11.52735313	0.228197043	0.771802957	15.06437246	3	7	0	3	46	0
0	20.79852075	0	1	9.201521445	0	4	0	3	47	0
6.543425152	0.296083034	0.956709894	0.043290106	23.1604807	4	1	1	3	48	0
1.19983339	3.336457228	0.264496588	0.735503412	25.46359135	2	1	1	3	49	0
4.872283139	12.50371865	0.280403006	0.719596994	12.62392636	3	3	0	3	50	0
4.703801217	0	1	0	25.2961563	3	0	1	3	51	0
6.583343478	7.367957231	0.471880265	0.528119735	16.04856786	2	2	1	3	52	0
5.191624327	8.503958989	0.379072888	0.620927112	16.30426416	3	4	0	3	53	0
3.144601688	22.00678871	0.125026952	0.874973048	4.848572252	3	3	0	3	54	0
11.29626578	3.703784111	0.753081881	0.246918119	14.99994726	4	2	1	3	55	0
8.162917413	11.15958891	0.422456449	0.577543551	10.67744264	4	3	0	3	56	0
10.96759425	0	1	0	19.03231281	6	0	1	3	57	0
8.615806821	3.795805207	0.69417307	0.30582693	17.58837999	2	1	1	3	58	0
7.443632617	5.143013987	0.591391246	0.408608754	17.41324363	5	3	1	3	59	0
0	7.287741687	0	1	22.71227656	0	2	0	3	60	0
16.71927026	0	1	0	13.28064079	3	0	1	3	61	0
1.359290304	20.27172555	0.062839874	0.937160126	8.368921712	1	2	0	3	62	0
2.535873807	11.88741862	0.175817957	0.824182043	15.57662918	1	4	0	3	63	0
7.751286853	7.162916558	0.519725167	0.480274833	15.08591319	3	4	0	3	64	0
10.09947519	14.85576458	0.404703593	0.595296407	5.044702071	5	6	0	4	1	0
29.08710483	0	1	0	0.912902578	1	0	1	4	2	0
0.672223968	18.60778178	0.034866378	0.965133622	10.71984828	1	3	0	4	3	0
25.86103602	0	1	0	4.13896341	5	0	1	4	4	0
6.482182577	13.80790534	0.319475332	0.680524668	9.709805456	3	3	0	4	5	0
22.30342704	3.507482086	0.864108542	0.135891458	4.188919534	1	3	1	4	6	0
16.19996248	7.303744635	0.689251376	0.310748624	6.496211061	3	2	1	4	7	0
5.647702774	13.20825168	0.299518266	0.700481734	11.14389359	2	6	0	4	8	0
4.672714049	16.77132939	0.217902657	0.782097343	8.555840811	2	2	0	4	9	0
9.412390544	6.088708505	0.607207948	0.392792052	14.49880088	6	4	1	4	10	0
22.04851553	1.664042824	0.929824408	0.070175592	6.2875956	4	3	1	4	11	1
14.23938798	2.520220791	0.849625321	0.150374679	13.24023528	4	4	1	4	12	1
21.28120002	0	1	0	8.718710461	2	0	1	4	13	0
6.639810148	19.08991133	0.258059931	0.741940069	4.270255145	1	2	0	4	14	0
20.77184798	0.279902542	0.986704073	0.013295927	8.948186469	4	3	1	4	15	1
15.19347253	2.527989114	0.857348724	0.142651276	12.27844798	5	2	1	4	16	0
13.97536135	4.032251884	0.776080715	0.223919285	11.99222426	5	2	1	4	17	0
24.33958532	0	1	0	5.660352528	7	0	1	4	18	0
28.51742342	0	1	0	1.482541514	2	0	1	4	19	0
22.04783244	0	1	0	7.952172981	4	0	1	4	20	0
27.84700269	0	1	0	2.152999021	1	0	1	4	21	0
0	27.92376905	0	1	2.076210707	0	2	0	4	22	0
18.01012693	2.735697111	0.868132637	0.131867363	9.25416712	3	2	0	4	23	0
7.351901797	12.47935213	0.370722992	0.629277008	10.1686135	2	3	1	4	24	0
16.60798448	1.824167559	0.901033392	0.098966608	11.56769714	4	2	1	4	25	0
26.14961692	0	1	0	3.850356001	2	0	1	4	26	0
13.00510979	3.575952409	0.784335143	0.215664857	13.41880409	4	2	1	4	27	0
17.98451866	5.831171823	0.755154199	0.244845801	6.184191485	4	3	1	4	28	0
4.615762215	14.03185902	0.247525524	0.752474476	11.35226501	2	4	0	4	29	0
11.40770526	7.512437357	0.602939708	0.397060292	11.07973964	2	1	1	4	30	0
29.1648066	0	1	0	0.835216779	1	0	1	4	31	0
28.94097437	0	1	0	1.059013941	1	0	1	4	32	0
29.23988775	0	1	0	0.760081173	1	0	1	4	33	0
6.032145828	17.74577301	0.253686871	0.746313129	6.221962277	1	3	0	4	34	0
10.38462808	8.075344012	0.562548417	0.437451583	11.53988849	4	4	1	4	35	0
28.63682917	0	1	0	1.363090714	2	0	1	4	36	0
29.26985829	0	1	0	0.730116907	1	0	1	4	37	0
28.79963981	0	1	0	1.200351068	1	0	1	4	38	0
4.959876587	15.63159508	0.240870428	0.759129572	9.408520922	2	3	0	4	39	0
0	28.8127882	0	1	1.187108883	0	1	0	4	40	0
11.65474267	7.064967051	0.622592062	0.377407938	11.28024779	6	4	0	4	41	0
24.76876352	1.319978059	0.949404303	0.050595697	3.911214234	2	1	1	4	42	0
29.23994933	0	1	0	0.759918953	1	0	1	4	43	0
22.83455108	0	1	0	7.165358261	3	0	1	4	44	0
5.111713268	14.93821748	0.254949173	0.745050827	9.950003393	2	2	1	4	45	0
0	28.95977823	0	1	1.040220061	0	1	0	4	46	0
28.78710723	0	1	0	1.212887069	1	0	1	4	47	0
10.99959288	1.488810513	0.880784559	0.119215441	17.51157266	4	2	1	4	48	0
13.62384814	3.199858991	0.809800601	0.190199399	13.17627662	5	2	1	4	49	0
25.08837009	0	1	0	4.911518147	2	0	1	4	50	0
10.67955923	9.612727643	0.526286628	0.473713372	9.707713414	4	3	0	4	51	0
25.02247106	0	1	0	4.977510978	3	0	1	4	52	0
23.39391768	0	1	0	6.60601817	3	0	1	4	53	0
18.70380701	4.939656937	0.791077274	0.208922726	6.356346744	3	2	1	4	54	0
7.41571449	13.52561026	0.35411869	0.64588131	9.058614235	2	4	1	4	55	0
12.59166211	10.67855711	0.541106295	0.458893705	6.729731171	3	3	1	4	56	0
29.20027267	0	1	0	0.799630685	1	0	1	4	57	0
29.13802116	0	1	0	0.861920106	2	0	1	4	58	0
14.09036634	0.567981952	0.961251981	0.038748019	15.34157387	5	1	1	4	59	0
0	27.47559912	0	1	2.524332175	0	2	0	4	60	0
24.67929494	1.799337891	0.932045665	0.067954335	3.521327537	2	1	1	4	61	0
20.00683007	2.391848164	0.893214763	0.106785237	7.601256765	4	2	1	4	62	1
26.23806285	0.848056408	0.968690369	0.031309631	2.913839692	4	1	1	4	63	0
14.09582053	5.039803534	0.736627166	0.263372834	10.86432376	2	2	1	4	64	0
0	0	0	0	29.99985489	0	0	0	5	1	0
11.9593178	0	1	0	18.0405331	4	0	1	5	2	0
0	27.04832537	0	1	2.951631297	0	2	0	5	3	0
15.75271084	0	1	0	14.24718139	3	0	1	5	4	0
0	2.663458375	0	1	27.33639851	0	1	0	5	5	0
1.711892081	1.367881769	0.555849931	0.444150069	26.92013378	1	1	1	5	6	0
10.69559508	0	1	0	19.30432709	3	0	1	5	7	0
0	15.75715693	0	1	14.2428616	0	2	0	5	8	0
0	13.02347147	0	1	16.97640708	0	3	0	5	9	0
17.63070615	0	1	0	12.36925023	4	0	1	5	10	0
4.137516258	0	1	0	25.86274546	3	0	1	5	11	0
4.871730864	4.135634902	0.540860779	0.459139221	20.99258776	1	2	1	5	12	0
3.559772014	1.031926304	0.775262608	0.224737392	25.40828372	1	1	1	5	13	0
0	22.10013975	0	1	7.899751909	0	3	0	5	14	0
0	12.63896797	0	1	17.3608413	0	3	0	5	15	0
0	21.23140612	0	1	8.76849353	0	2	0	5	16	0
0	17.99403292	0	1	12.00592032	0	3	0	5	17	0
7.696129922	2.96587902	0.721827375	0.278172625	19.33791921	2	2	1	5	18	0
18.0559634	0	1	0	11.9440346	3	0	1	5	19	0
0	23.5124787	0	1	6.487497356	0	2	0	5	20	0
0	19.59949487	0	1	10.40045667	0	2	0	5	21	0
0	28.44388521	0	1	1.556083429	0	1	0	5	22	0
0	23.73174424	0	1	6.268260036	0	3	0	5	23	0
0.943636891	0	1	0	29.05632405	1	0	1	5	24	0
0	14.32776976	0	1	15.67224649	0	2	0	5	25	0
0	9.856285163	0	1	20.14373223	0	3	0	5	26	0
0	6.268172796	0	1	23.73171716	0	5	0	5	27	0
19.3114739	0	1	0	10.68846195	4	0	1	5	28	0
16.96731192	0	1	0	13.03261709	3	0	1	5	29	0
12.08952502	0	1	0	17.91049237	4	0	1	5	30	0
15.84694111	1.840293502	0.895953577	0.104046423	12.31276482	3	1	1	5	31	0
10.87214283	8.871679546	0.550660486	0.449339514	10.25604562	3	4	1	5	32	0
0	28.91934007	0	1	1.080656795	0	1	0	5	33	0
7.040138238	0	1	0	22.95979362	2	0	1	5	34	0
0	28.86915302	0	1	1.130871217	0	1	0	5	35	0
16.6955546	1.031907772	0.941790441	0.058209559	12.27243842	3	2	1	5	36	0
0	24.51479796	0	1	5.485109953	0	4	0	5	37	0
0	0	0	0	29.99999629	0	0	0	5	38	0
0	3.736107935	0	1	26.26382165	0	1	0	5	39	0
0	19.42953656	0	1	10.57045545	0	3	0	5	40	0
0	19.95192124	0	1	10.04804854	0	3	0	5	41	0
11.05457954	2.031719608	0.844744524	0.155255476	16.91359166	3	2	1	5	42	0
0	24.67183709	0	1	5.328160913	0	2	0	5	43	0
0	0	0	0	29.99994982	0	0	0	5	44	0
6.823797504	4.798624008	0.587123561	0.412876439	18.3775323	2	3	0	5	45	0
0	24.97533483	0	1	5.024463889	0	2	0	5	46	0
1.567457944	2.799671454	0.3589218	0.6410782	25.6328649	1	2	1	5	47	0
0	16.78484441	0	1	13.21501019	0	4	0	5	48	0
20.04315884	2.951967426	0.871626388	0.128373612	7.004835245	4	2	1	5	49	0
0	22.56571714	0	1	7.43425834	0	4	0	5	50	0
5.767612866	0	1	0	24.23235235	3	0	1	5	51	0
9.455506335	0	1	0	20.54443836	2	0	1	5	52	0
0	25.21155909	0	1	4.788282114	0	2	0	5	53	0
3.135813658	2.50368887	0.556044375	0.443955625	24.36030418	1	1	1	5	54	0
0.333606836	0	1	0	29.6662968	1	0	1	5	55	0
10.61594924	8.063637644	0.568318202	0.431681798	11.32031789	4	4	1	5	56	0
18.31133534	0	1	0	11.68862332	2	0	1	5	57	0
0	0	0	0	29.99993842	0	0	0	5	58	0
17.92176681	4.82388845	0.787920445	0.212079555	7.254266334	2	1	1	5	59	0
0	24.94767444	0	1	5.052333548	0	2	0	5	60	0
0	18.49496861	0	1	11.5050331	0	2	0	5	61	0
0	14.73564066	0	1	15.26429063	0	3	0	5	62	0
6.415940002	1.327864698	0.828525544	0.171474456	22.25621953	2	1	1	5	63	0
0	18.79946675	0	1	11.20049191	0	3	0	5	64	0
15.30969638	7.999964078	0.656796199	0.343203801	6.690341537	3	2	0	6	1	0
14.71790664	10.01596169	0.59505074	0.40494926	5.266037592	7	3	1	6	2	1
7.968468922	16.14307642	0.330483543	0.669516457	5.888432988	3	2	1	6	3	0
12.49950664	6.703703429	0.650907145	0.349092855	10.79674089	3	3	1	6	4	0
13.87079437	7.862077548	0.638240285	0.361759715	8.267027447	4	2	1	6	5	0
9.345696914	4.664075617	0.66708413	0.33291587	15.99011771	5	1	1	6	6	0
13.63751234	4.527434957	0.750759808	0.249240192	11.83505983	4	2	1	6	7	0
13.10456989	8.174942489	0.615830366	0.384169634	8.720441147	4	4	1	6	8	0
11.22363608	4.831646941	0.699061864	0.300938136	13.94464343	4	2	1	6	9	0
10.18174061	3.696171185	0.733665177	0.266334823	16.12191572	6	3	1	6	10	0
6.275751393	2.959783179	0.679522267	0.320477733	20.76460085	6	2	1	6	11	0
9.179622629	4.775918887	0.657776169	0.342223831	16.04439234	4	2	1	6	12	0
6.948577754	6.390997287	0.520899484	0.479100516	16.66032546	4	4	1	6	13	0
3.967638721	7.615718726	0.342529248	0.657470752	18.41655788	3	5	0	6	14	0
5.575448307	5.215490592	0.516678702	0.483321298	19.20890031	4	4	1	6	15	0
7.279689142	8.047920408	0.474939626	0.525060374	14.67224591	4	3	1	6	16	0
3.231166611	5.800190558	0.357771988	0.642228012	20.96855131	3	3	0	6	17	0
3.519293178	9.240281994	0.275815858	0.724184142	17.2403393	2	4	0	6	18	0
5.055711519	7.231014655	0.411477512	0.588522488	17.71314496	3	5	0	6	19	0
6.30545928	4.615318736	0.577381874	0.422618126	19.07911165	4	3	1	6	20	0
8.271702455	4.519914688	0.646650252	0.353349748	17.20832299	4	1	1	6	21	0
8.073705086	2.951601771	0.73228847	0.26771153	18.97464525	5	2	1	6	22	0
9.902652165	8.044455633	0.55176869	0.44823131	12.05276362	4	3	1	6	23	0
12.85902844	5.215578117	0.711441679	0.288558321	11.92531475	5	2	1	6	24	0
5.360400184	7.359792074	0.421408739	0.578591261	17.27966833	3	5	0	6	25	0
6.111772851	6.580666709	0.481528616	0.518471384	17.30743015	3	4	1	6	26	0
3.912034113	7.871513379	0.331991203	0.668008797	18.21625408	2	3	0	6	27	0
6.543566275	3.439580544	0.655461288	0.344538712	20.01681013	4	3	1	6	28	0
6.375625466	7.199859048	0.469642572	0.530357428	16.42443167	4	5	0	6	29	0
4.53549748	10.96158043	0.292667915	0.707332085	14.50276957	3	6	0	6	30	0
5.831852781	8.288320717	0.41301566	0.58698434	15.87973527	3	4	0	6	31	0
9.470116066	7.351633758	0.562968548	0.437031452	13.17808796	4	3	1	6	32	0
5.143786312	12.23147166	0.29604086	0.70395914	12.62453162	2	4	1	6	33	0
8.559324687	5.005727014	0.630983565	0.369016435	16.43492891	5	4	0	6	34	0
5.740450344	4.567620703	0.5568889	0.4431111	19.6918266	5	4	0	6	35	0
9.598886642	6.700170231	0.588922826	0.411077174	13.70087984	5	4	0	6	36	0
9.518769171	8.190879941	0.537490557	0.462509443	12.29031753	5	3	1	6	37	0
10.89464239	9.604214236	0.531475613	0.468524387	9.501020787	4	4	1	6	38	0
13.80557802	7.199551144	0.657247947	0.342752053	8.994792431	4	4	1	6	39	0
9.524093344	2.687934469	0.779894502	0.220105498	17.78780141	6	2	1	6	40	0
12.03491118	7.391855427	0.619501507	0.380498493	10.57322855	5	4	0	6	41	0
11.55983444	7.735783318	0.599091181	0.400908819	10.70425965	4	4	0	6	42	0
8.743892596	6.343313509	0.57955678	0.42044322	14.91268385	4	4	0	6	43	0
8.870904129	3.983854998	0.690087153	0.309912847	17.14502563	3	2	1	6	44	0
12.12332438	0.951870046	0.927200314	0.072799686	16.92467728	5	1	1	6	45	0
11.67952926	5.783227045	0.668825073	0.331174927	12.53708604	4	3	0	6	46	0
4.607003618	5.83127204	0.441356769	0.558643231	19.56160888	4	4	0	6	47	0
5.930205865	8.055650508	0.424014498	0.575985502	16.014039	4	3	1	6	48	0
6.679745363	4.202830037	0.613801891	0.386198109	19.11728034	5	5	1	6	49	0
