face1Time	face2Time	face1Fraction	face2Fraction	Fusion	Quantity_face1	Quantity_face2	Initial_face	Subject	Trial	IsCorrupted
29.12366339	0	1	0	0.876314369	1	0	1	1	27	0
0	21.10357603	0	1	8.896393466	0	3	0	1	28	0
2.199528279	0.831940444	0.725565223	0.274434777	26.96849821	3	1	1	1	29	0
28.5604055	0	1	0	1.439683166	1	0	1	1	30	0
2.151929337	15.98053814	0.118678241	0.881321759	11.86752426	1	4	0	1	31	0
0.480069153	17.07867366	0.027340747	0.972659253	12.44117907	1	4	0	1	32	0
1.727170715	1.647677115	0.511777361	0.488222639	26.62504897	3	3	0	1	33	0
5.23190532	0	1	0	24.76807757	1	0	1	1	34	0
2.343764558	16.1353059	0.126833466	0.873166534	11.52075421	4	3	1	1	35	1
4.331364834	19.55227938	0.181352762	0.818647238	6.116285939	4	3	0	1	36	1
11.60055913	2.391509754	0.829081048	0.170918952	16.00779683	3	2	0	1	37	0
0.128118035	15.26300883	0.008324149	0.991675851	14.60880841	1	3	1	1	38	0
1.447638513	0	1	0	28.5523287	2	0	1	1	39	0
4.487700915	0	1	0	25.51228283	2	0	1	1	40	0
24.84637633	0	1	0	5.153536999	3	0	1	1	41	0
2.479293689	1.167452584	0.679864598	0.320135402	26.35308409	3	2	1	1	42	0
28.95264624	0	1	0	1.04732924	1	0	1	1	43	0
0	0	0	0	29.9999846	0	0	0	1	44	0
4.631672624	0	1	0	25.36826551	2	0	1	1	45	0
0	5.024806576	0	1	24.97520939	0	2	0	1	46	0
24.09722435	0	1	0	5.90274058	2	0	1	1	47	0
0	14.15160347	0	1	15.84836745	0	2	0	1	48	0
0	0	0	0	29.99998746	0	0	0	1	49	0
0	0	0	0	29.99996009	0	0	0	1	50	0
15.49179605	1.592336649	0.906794411	0.093205589	12.91584449	4	1	1	1	51	0
0.455878102	0	1	0	29.54398277	1	0	1	1	52	0
6.407422159	0	1	0	23.59256444	2	0	1	1	53	0
0	27.7703173	0	1	2.229635948	0	1	0	1	54	0
6.551185462	0	1	0	23.44872302	3	0	1	1	55	0
0	0	0	0	29.99999316	0	0	0	1	56	0
0.68782191	0.815480939	0.457540482	0.542459518	28.49666836	1	1	0	1	57	0
3.842898433	0	1	0	26.15690742	3	0	1	1	58	0
28.38445731	0	1	0	1.615492514	1	0	1	1	59	0
0.591917842	19.04890383	0.030137122	0.969862878	10.35916806	1	4	0	1	60	0
0	11.26340997	0	1	18.73647571	0	4	0	1	61	0
0	2.190843653	0	1	27.80907538	0	3	0	1	62	0
0	0	0	0	29.99992616	0	0	0	1	63	0
0	0	0	0	29.99996636	0	0	0	1	64	0
0	7.057407842	0	1	22.94293342	0	1	0	2	1	0
13.75147929	4.503968968	0.753280834	0.246719166	11.74446707	5	3	1	2	2	0
23.89536168	2.119763245	0.918518045	0.081481955	3.984886476	3	2	1	2	3	0
29.26265578	0	1	0	0.737281784	1	0	1	2	4	0
21.94836621	0	1	0	8.051459023	3	1	1	2	5	1
22.19715463	3.543414034	0.862341268	0.137658732	4.25938145	3	1	1	2	6	0
15.85594228	0	1	0	14.14394312	3	0	1	2	7	0
0	16.24696579	0	1	13.75298432	0	2	0	2	8	0
12.80373031	0	1	0	17.19616335	4	0	1	2	9	0
11.31971523	3.375608075	0.770293718	0.229706282	15.30467498	4	3	1	2	10	0
0	25.77662108	0	1	4.223287976	0	2	0	2	11	0
5.612039844	4.319677316	0.565062391	0.434937609	20.0681517	5	3	0	2	12	0
10.71069057	5.535497195	0.659274085	0.340725915	13.75366427	3	2	1	2	13	0
0.823908003	12.77126498	0.06060298	0.93939702	16.40476858	1	4	0	2	14	0
5.847565292	10.13290305	0.365919519	0.634080481	14.01946865	2	3	0	2	15	0
7.526956566	1.991861642	0.790744859	0.209255141	20.48119804	3	1	1	2	16	0
4.095675745	11.59727414	0.260988264	0.739011736	14.30706751	2	4	0	2	17	0
1.9999866	23.44049656	0.078614332	0.921385668	4.55954079	1	3	0	2	18	0
3.920308748	16.1001797	0.19581484	0.80418516	9.979389535	2	6	0	2	19	0
3.359926354	15.45433513	0.178584015	0.821415985	11.1857368	2	3	0	2	20	0
14.6870042	3.088235017	0.826261972	0.173738028	12.22455352	5	2	1	2	21	0
0	24.71521448	0	1	5.284710828	0	2	0	2	22	0
13.54270386	6.615499772	0.671820967	0.328179033	9.841681475	4	3	0	2	23	0
17.84576776	0.77582452	0.958337369	0.041662631	11.37829311	3	1	1	2	24	0
0	27.85220523	0	1	2.147704105	0	2	0	2	25	0
7.003930337	5.439773839	0.562849312	0.437150688	17.55629012	6	6	0	2	26	0
0	24.51876489	0	1	5.481245369	0	3	0	2	27	0
8.759971741	5.855075298	0.599380332	0.400619668	15.38495125	3	4	0	2	28	0
0	25.40448776	0	1	4.595497988	0	2	0	2	29	0
9.847435288	1.511949383	0.866898655	0.133101345	18.64061333	4	1	1	2	30	0
0	22.90318444	0	1	7.09682953	0	1	0	2	31	0
3.495930393	15.47529028	0.184275459	0.815724541	11.02870463	2	3	0	2	32	0
12.26361627	3.027857042	0.801990496	0.198009504	14.7084098	4	4	0	2	33	0
5.20784431	7.773408329	0.401181955	0.598818045	17.01869091	3	5	0	2	34	0
0	12.78845999	0	1	17.2115001	0	2	0	2	35	0
7.946056363	9.647798615	0.451638164	0.548361836	12.40609456	3	1	1	2	36	0
0	24.04241007	0	1	5.957532914	0	2	0	2	37	0
4.911958278	15.20098518	0.244218768	0.755781232	9.886965313	3	4	1	2	38	0
0.21601574	23.61547069	0.0090643	0.9909357	6.168433171	1	3	1	2	39	0
0.128077792	18.42929997	0.006901718	0.993098282	11.44257035	1	4	0	2	40	0
5.223185626	8.143596723	0.390758635	0.609241365	16.63306912	4	4	0	2	41	0
3.160389179	15.3831999	0.170430285	0.829569715	11.45636245	2	5	0	2	42	0
17.4925004	5.359491867	0.765469382	0.234530618	7.147942161	6	5	0	2	43	0
4.295912546	18.06985714	0.192075328	0.807924672	7.634067808	2	5	0	2	44	0
2.056191621	22.69129005	0.083086903	0.916913097	5.252454465	1	3	0	2	45	0
15.23073726	1.863524982	0.890985352	0.109014648	12.90566877	4	2	1	2	46	0
13.20769007	12.92255189	0.505456095	0.494543905	3.869678785	4	5	1	2	47	1
20.64446156	3.352063969	0.860310445	0.139689555	6.003384948	5	3	1	2	48	1
15.51191032	11.65086311	0.571072404	0.428927596	2.837218293	5	5	1	2	49	1
21.27177943	4.908922288	0.812498445	0.187501555	3.819252381	3	2	1	2	50	1
12.30318706	11.39943984	0.519064284	0.480935716	6.297294123	5	6	1	2	51	0
6.759414948	8.866134753	0.432587338	0.567412662	14.37441723	3	5	0	2	52	0
8.71950432	9.804047056	0.470725302	0.529274698	11.47644976	4	5	0	2	53	1
5.495799249	19.65625229	0.218503021	0.781496979	4.847819598	3	4	0	2	54	0
0.464344576	20.59308037	0.022051347	0.977948653	8.942462439	1	3	0	2	55	0
0	29.37291819	0	1	0.627030206	0	1	0	2	56	0
12.56046308	9.328474532	0.573826985	0.426173015	8.110931532	6	4	1	2	57	0
7.960035204	14.24094655	0.358544288	0.641455712	7.798955806	4	5	1	2	58	0
4.695742971	18.99063202	0.198246586	0.801753414	6.31355801	3	6	0	2	59	0
0.19203287	27.1467362	0.007024196	0.992975804	2.661204697	1	3	0	2	60	0
13.03196699	10.04572289	0.564699806	0.435300194	6.92226907	4	5	0	2	61	1
0.37590429	25.81194679	0.014354148	0.985645852	3.81202462	1	3	0	2	62	0
16.98758634	8.415212509	0.668728924	0.331271076	4.597172358	5	5	0	2	63	0
16.82484397	2.224576896	0.88322076	0.11677924	10.95056944	4	2	0	2	64	0
3.111681622	21.47262727	0.126571857	0.873428143	5.416144131	1	3	0	3	1	0
29.05532022	0	1	0	0.944570299	1	0	1	3	2	0
3.087833257	13.29435183	0.188487265	0.811512735	13.617842	2	5	0	3	3	0
0	24.74706849	0	1	5.252953462	0	2	0	3	4	0
6.963828602	16.74320143	0.293745298	0.706254702	6.292940884	3	3	0	3	5	0
1.367925959	18.71573861	0.068111373	0.931888627	9.916318611	2	4	0	3	6	0
26.05956275	2.512032804	0.912079366	0.087920634	1.428375934	2	1	1	3	7	0
5.367910564	18.45743673	0.225302511	0.774697489	6.174684925	2	3	0	3	8	0
24.67129256	3.216996172	0.884647057	0.115352943	2.111699868	2	2	1	3	9	0
26.12538966	1.663911394	0.940124029	0.059875971	2.210710639	2	1	1	3	10	0
6.12797292	15.22493384	0.28698542	0.71301458	8.646962377	3	7	0	3	11	0
20.99436563	5.160096796	0.80270683	0.19729317	3.845545274	3	2	1	3	12	0
18.5379906	3.815178451	0.829322704	0.170677296	7.646899371	4	2	1	3	13	0
2.463786123	16.67321268	0.128744645	0.871255355	10.86306933	2	6	0	3	14	0
25.83314469	1.751793688	0.936494559	0.063505441	2.415027406	2	1	1	3	15	0
17.89163976	5.959006186	0.750153258	0.249846742	6.149327541	5	3	1	3	16	0
19.35942408	6.711441627	0.742569284	0.257430716	3.929044201	5	3	1	3	17	0
1.759898996	19.33046022	0.083445662	0.916554338	8.909438364	1	5	0	3	18	0
23.33206218	3.439541473	0.87152277	0.12847723	3.228193357	3	2	1	3	19	0
26.05576298	2.381860931	0.916242618	0.083757382	1.562256919	2	2	1	3	20	0
4.543924896	14.92725835	0.233366655	0.766633345	10.52881019	2	5	0	3	21	0
6.02393532	21.60383062	0.218039176	0.781960824	2.372152237	2	3	0	3	22	0
6.223821395	17.62336091	0.260987706	0.739012294	6.15273103	3	5	0	3	23	0
17.28487777	3.879371179	0.816701685	0.183298315	8.835708001	5	4	1	3	24	0
3.903361807	18.27493188	0.175999194	0.824000806	7.821646161	2	5	0	3	25	0
5.727604917	18.13203726	0.240054099	0.759945901	6.140366087	3	5	0	3	26	0
9.282293366	10.73510468	0.463711285	0.536288715	9.982436599	5	6	0	3	27	0
7.472857054	14.49613865	0.340154696	0.659845304	8.030985769	4	4	0	3	28	0
8.232764603	13.99976651	0.370302624	0.629697376	7.767495976	3	5	0	3	29	0
1.743431792	24.2428998	0.067090339	0.932909661	4.013628492	1	3	0	3	30	0
29.55963745	0	1	0	0.440381369	1	0	1	3	31	0
2.600366122	14.70124741	0.150296163	0.849703837	12.69816951	2	5	0	3	32	0
29.05759045	0	1	0	0.942433212	1	0	1	3	33	0
27.66475756	0.815937379	0.971351212	0.028648788	1.519273128	2	1	1	3	34	0
10.18699313	15.42366898	0.397763755	0.602236245	4.389320779	5	5	0	3	35	0
27.61157728	1.079336511	0.962380546	0.037619454	1.309070532	2	1	1	3	36	0
4.710315779	18.76779362	0.200625855	0.799374145	6.521898586	3	5	0	3	37	0
2.096044621	20.91953108	0.091070701	0.908929299	6.984285738	2	4	0	3	38	0
25.95995242	2.471592649	0.913068648	0.086931352	1.568446375	2	1	1	3	39	0
5.631472771	17.47685554	0.243698839	0.756301161	6.891516881	4	5	0	3	40	0
18.08086976	5.88075561	0.754576097	0.245423903	6.038321315	7	5	1	3	41	0
26.57982232	0	1	0	3.420228716	2	0	1	3	42	0
3.187993254	14.2474873	0.182845161	0.817154839	12.56454596	3	4	0	3	43	0
7.942968054	18.30446565	0.302618844	0.697381156	3.752494171	4	3	1	3	44	0
3.504096559	23.28633291	0.13079658	0.86920342	3.209577948	1	3	0	3	45	0
18.22102545	4.953127486	0.786265004	0.213734996	6.825673442	5	3	1	3	46	0
21.64791004	2.400193524	0.900191983	0.099808017	5.951874199	4	4	1	3	47	1
4.360724124	18.82356116	0.188089651	0.811910349	6.815687349	3	5	0	3	48	0
27.56590987	1.21579962	0.957757908	0.042242092	1.218274262	2	1	1	3	49	0
4.951741914	23.06116186	0.176766463	0.823233537	1.987080544	2	3	0	3	50	0
4.184951268	18.58534293	0.183789952	0.816210048	7.229631957	3	4	0	3	51	0
5.11521597	19.72691099	0.205908938	0.794091062	5.157834837	6	7	0	3	52	1
28.16020542	0.184214293	0.993500862	0.006499138	1.655565179	2	1	1	3	53	0
7.567589944	19.54906149	0.279075385	0.720924615	2.883347997	4	5	0	3	54	0
0	27.59866096	0	1	2.401347597	0	3	0	3	55	0
28.74043941	0	1	0	1.25954462	1	0	1	3	56	0
3.255733443	18.62345356	0.148805047	0.851194953	8.120810428	5	5	0	3	57	0
28.45476366	0	1	0	1.545128861	1	0	1	3	58	0
26.65007393	0.447872863	0.983472074	0.016527926	2.901949722	2	1	1	3	59	0
0.152163402	24.259304	0.006233276	0.993766724	5.588483278	1	3	0	3	60	0
28.53203407	0.376326913	0.986982074	0.013017926	1.091676365	2	1	1	3	61	0
3.432123819	20.46083423	0.143645831	0.856354169	6.107005461	2	4	0	3	62	0
28.99814829	0	1	0	1.001824906	1	0	1	3	63	0
7.768273435	15.12524027	0.339322025	0.660677975	7.106302127	5	7	0	3	64	0
3.685897171	15.36150664	0.193511788	0.806488212	10.95284907	3	5	0	4	1	0
1.335502441	2.951338342	0.311535349	0.688464651	25.71317119	2	4	1	4	2	0
16.13504526	6.487979913	0.713213425	0.286786575	7.37695601	4	3	1	4	3	0
0	7.927326678	0	1	22.07257639	0	2	0	4	4	0
0	10.69506758	0	1	19.30493613	0	3	0	4	5	0
16.14334726	7.151145788	0.693011315	0.306988685	6.70526034	3	3	1	4	6	0
3.315790029	0	1	0	26.68412672	1	0	1	4	7	0
5.046814805	16.39111076	0.235415259	0.764584741	8.561974657	3	2	0	4	8	0
0	28.19184385	0	1	1.808189505	0	1	0	4	9	0
6.089775393	10.42283484	0.368795442	0.631204558	13.48740117	2	3	0	4	10	0
7.207099638	6.518339816	0.525090629	0.474909371	16.27453973	4	5	1	4	11	0
8.330596219	6.719565331	0.553522046	0.446477954	14.94983588	2	3	0	4	12	0
6.508438137	9.66352196	0.402452028	0.597547972	13.8280419	3	3	1	4	13	0
13.97565876	9.575181172	0.593425067	0.406574933	6.449110172	3	3	1	4	14	0
0	11.92161278	0	1	18.07841031	0	4	0	4	15	0
4.251582926	8.375541932	0.336702375	0.663297625	17.3729028	1	2	0	4	16	1
28.96748619	0	1	0	1.032509244	1	0	1	4	17	0
2.959526877	9.414749228	0.239167678	0.760832322	17.62571449	1	3	0	4	18	0
1.375488904	10.06264421	0.120254668	0.879745332	18.56185976	2	4	0	4	19	0
0	0	0	0	29.99996835	0	0	0	4	20	0
4.239131631	10.83940327	0.281136838	0.718863162	14.92146595	2	3	0	4	21	0
5.248247014	12.42702576	0.296925942	0.703074058	12.32464027	2	4	0	4	22	1
8.99196114	1.399776542	0.865299088	0.134700912	19.60825234	1	1	0	4	23	0
21.7274662	0	1	0	8.272479913	1	0	1	4	24	0
0	9.922804766	0	1	20.07721434	0	4	0	4	25	0
0	6.239219441	0	1	23.76082133	0	3	0	4	26	0
28.21349121	0	1	0	1.786481134	2	0	1	4	27	0
0	19.3813043	0	1	10.61872735	0	5	0	4	28	0
2.49624742	14.05571608	0.150812767	0.849187233	13.4479849	1	2	0	4	29	0
20.79356977	2.271813073	0.901505512	0.098494488	6.934614024	2	2	1	4	30	0
3.608006017	11.78352126	0.234415075	0.765584925	14.60836182	1	2	0	4	31	0
1.575553792	2.087932815	0.430069483	0.569930517	26.33646265	1	3	0	4	32	0
8.447218273	1.336337773	0.863409811	0.136590189	20.21637154	5	1	1	4	33	0
12.01539149	9.952401466	0.546954877	0.453045123	8.032120942	2	2	1	4	34	0
8.28723165	4.711769943	0.63752832	0.36247168	17.00094766	3	2	1	4	35	0
0.055292142	23.72460783	0.002325163	0.997674837	6.220067528	1	3	0	4	36	1
12.69926391	2.383983063	0.841944969	0.158055031	14.91654975	5	1	1	4	37	0
0	0	0	0	30.00001853	0	0	0	4	38	0
21.76340687	0	1	0	8.236587147	2	0	1	4	39	0
9.439522384	0	1	0	20.56043143	3	0	1	4	40	0
1.552030499	5.92937595	0.207451702	0.792548298	22.51852541	1	2	0	4	41	0
8.60700989	3.687869182	0.700048357	0.299951643	17.70509555	3	1	1	4	42	0
4.134992233	11.91389323	0.257649806	0.742350194	13.95110342	2	3	0	4	43	0
0	1.11133865	0	1	28.88863797	0	1	0	4	44	0
0	8.693462201	0	1	21.30655861	0	1	0	4	45	0
4.032393495	10.36053332	0.280164941	0.719835059	15.60700105	2	2	1	4	46	0
6.004197473	0	1	0	23.99576062	1	0	1	4	47	0
1.10392187	2.879909465	0.277100554	0.722899446	26.01606346	1	1	0	4	48	0
18.31944525	4.279926628	0.810617452	0.189382548	7.400482155	3	2	1	4	49	0
0	23.57766949	0	1	6.422348184	0	2	0	4	50	0
0.880193421	0	1	0	29.11978491	1	0	1	4	51	0
1.551831786	14.43177831	0.097088942	0.902911058	14.01637422	1	2	0	4	52	0
29.48045195	0	1	0	0.519525531	1	0	1	4	53	0
7.793729136	3.599915554	0.684041792	0.315958208	18.60632537	3	1	1	4	54	0
5.828295349	0	1	0	24.17175027	2	0	1	4	55	0
7.503877737	12.07646339	0.383235291	0.616764709	10.41963236	1	3	0	4	56	0
28.92106169	0	1	0	1.078910088	2	0	1	4	57	0
0	28.13576655	0	1	1.864181273	0	2	0	4	58	0
0	0	0	0	30.00001083	0	0	0	4	59	0
7.917453794	6.775441636	0.538862733	0.461137267	15.30711398	1	1	0	4	60	0
0	3.976050487	0	1	26.02393127	0	2	0	4	61	0
0	0	0	0	29.99997006	0	0	0	4	62	0
0	2.112311968	0	1	27.88767948	0	1	0	4	63	0
0	26.22843653	0	1	3.77150189	0	2	0	4	64	0
20.6289337	0.920132353	0.957300592	0.042699408	8.450725258	5	1	1	5	1	0
0.280065618	26.9931993	0.01026887	0.98973113	2.726719406	1	2	0	5	2	0
0	21.99907115	0	1	8.000901477	0	2	0	5	3	0
22.38144383	3.315302753	0.87098356	0.12901644	4.303249422	4	1	1	5	4	1
7.806681705	8.639563539	0.474678663	0.525321337	13.55365184	3	3	0	5	5	0
0	25.14121967	0	1	4.858764082	0	2	0	5	6	0
18.05612676	1.208168428	0.937284577	0.062715423	10.73573931	3	1	1	5	7	0
1.432118402	20.93547399	0.064026489	0.935973511	7.632197203	1	4	0	5	8	0
3.271797234	16.31797953	0.167015545	0.832984455	10.41016337	1	2	1	5	9	1
23.66235733	2.375384952	0.90877147	0.09122853	3.962080102	3	2	1	5	10	0
15.39869391	7.134747395	0.683370716	0.316629284	7.466514786	3	3	1	5	11	0
3.960966228	13.94388179	0.221223114	0.778776886	12.09511834	3	3	0	5	12	0
0	15.8796252	0	1	14.12032947	0	1	0	5	13	0
0	28.83387882	0	1	1.166084974	0	2	0	5	14	0
9.647334143	3.284012216	0.746042514	0.253957486	17.06865763	2	3	0	5	15	1
0	27.91338382	0	1	2.086662934	0	2	0	5	16	0
19.0071796	3.015601649	0.863068991	0.136931009	7.977240706	2	1	1	5	17	0
1.344676868	20.31315056	0.062087339	0.937912661	8.342136939	1	3	0	5	18	0
24.10814157	2.320068435	0.912212426	0.087787574	3.571828766	2	2	1	5	19	0
3.847846292	18.80646218	0.16985053	0.83014947	7.34562168	2	3	0	5	20	0
6.783846289	20.14239655	0.251941807	0.748058193	3.073737491	1	2	1	5	21	0
15.85296207	2.9916401	0.841246842	0.158753158	11.15540581	3	1	1	5	22	0
0	29.43017946	0	1	0.569825675	0	1	0	5	23	0
7.62341593	13.4324571	0.362056511	0.637943489	8.944115284	2	3	1	5	24	0
4.558169483	22.39151603	0.169136277	0.830863723	3.050305367	2	1	0	5	25	0
16.09653328	7.047949041	0.695480377	0.304519623	6.855521958	1	2	0	5	26	0
11.95955272	11.77045072	0.503984449	0.496015551	6.269943534	1	1	1	5	27	0
14.98340707	5.527161762	0.730521284	0.269478716	9.489369017	2	2	1	5	28	0
1.847512158	20.16800453	0.083918637	0.916081363	7.984263215	2	5	0	5	29	0
16.9275751	6.910563928	0.710104722	0.289895278	6.161872665	3	2	1	5	30	0
0	25.30338142	0	1	4.696399909	0	3	0	5	31	0
1.039370187	23.18299037	0.042909533	0.957090467	5.77739768	2	4	0	5	32	0
0.559415072	24.29573284	0.02250701	0.97749299	5.144661929	1	3	0	5	33	0
0	28.66476412	0	1	1.33527722	0	1	0	5	34	0
7.751860686	15.77717759	0.329459309	0.670540691	6.470986818	1	3	0	5	35	0
4.231947515	21.76745492	0.162770953	0.837229047	4.000627213	1	3	0	5	36	0
13.65592697	11.53975364	0.541994764	0.458005236	4.804334216	1	4	0	5	37	0
1.543341018	22.17455036	0.065070752	0.934929248	6.282035638	2	2	0	5	38	0
0.727717245	21.67283179	0.032486581	0.967513419	7.599385958	1	4	0	5	39	0
12.95673168	9.303400523	0.582059961	0.417940039	7.739819613	4	3	1	5	40	0
16.3192542	0	1	0	13.68072299	2	0	1	5	41	0
0	23.35331958	0	1	6.646451198	0	2	0	5	42	0
2.26991816	19.20722875	0.10568993	0.89431007	8.522852521	1	3	0	5	43	0
0	15.46227511	0	1	14.53756837	0	3	0	5	44	0
6.67211335	15.38511218	0.302491052	0.697508948	7.942800417	1	2	0	5	45	0
14.85380967	7.120536735	0.675961387	0.324038613	8.02561283	3	1	1	5	46	1
10.84780096	6.743706056	0.616649895	0.383350105	12.408483	1	1	1	5	47	0
1.152051929	6.109985865	0.15864031	0.84135969	22.73798273	1	2	1	5	48	0
1.319838076	19.03093274	0.064854451	0.935145549	9.649094332	1	4	0	5	49	0
12.93550079	10.01912545	0.563524784	0.436475216	7.04515509	1	2	1	5	50	0
21.75454772	0	1	0	8.24542177	2	0	1	5	51	0
10.35139775	5.967735001	0.63431053	0.36568947	13.68082677	2	2	1	5	52	0
0	8.888218309	0	1	21.11180564	0	2	0	5	53	0
22.03066218	1.83203025	0.923226172	0.076773828	6.137267653	2	1	1	5	54	0
5.767785634	22.82930358	0.201691354	0.798308646	1.402935302	1	1	1	5	55	0
21.67967925	4.987584025	0.812969783	0.187030217	3.332718189	1	1	1	5	56	0
13.15562933	12.64747042	0.509846858	0.490153142	4.196853213	1	1	0	5	57	0
0	0	0	0	30.00000086	0	0	0	5	58	0
0	28.96169522	0	1	1.038352105	0	1	0	5	59	0
19.82596795	6.99976394	0.739065314	0.260934686	3.174266688	1	2	0	5	60	0
24.28315493	1.751695044	0.932717298	0.067282702	3.965168558	1	1	0	5	61	0
2.007892341	26.35787287	0.070785763	0.929214237	1.634248761	2	2	1	5	62	0
1.551892217	2.73590238	0.3619325	0.6380675	25.71220198	1	1	0	5	63	0
20.15162457	5.387916391	0.789036287	0.210963713	4.460441079	2	2	0	5	64	0
13.19587198	11.86542116	0.526543938	0.473456062	4.938986261	4	6	0	6	1	1
6.78435118	18.36315279	0.269782289	0.730217711	4.852465241	5	6	1	6	2	1
8.633342808	15.05572349	0.3644442	0.6355558	6.310865276	2	3	0	6	3	0
8.143119472	8.280138739	0.495828499	0.504171501	13.57663972	4	3	1	6	4	0
13.8880732	10.48127987	0.569899134	0.430100866	5.630479016	5	5	1	6	5	0
6.303501239	18.23611417	0.256870417	0.743129583	5.460386585	4	8	0	6	6	0
9.368436478	3.663869777	0.718862517	0.281137483	16.96758769	3	2	1	6	7	0
11.18403535	13.60260145	0.451212298	0.548787702	5.213233485	3	4	0	6	8	1
4.103781032	22.9755051	0.151546869	0.848453131	2.920592134	2	2	0	6	9	0
6.027744144	17.69626555	0.254077798	0.745922202	6.275631937	5	4	0	6	10	0
11.99155573	12.35085858	0.492619819	0.507380181	5.657493884	3	2	1	6	11	0
10.88008252	9.525183837	0.53319973	0.46680027	9.594666076	4	5	1	6	12	0
10.60009231	15.13679005	0.411863883	0.588136117	4.263044937	6	5	1	6	13	1
15.42536165	11.63189851	0.570100652	0.429899348	2.942635208	5	3	1	6	14	1
0	28.25524185	0	1	1.744600775	0	1	0	6	15	0
0	28.55134342	0	1	1.448489802	0	1	0	6	16	0
20.66619958	5.103948954	0.801943363	0.198056637	4.229788456	5	3	1	6	17	1
8.24001657	13.22529733	0.383875894	0.616124106	8.534611686	4	6	1	6	18	0
4.847829291	9.613013448	0.335238366	0.664761634	15.53908228	3	4	1	6	19	1
27.62163305	0	1	0	2.378416843	3	0	1	6	20	0
0.903937379	25.70697405	0.033968674	0.966031326	3.389080299	1	2	0	6	21	0
12.96865623	5.120909332	0.716913637	0.283086363	11.91039624	4	2	1	6	22	1
17.52644282	6.672060308	0.724277974	0.275722026	5.801480904	4	3	0	6	23	1
9.18634463	12.47118489	0.424164013	0.575835987	8.342311395	3	3	0	6	24	1
6.363605807	15.49507339	0.2911249	0.7088751	8.141252662	3	4	1	6	25	1
0	28.03594237	0	1	1.963898544	0	2	0	6	26	0
24.74895904	3.007945348	0.891632536	0.108367464	2.243124119	4	2	1	6	27	1
0.536384985	22.47957727	0.023304912	0.976695088	6.983822497	1	1	0	6	28	1
2.839738259	22.00262346	0.114310318	0.885689682	5.157553896	2	3	1	6	29	1
6.656036472	18.12884584	0.268552273	0.731447727	5.214995095	3	5	0	6	30	0
6.720365881	19.39253367	0.257358087	0.742641913	3.88692768	5	6	0	6	31	1
9.274052789	14.85520473	0.384348867	0.615651133	5.870673201	4	5	1	6	32	0
3.864063814	23.94786558	0.138935482	0.861064518	2.18801957	1	2	0	6	33	1
0	28.86600389	0	1	1.133952486	0	1	0	6	34	0
0	26.64408381	0	1	3.35588768	0	2	0	6	35	0
5.719753779	19.0061883	0.23132602	0.76867398	5.273950439	1	3	0	6	36	1
5.671595316	22.8665088	0.198737635	0.801262365	1.46177871	3	4	0	6	37	1
14.04795633	2.535828762	0.847089868	0.152910132	13.41618697	2	2	1	6	38	1
6.12022168	18.90074487	0.244603727	0.755396273	4.979028603	3	4	0	6	39	0
24.0715412	3.920167625	0.859952543	0.140047457	2.008111274	3	1	1	6	40	1
10.84810954	17.36858644	0.384457115	0.615542885	1.783297463	3	4	0	6	41	1
18.18853845	4.968348611	0.785448338	0.214551662	6.842973246	4	4	1	6	42	1
